umap1,umap2,cell_type,sample,annotation_source
-0.06433443,4.838296,cDC,E14S,transferred
-2.4304986,3.681031,Il1b+ TAM,E14S,transferred
-2.7587223,3.8821263,Monocyte,E14S,transferred
3.4221299,12.240581,CD8 Exhausted Proliferating,E14S,transferred
1.0026194,5.795534,cDC,E14S,transferred
1.7269441,7.2196145,mDC,E14S,transferred
-3.2753527,4.081451,Il1b+ TAM,E14S,transferred
-3.954864,6.65259,C1qc+ TAM,E14S,transferred
1.7613623,-6.57053,Neutrophil,E14S,transferred
1.8924941,7.3217077,mDC,E14S,transferred
2.2285492,-8.899085,Neutrophil,E14S,transferred
-3.6074066,6.4669757,C1qc+ TAM,E14S,transferred
-5.286302,1.882193,Spp1+ TAM,E14S,transferred
-6.0150814,2.8301115,Il1b+ TAM,E14S,transferred
-4.664644,1.3329965,Spp1+ TAM,E14S,transferred
0.5995684,-6.127647,Neutrophil,E14S,transferred
-1.3611395,2.741763,Monocyte,E14S,transferred
-3.9419515,6.577961,Resident Macrophage,E14S,transferred
-2.5637531,1.2381953,Il1b+ TAM,E14S,transferred
0.12741838,4.50919,cDC,E14S,transferred
18.817017,7.127861,Hypoxic Tumor,E14S,transferred
-4.987891,4.3546333,Resident Macrophage,E14S,transferred
-6.330024,5.2620893,Resident Macrophage,E14S,transferred
-2.9148707,1.5979009,Il1b+ TAM,E14S,transferred
-0.3879157,2.3844953,Monocyte,E14S,transferred
2.4539695,13.584443,NK T,E14S,transferred
0.51847684,-5.7130146,Neutrophil,E14S,transferred
16.545519,8.220395,Hypoxic Tumor,E14S,transferred
16.668669,5.835781,Hypoxic Tumor,E14S,knn
-1.245732,3.2719288,Resident Macrophage,E14S,transferred
-0.2214956,1.3292602,Monocyte,E14S,transferred
-6.0832143,3.7282739,C1qc+ TAM,E14S,transferred
1.4308009,-7.3778095,Neutrophil,E14S,transferred
-0.36601844,1.4515957,Monocyte,E14S,transferred
3.2204175,-7.1733217,Neutrophil,E14S,transferred
-3.8684313,3.0111668,Il1b+ TAM,E14S,transferred
-5.801066,1.8190533,Spp1+ TAM,E14S,transferred
-3.0779178,5.853974,Monocyte,E14S,transferred
2.1554427,-6.686272,Neutrophil,E14S,transferred
0.728568,5.3980246,cDC,E14S,transferred
-5.5020647,2.2081077,Il1b+ TAM,E14S,transferred
2.0795128,-7.261369,Neutrophil,E14S,transferred
-6.0159674,4.1246886,C1qc+ TAM,E14S,transferred
-6.332126,3.2918403,Il1b+ TAM,E14S,transferred
1.3422357,13.761772,NK,E14S,transferred
1.0349079,-8.559427,Neutrophil,E14S,transferred
-1.7093464,1.4967968,Il1b+ TAM,E14S,transferred
-6.5858397,1.3193337,Spp1+ TAM,E14S,transferred
-4.7120895,3.5197065,Il1b+ TAM,E14S,transferred
-3.2480867,2.259599,Il1b+ TAM,E14S,transferred
26.284752,4.5992656,Tumor,E14S,transferred
5.4920063,9.798276,B,E14S,transferred
-0.4962419,-0.3717606,Resident Macrophage,E14S,transferred
0.6827478,-8.632083,Neutrophil,E14S,transferred
-1.589455,4.4159355,Resident Macrophage,E14S,transferred
-5.721687,4.6354656,C1qc+ TAM,E14S,transferred
-1.2587197,3.361999,Resident Macrophage,E14S,transferred
-3.415802,6.8154993,C1qc+ TAM,E14S,transferred
-6.323613,4.1164427,Resident Macrophage,E14S,transferred
-4.3726673,4.193714,C1qc+ TAM,E14S,transferred
-4.3013315,2.1023967,Il1b+ TAM,E14S,transferred
2.3219259,15.349693,NK,E14S,transferred
0.38838655,-8.148099,Neutrophil,E14S,transferred
-4.994573,4.94119,Resident Macrophage,E14S,transferred
2.4663103,6.9873233,mDC,E14S,transferred
-3.7391331,4.687514,C1qc+ TAM,E14S,transferred
-1.4057968,1.4493961,Monocyte,E14S,transferred
-3.374406,3.137471,Il1b+ TAM,E14S,transferred
-0.91562086,1.9939653,Monocyte,E14S,transferred
1.5023355,-7.897265,Neutrophil,E14S,transferred
0.38862705,4.9247527,cDC,E14S,transferred
-1.74713,2.2721353,Monocyte,E14S,transferred
2.4638228,6.9114633,mDC,E14S,transferred
-0.5442517,2.6538584,Monocyte,E14S,transferred
0.69652,5.6946716,Il1b+ TAM,E14S,transferred
-0.5235931,3.9413843,Monocyte,E14S,transferred
-3.6962054,5.2547073,C1qc+ TAM,E14S,transferred
-3.427658,3.400188,Monocyte,E14S,transferred
-5.6157236,1.8433721,Il1b+ TAM,E14S,transferred
-2.8744953,2.717788,Il1b+ TAM,E14S,transferred
-1.4584723,2.2799325,Monocyte,E14S,transferred
-2.2834182,3.5271747,Monocyte,E14S,transferred
-0.5173868,3.1022773,Monocyte,E14S,transferred
-3.820643,6.4652176,C1qc+ TAM,E14S,transferred
-0.1568824,-8.198464,Neutrophil,E14S,transferred
2.141462,7.3645825,mDC,E14S,transferred
2.3875613,13.737615,NK T,E14S,transferred
3.0852957,11.232985,CD8 Terminally Exhausted,E14S,transferred
0.38250932,-8.864346,Neutrophil,E14S,transferred
-3.208224,1.1418256,Il1b+ TAM,E14S,transferred
-2.9516382,2.2389863,Il1b+ TAM,E14S,transferred
-5.423115,2.210095,Resident Macrophage,E14S,transferred
-1.0920151,1.0127764,Monocyte,E14S,transferred
0.44678926,4.7352624,cDC,E14S,transferred
16.278196,7.801969,Hypoxic Tumor,E14S,transferred
-0.3021327,2.0082226,Monocyte,E14S,transferred
-6.1072874,3.550989,Resident Macrophage,E14S,transferred
-4.0847464,4.590578,Il1b+ TAM,E14S,transferred
-2.8792298,1.1651216,Monocyte,E14S,transferred
0.26907364,-8.431448,Neutrophil,E14S,transferred
0.3691865,4.7383604,cDC,E14S,transferred
0.33420733,1.215799,Monocyte,E14S,transferred
-5.160843,2.6038947,Il1b+ TAM,E14S,transferred
-4.448364,3.3049862,Resident Macrophage,E14S,transferred
2.203948,6.6772594,mDC,E14S,transferred
-2.41881,4.0083013,Monocyte,E14S,transferred
0.95759857,-8.7256775,Neutrophil,E14S,transferred
2.7990856,12.769367,NK,E14S,transferred
0.2500785,-5.4768767,Neutrophil,E14S,transferred
0.3660133,-6.592485,Neutrophil,E14S,transferred
-1.4624822,0.7631403,Monocyte,E14S,transferred
0.4230035,-5.3678,Neutrophil,E14S,transferred
-1.5682663,2.0654042,Monocyte,E14S,transferred
-1.8281288,1.8040568,Monocyte,E14S,transferred
-2.9891047,0.7986142,Spp1+ TAM,E14S,transferred
16.30069,7.4896765,Hypoxic Tumor,E14S,transferred
-4.6452613,2.3175786,Il1b+ TAM,E14S,transferred
-1.9112287,4.88429,Resident Macrophage,E14S,transferred
1.9426986,15.204327,NK,E14S,transferred
-2.9627004,1.9078631,Il1b+ TAM,E14S,transferred
-3.7685068,2.5528862,Il1b+ TAM,E14S,transferred
-3.785598,2.180846,Il1b+ TAM,E14S,transferred
-0.9672679,2.9252238,Il1b+ TAM,E14S,transferred
-2.5609422,3.7059588,Monocyte,E14S,transferred
-0.45577693,2.6361592,Monocyte,E14S,transferred
-3.612788,1.889169,Il1b+ TAM,E14S,transferred
-2.9806495,3.5019748,Monocyte,E14S,transferred
-1.0318037,1.4614453,Neutrophil,E14S,transferred
26.704687,3.2708983,Tumor,E14S,transferred
1.7025672,6.458718,mDC,E14S,transferred
2.142917,-9.022597,Neutrophil,E14S,transferred
-3.0290856,1.709547,Il1b+ TAM,E14S,transferred
-3.4683285,3.877407,Il1b+ TAM,E14S,transferred
26.121338,3.0045774,Tumor,E14S,transferred
-6.619282,1.9954665,Spp1+ TAM,E14S,transferred
-2.6533,4.369106,Monocyte,E14S,transferred
2.6270823,11.544584,Regulatory CD4 T,E14S,transferred
1.8029137,7.279965,mDC,E14S,transferred
-2.2810538,4.1075797,Monocyte,E14S,transferred
18.379389,7.1567564,Hypoxic Tumor,E14S,transferred
2.0104337,14.266851,NK,E14S,transferred
0.770784,-5.74704,Il1b+ TAM,E14S,transferred
-1.9940974,1.0773096,Il1b+ TAM,E14S,transferred
16.457054,6.773461,Hypoxic Tumor,E14S,transferred
-5.8007007,4.7088957,C1qc+ TAM,E14S,transferred
-1.8963513,2.5436938,Monocyte,E14S,transferred
-2.8683689,4.333318,Monocyte,E14S,transferred
-5.1318293,3.683473,Resident Macrophage,E14S,transferred
-5.1119175,4.7411547,Monocyte,E14S,transferred
-2.482787,1.6131048,Monocyte,E14S,transferred
-1.9556097,3.4134336,Monocyte,E14S,transferred
-3.0986388,2.6913042,Il1b+ TAM,E14S,transferred
-5.6314473,4.2357464,C1qc+ TAM,E14S,transferred
-3.8501015,2.3604019,Il1b+ TAM,E14S,transferred
-6.472411,0.94674826,Resident Macrophage,E14S,transferred
2.3091164,10.648753,CD8 Exhausted Proliferating,E14S,transferred
-4.2781196,3.6040955,Il1b+ TAM,E14S,transferred
-1.3523924,1.6223041,Monocyte,E14S,transferred
-6.976927,3.4928794,C1qc+ TAM,E14S,transferred
-4.2611294,5.5210795,C1qc+ TAM,E14S,transferred
-5.929201,3.2251484,Resident Macrophage,E14S,transferred
-2.1564574,1.8969336,Monocyte,E14S,transferred
-0.3665279,3.278018,Monocyte,E14S,transferred
-6.3225126,2.3400335,C1qc+ TAM,E14S,transferred
1.3511676,13.881259,NK,E14S,transferred
-4.722575,5.151909,C1qc+ TAM,E14S,transferred
23.19037,5.6072073,Hypoxic Tumor,E14S,transferred
3.1593246,13.2749605,NK,E14S,transferred
-1.4920999,3.3893247,Monocyte,E14S,transferred
-1.8161759,4.6750097,Resident Macrophage,E14S,transferred
-5.4218254,4.043661,Resident Macrophage,E14S,transferred
0.3803072,0.9758664,Monocyte,E14S,transferred
-4.881712,2.7115438,Il1b+ TAM,E14S,transferred
-4.249277,5.866738,C1qc+ TAM,E14S,transferred
0.4950979,0.46211848,Monocyte,E14S,transferred
-4.9216695,2.5669594,C1qc+ TAM,E14S,transferred
-2.3684561,1.9730605,Monocyte,E14S,transferred
16.881227,7.576155,Hypoxic Tumor,E14S,transferred
-2.675045,4.3767033,Monocyte,E14S,transferred
16.61916,7.7408466,Hypoxic Tumor,E14S,transferred
-4.1524096,5.819407,Resident Macrophage,E14S,transferred
-1.5238287,3.6490316,Monocyte,E14S,transferred
-0.8755346,3.1070879,Monocyte,E14S,transferred
-5.5454273,2.7757826,Resident Macrophage,E14S,transferred
3.2636652,12.059682,CD8 Terminally Exhausted,E14S,transferred
-0.04764343,-7.6134133,Neutrophil,E14S,transferred
-3.813097,0.60320026,Spp1+ TAM,E14S,transferred
19.04894,6.897103,Hypoxic Tumor,E14S,transferred
-1.782719,2.920065,Monocyte,E14S,transferred
-4.1431108,3.1538026,Il1b+ TAM,E14S,transferred
16.033657,11.624345,Stromal,E14S,transferred
-5.3158975,3.7435381,Resident Macrophage,E14S,transferred
27.450336,3.3644483,Tumor,E14S,transferred
-5.182256,1.9629776,Resident Macrophage,E14S,transferred
-0.9783329,-8.006398,Neutrophil,E14S,transferred
3.1619797,13.017349,CD8 Terminally Exhausted,E14S,transferred
-4.015337,4.338785,Il1b+ TAM,E14S,transferred
-6.385283,0.9826496,Spp1+ TAM,E14S,transferred
3.1978123,11.63684,CD8 Terminally Exhausted,E14S,transferred
-5.269888,2.0194125,Il1b+ TAM,E14S,transferred
-4.8195987,4.4814153,Resident Macrophage,E14S,transferred
2.1364381,7.1924815,mDC,E14S,transferred
2.2972171,10.620574,CD8 Terminally Exhausted,E14S,transferred
19.22306,6.9802737,Hypoxic Tumor,E14S,knn
-4.0771217,0.3262213,Spp1+ TAM,E14S,transferred
-4.632095,5.5192075,C1qc+ TAM,E14S,transferred
0.49534014,1.2486314,Monocyte,E14S,transferred
-4.851885,3.3176665,Resident Macrophage,E14S,transferred
-1.6995103,4.0303335,Resident Macrophage,E14S,transferred
-1.6714189,0.6843199,Monocyte,E14S,transferred
-3.2879376,5.9277334,Il1b+ TAM,E14S,transferred
-3.7540383,2.3023083,Il1b+ TAM,E14S,transferred
16.454008,7.044982,Hypoxic Tumor,E14S,transferred
-1.6611217,3.565324,Resident Macrophage,E14S,transferred
-1.8971449,1.5368068,Monocyte,E14S,transferred
-0.22941418,1.3430823,Monocyte,E14S,transferred
-5.157562,2.5717106,Il1b+ TAM,E14S,transferred
-1.3741702,1.9107387,Monocyte,E14S,transferred
-2.5763798,3.341576,Monocyte,E14S,transferred
0.001567412,2.2356832,Monocyte,E14S,transferred
-4.1878204,6.33063,Resident Macrophage,E14S,transferred
-2.0439851,2.2741263,Monocyte,E14S,transferred
2.3452668,10.68744,CD8 Terminally Exhausted,E14S,transferred
-0.3802947,0.026916798,Monocyte,E14S,transferred
-4.501472,2.8416638,Il1b+ TAM,E14S,transferred
-6.283195,1.3788948,Resident Macrophage,E14S,transferred
-2.763934,2.7302377,Monocyte,E14S,transferred
22.739246,3.8944988,Hypoxic Tumor,E14S,transferred
-4.3534846,4.9947357,Il1b+ TAM,E14S,transferred
2.556678,15.20255,NK,E14S,transferred
16.186956,10.528009,Stromal,E14S,transferred
0.9164692,5.44639,cDC,E14S,transferred
2.9209883,12.196559,CD4 T,E14S,transferred
-3.0478117,3.5857277,Monocyte,E14S,transferred
-4.349068,2.3734407,Il1b+ TAM,E14S,transferred
-4.143316,4.85144,Il1b+ TAM,E14S,transferred
0.9010582,5.4737988,cDC,E14S,transferred
-6.4347,1.2214457,Resident Macrophage,E14S,transferred
-5.5387807,1.576405,Spp1+ TAM,E14S,transferred
0.36333585,4.996279,cDC,E14S,transferred
-0.14173159,4.819052,Il1b+ TAM,E14S,transferred
1.6673427,14.492294,NK,E14S,transferred
0.6608187,0.565171,Monocyte,E14S,transferred
-0.87203497,1.6174994,Monocyte,E14S,transferred
-5.8283935,1.6071068,Spp1+ TAM,E14S,transferred
0.39996988,0.91522235,Monocyte,E14S,transferred
-5.9566917,1.6721579,Spp1+ TAM,E14S,transferred
-4.4432087,0.46376526,Spp1+ TAM,E14S,transferred
2.9956813,11.267709,Regulatory CD4 T,E14S,transferred
-0.20160428,4.521283,Il1b+ TAM,E14S,transferred
-5.0227537,4.327441,Monocyte,E14S,transferred
0.5819202,-5.8498764,Neutrophil,E14S,transferred
-0.47383806,1.597221,Monocyte,E14S,transferred
-0.12837529,1.3386239,Monocyte,E14S,transferred
2.2791119,7.455085,mDC,E14S,transferred
-0.2127091,1.8805573,Monocyte,E14S,transferred
-2.2613225,0.6075341,Spp1+ TAM,E14S,transferred
-1.6913067,4.1818404,Resident Macrophage,E14S,transferred
-0.2485769,3.283261,Monocyte,E14S,transferred
-3.0866394,2.6338232,Il1b+ TAM,E14S,transferred
-2.7584853,2.1956272,Il1b+ TAM,E14S,transferred
-3.4401255,3.9360743,C1qc+ TAM,E14S,transferred
1.7258962,14.441421,NK,E14S,transferred
0.410579,0.7867523,Monocyte,E14S,transferred
-2.6502607,2.8314745,Monocyte,E14S,transferred
18.90455,7.2911773,Hypoxic Tumor,E14S,transferred
-4.967871,1.4006519,Il1b+ TAM,E14S,transferred
-6.1592336,2.5457308,Spp1+ TAM,E14S,transferred
-3.165243,2.5887744,Il1b+ TAM,E14S,transferred
-1.0463033,1.0604516,Monocyte,E14S,transferred
-2.178858,1.4346988,Monocyte,E14S,transferred
-3.9438252,3.0214953,Il1b+ TAM,E14S,transferred
-0.73998696,1.0921679,Monocyte,E14S,transferred
-2.1784105,2.8142884,Monocyte,E14S,transferred
-0.52041304,-0.25452742,Monocyte,E14S,transferred
1.8463373,7.3434806,mDC,E14S,transferred
-3.9254997,4.776458,C1qc+ TAM,E14S,transferred
3.2957008,12.692462,CD8 Terminally Exhausted,E14S,transferred
1.1636963,5.081782,cDC,E14S,transferred
-2.0496442,3.3189888,Monocyte,E14S,transferred
-6.141798,3.9108999,Il1b+ TAM,E14S,transferred
1.9755198,14.483779,NK,E14S,transferred
-3.8012514,0.98647445,Spp1+ TAM,E14S,transferred
-5.3514905,1.0920846,Spp1+ TAM,E14S,transferred
-4.170139,4.3732934,Il1b+ TAM,E14S,transferred
2.2589266,7.217647,mDC,E14S,transferred
1.8976448,14.699937,NK,E14S,transferred
1.8248645,-7.735413,Neutrophil,E14S,transferred
-5.8773346,4.458976,C1qc+ TAM,E14S,transferred
-5.0756154,3.7534668,Monocyte,E14S,transferred
-2.1703265,5.1067095,Resident Macrophage,E14S,transferred
0.42288366,-7.9044895,Neutrophil,E14S,transferred
-3.8060455,4.3239455,Monocyte,E14S,transferred
2.4223099,13.540407,NK T,E14S,transferred
-2.24363,1.4255193,Il1b+ TAM,E14S,transferred
-5.3654513,4.7677336,C1qc+ TAM,E14S,transferred
2.3947964,-7.530225,Neutrophil,E14S,transferred
1.2783812,13.722787,NK,E14S,transferred
19.05285,6.9790235,Hypoxic Tumor,E14S,knn
-3.3412404,5.3843274,C1qc+ TAM,E14S,transferred
-2.9668674,2.490627,Monocyte,E14S,transferred
3.0141456,13.012764,NK,E14S,transferred
0.3367073,-5.5593996,Neutrophil,E14S,transferred
2.4219646,15.2940855,NK,E14S,transferred
16.883802,7.1807575,Hypoxic Tumor,E14S,transferred
-1.1826053,3.900317,Il1b+ TAM,E14S,transferred
1.6555306,14.598545,Monocyte,E14S,transferred
1.1728108,-7.766632,Neutrophil,E14S,transferred
-5.2035103,4.1412845,Resident Macrophage,E14S,transferred
-4.4445477,4.016217,Resident Macrophage,E14S,transferred
-6.6226716,1.5329612,Spp1+ TAM,E14S,transferred
-3.564709,5.8196588,Resident Macrophage,E14S,transferred
-4.861561,2.7700007,Il1b+ TAM,E14S,transferred
-1.9245015,5.202388,Resident Macrophage,E14S,transferred
-0.2992002,1.7571614,Monocyte,E14S,transferred
-0.6890992,2.1593633,Monocyte,E14S,transferred
-1.3599817,2.8496485,Monocyte,E14S,transferred
-6.778654,4.030416,C1qc+ TAM,E14S,transferred
1.0578773,-8.690192,Neutrophil,E14S,transferred
0.7408721,-9.045296,Neutrophil,E14S,transferred
2.3695796,10.702533,CD8 Terminally Exhausted,E14S,transferred
-2.7317207,4.0081835,Monocyte,E14S,transferred
1.7546926,6.5111985,mDC,E14S,transferred
-0.93842477,-0.02395651,Il1b+ TAM,E14S,transferred
-6.5449123,4.0064297,C1qc+ TAM,E14S,transferred
-2.9496834,3.8997521,C1qc+ TAM,E14S,transferred
-3.8045657,2.070154,Il1b+ TAM,E14S,transferred
1.8018142,-8.07381,Neutrophil,E14S,transferred
-1.8345413,4.55101,Resident Macrophage,E14S,transferred
-4.0393887,2.438939,Il1b+ TAM,E14S,transferred
-5.9090137,3.792877,C1qc+ TAM,E14S,transferred
-2.904684,1.1302044,Il1b+ TAM,E14S,transferred
-4.86373,4.9280562,C1qc+ TAM,E14S,transferred
-4.929084,5.4727626,C1qc+ TAM,E14S,transferred
-3.3864324,5.079745,C1qc+ TAM,E14S,transferred
15.860081,11.332999,Stromal,E14S,transferred
-5.272011,1.4611707,Resident Macrophage,E14S,transferred
-6.394471,3.3249283,C1qc+ TAM,E14S,transferred
-4.732808,3.3996196,Resident Macrophage,E14S,transferred
-1.592567,1.4929796,Monocyte,E14S,transferred
1.9913831,-8.143575,Neutrophil,E14S,transferred
-4.337408,5.9665303,C1qc+ TAM,E14S,transferred
-5.3532767,1.5910119,Spp1+ TAM,E14S,transferred
-4.9322753,3.402889,Il1b+ TAM,E14S,transferred
-5.5546393,2.4391081,Il1b+ TAM,E14S,transferred
16.82103,7.8955584,Hypoxic Tumor,E14S,transferred
-0.31879878,1.4848726,Monocyte,E14S,transferred
1.2653092,13.87577,NK,E14S,transferred
0.43227327,-5.9473047,Neutrophil,E14S,transferred
16.656574,6.246279,Hypoxic Tumor,E14S,transferred
2.2159042,6.784013,mDC,E14S,transferred
-5.091577,4.6478906,Il1b+ TAM,E14S,transferred
-4.0731444,2.8184402,Il1b+ TAM,E14S,transferred
5.3914566,9.874316,B,E14S,transferred
17.609882,9.30143,Stromal,E14S,transferred
-6.241817,3.28343,C1qc+ TAM,E14S,transferred
-1.3060654,10.743883,B,E14S,transferred
-6.2641854,5.1930666,Resident Macrophage,E14S,transferred
-5.4682746,4.6639357,C1qc+ TAM,E14S,transferred
-3.5935638,5.2137346,Monocyte,E14S,transferred
-4.407555,2.585699,Il1b+ TAM,E14S,transferred
-4.7451077,1.8228924,Spp1+ TAM,E14S,transferred
25.463936,3.337229,Tumor,E14S,transferred
-5.059428,1.0521069,Resident Macrophage,E14S,transferred
-1.9717213,2.353766,Monocyte,E14S,transferred
-3.6470704,1.4494514,Il1b+ TAM,E14S,transferred
-1.592002,3.45393,Resident Macrophage,E14S,transferred
-0.223964,-8.275135,Neutrophil,E14S,transferred
1.1666968,-7.337864,Neutrophil,E14S,transferred
-2.9350903,2.521825,Il1b+ TAM,E14S,transferred
1.9295862,-7.8889546,Neutrophil,E14S,transferred
-4.8331184,6.074438,Resident Macrophage,E14S,transferred
3.3394988,11.989631,CD8 Terminally Exhausted,E14S,transferred
-4.966865,0.87977034,Spp1+ TAM,E14S,transferred
-2.9942226,3.6508045,Monocyte,E14S,transferred
-2.7728767,4.7226186,Resident Macrophage,E14S,transferred
-2.4791312,2.047397,Monocyte,E14S,transferred
-3.732781,0.40463558,Spp1+ TAM,E14S,transferred
-3.718511,4.4297695,Il1b+ TAM,E14S,transferred
1.7350929,-8.362018,Neutrophil,E14S,transferred
-3.9591286,2.5285969,Il1b+ TAM,E14S,transferred
-3.1104577,1.2880198,Il1b+ TAM,E14S,transferred
2.026149,15.13878,NK,E14S,transferred
16.687689,6.1896462,Hypoxic Tumor,E14S,transferred
3.0692928,-6.9659142,Neutrophil,E14S,transferred
-3.731997,2.8103223,C1qc+ TAM,E14S,transferred
-5.024506,3.4063544,Resident Macrophage,E14S,transferred
-6.233535,0.8351246,Spp1+ TAM,E14S,transferred
-4.1904283,6.5602727,C1qc+ TAM,E14S,transferred
-4.645175,2.2275376,Il1b+ TAM,E14S,transferred
-6.2449145,4.239492,Resident Macrophage,E14S,transferred
1.7520517,-8.566546,Neutrophil,E14S,transferred
16.457815,6.6359735,Hypoxic Tumor,E14S,transferred
16.924788,7.6001086,Hypoxic Tumor,E14S,transferred
-1.4863826,2.9322584,Monocyte,E14S,transferred
-1.6939567,0.64036864,Monocyte,E14S,transferred
-3.5188646,4.998992,C1qc+ TAM,E14S,transferred
-3.8186178,5.9933934,C1qc+ TAM,E14S,transferred
25.39878,3.5487044,Tumor,E14S,transferred
-3.221918,1.7405592,Il1b+ TAM,E14S,transferred
-1.6981456,1.9760157,Monocyte,E14S,transferred
-2.5797877,1.259279,Il1b+ TAM,E14S,transferred
26.416504,4.5792475,Hypoxic Tumor,E14S,transferred
-1.4237373,4.0512085,Resident Macrophage,E14S,transferred
-0.28534022,-7.445734,Neutrophil,E14S,transferred
-2.9561217,3.5058875,Monocyte,E14S,transferred
-5.8778353,2.0745845,Il1b+ TAM,E14S,transferred
18.499264,9.380679,Stromal,E14S,transferred
-5.1377625,3.238277,Resident Macrophage,E14S,transferred
-3.556515,4.148996,Monocyte,E14S,transferred
-3.300041,3.0320375,Monocyte,E14S,transferred
2.7411354,-7.523839,Neutrophil,E14S,transferred
1.4901519,6.2931423,mDC,E14S,transferred
-3.8449817,3.716237,Spp1+ TAM,E14S,transferred
0.69309175,-5.8580823,Neutrophil,E14S,transferred
-1.7661346,0.72561085,Monocyte,E14S,transferred
2.3465257,-7.980949,Neutrophil,E14S,transferred
2.3493385,6.8872757,mDC,E14S,transferred
17.018328,6.9375196,Hypoxic Tumor,E14S,transferred
1.1352421,5.3613396,cDC,E14S,transferred
1.74799,-7.941635,Neutrophil,E14S,transferred
-1.7859493,2.3088346,Monocyte,E14S,transferred
-6.3707876,3.6741934,Spp1+ TAM,E14S,transferred
3.4443648,12.752758,Regulatory CD8 T,E14S,transferred
3.0491352,13.278868,NK,E14S,transferred
-5.936181,3.6637456,Monocyte,E14S,transferred
2.0709026,-9.157755,Neutrophil,E14S,transferred
-3.519585,6.7777205,C1qc+ TAM,E14S,transferred
2.2752783,6.848531,mDC,E14S,transferred
-5.6882515,3.0410888,Resident Macrophage,E14S,transferred
0.98901176,5.4563923,cDC,E14S,transferred
-2.1893756,3.6205132,Monocyte,E14S,transferred
2.1349087,-9.214847,Neutrophil,E14S,transferred
-1.9763888,0.6934635,Monocyte,E14S,transferred
-0.72746223,3.6205273,Monocyte,E14S,transferred
0.3381187,5.2817464,cDC,E14S,transferred
23.46324,5.7010784,Tumor Proliferating,E14S,transferred
2.0893743,-9.179091,Neutrophil,E14S,transferred
2.2075555,15.200138,NK,E14S,transferred
-4.570923,3.2558134,Il1b+ TAM,E14S,transferred
1.5326369,6.9417214,mDC,E14S,transferred
-0.51883143,2.3054757,Resident Macrophage,E14S,transferred
-2.6230965,3.3876176,Monocyte,E14S,transferred
-4.89907,3.5999022,Il1b+ TAM,E14S,transferred
0.43563512,0.77776366,Monocyte,E14S,transferred
3.156515,12.57164,Regulatory CD8 T,E14S,transferred
-0.37781727,1.7980604,Monocyte,E14S,transferred
-1.1770837,3.972449,Il1b+ TAM,E14S,transferred
-0.58940405,1.066099,Monocyte,E14S,transferred
-1.018435,0.90042514,Monocyte,E14S,transferred
-3.486079,4.2414412,Monocyte,E14S,transferred
0.10931711,-5.395716,Neutrophil,E14S,transferred
-6.6939588,1.2457399,Spp1+ TAM,E14S,transferred
-4.6533103,4.272016,Il1b+ TAM,E14S,transferred
-3.7593992,3.625883,Il1b+ TAM,E14S,transferred
16.634516,8.243475,Hypoxic Tumor,E14S,transferred
-0.5738791,3.4223096,Monocyte,E14S,transferred
-0.96547604,-7.8572674,Neutrophil,E14S,transferred
-0.31112766,-0.08540583,Monocyte,E14S,transferred
-2.9235106,2.1719306,Il1b+ TAM,E14S,transferred
-4.0667224,2.4784794,Spp1+ TAM,E14S,transferred
2.4801102,15.091903,NK,E14S,transferred
-5.780085,0.7880008,Spp1+ TAM,E14S,transferred
2.4485874,6.9959817,mDC,E14S,transferred
-4.11004,1.7681049,Il1b+ TAM,E14S,transferred
-6.04624,2.9641657,Resident Macrophage,E14S,transferred
-4.4818006,3.8718941,Monocyte,E14S,transferred
-3.1135826,5.3422813,C1qc+ TAM,E14S,transferred
-1.9794946,1.9901552,Monocyte,E14S,transferred
2.5176125,11.242412,Il1b+ TAM,E14S,transferred
-3.909223,5.365259,C1qc+ TAM,E14S,transferred
-5.2692075,4.350897,Resident Macrophage,E14S,transferred
-1.7576587,2.9908733,Resident Macrophage,E14S,transferred
-1.5371436,1.4439085,Monocyte,E14S,transferred
17.002047,7.0688305,Hypoxic Tumor,E14S,transferred
-2.4634855,3.4163854,Monocyte,E14S,transferred
0.6627497,5.1691766,cDC,E14S,transferred
-4.547045,5.846741,C1qc+ TAM,E14S,transferred
-6.6096444,3.2855597,Resident Macrophage,E14S,transferred
-4.246037,1.6342305,Il1b+ TAM,E14S,transferred
-4.130866,5.588253,C1qc+ TAM,E14S,transferred
-0.36660194,0.57966435,Monocyte,E14S,transferred
-4.9660535,4.0256515,Monocyte,E14S,transferred
-0.104852945,-5.8186226,Neutrophil,E14S,transferred
1.8834523,6.4967437,mDC,E14S,transferred
0.23461974,0.65328777,Monocyte,E14S,transferred
-5.395817,2.5735903,Il1b+ TAM,E14S,transferred
-3.8999004,1.6898302,Monocyte,E14S,transferred
-5.6607428,1.8510177,Resident Macrophage,E14S,transferred
-6.1863294,1.026559,Spp1+ TAM,E14S,transferred
3.3460262,12.810451,Regulatory CD8 T,E14S,transferred
-2.0491488,1.2204562,Monocyte,E14S,transferred
-0.25035003,-6.8542128,Neutrophil,E14S,transferred
-3.983259,2.1769466,Il1b+ TAM,E14S,transferred
-5.4544663,1.1585993,Spp1+ TAM,E14S,transferred
-4.292199,0.40491584,Spp1+ TAM,E14S,transferred
-0.6971458,0.83002764,Monocyte,E14S,transferred
-4.419576,3.1982045,Il1b+ TAM,E14S,transferred
-5.744715,4.49975,Resident Macrophage,E14S,transferred
