umap1,umap2,cell_type,sample,annotation_source
22.896437,3.5844142,Tumor Proliferating,E15S,transferred
-5.516485,0.61143154,Spp1+ TAM,E15S,transferred
18.038198,10.792542,Stromal,E15S,transferred
1.5751626,-8.423864,Neutrophil,E15S,transferred
22.880297,4.0537167,Tumor Proliferating,E15S,transferred
0.6718775,5.549181,cDC,E15S,transferred
-5.9267125,1.4959358,Resident Macrophage,E15S,transferred
0.46362033,-8.281173,Neutrophil,E15S,transferred
26.919827,3.5645528,Tumor,E15S,transferred
-5.968619,1.4728848,Spp1+ TAM,E15S,transferred
16.518358,6.573724,Hypoxic Tumor,E15S,transferred
16.88792,10.145302,Stromal,E15S,transferred
24.702604,3.3706353,Tumor,E15S,transferred
25.637184,4.008622,Tumor,E15S,transferred
16.991543,6.783829,Hypoxic Tumor,E15S,transferred
-2.3948116,4.061232,C1qc+ TAM,E15S,transferred
15.631024,11.101154,Stromal,E15S,transferred
16.501907,11.229519,Hypoxic Tumor,E15S,transferred
27.113222,4.2710905,Tumor,E15S,transferred
3.1114755,12.26509,CD4 T,E15S,transferred
-1.5656639,3.7194288,Monocyte,E15S,transferred
16.993938,10.298569,Stromal,E15S,transferred
25.419998,2.7978365,Tumor,E15S,transferred
-5.180186,3.082503,Resident Macrophage,E15S,transferred
23.024559,5.277233,Tumor Proliferating,E15S,knn
16.660036,10.129711,Stromal,E15S,transferred
23.042654,4.262591,Tumor Proliferating,E15S,transferred
16.86969,11.379269,Stromal,E15S,transferred
23.447063,5.767539,Tumor Proliferating,E15S,transferred
0.1749358,1.5327297,Monocyte,E15S,transferred
22.363726,4.3474236,Tumor Proliferating,E15S,transferred
-4.1408195,4.0727215,Resident Macrophage,E15S,transferred
16.376585,11.145059,Stromal,E15S,transferred
25.449848,3.213448,Tumor,E15S,transferred
27.14811,5.038942,Tumor,E15S,transferred
1.4171944,-7.811375,Neutrophil,E15S,transferred
-3.6779296,0.7953975,Spp1+ TAM,E15S,transferred
-3.5100186,2.47493,Resident Macrophage,E15S,transferred
2.2217116,15.095299,NK,E15S,transferred
26.12461,5.428502,Tumor,E15S,transferred
26.82741,4.370092,Tumor,E15S,transferred
16.26442,8.7221985,Hypoxic Tumor,E15S,transferred
-4.548421,5.9064565,C1qc+ TAM,E15S,transferred
27.511557,3.966561,Tumor,E15S,transferred
0.33068168,-5.5358725,Neutrophil,E15S,transferred
17.249681,10.01937,Stromal,E15S,transferred
16.907032,8.064286,Hypoxic Tumor,E15S,transferred
1.9344118,-8.024626,Neutrophil,E15S,transferred
16.904058,9.754692,Stromal,E15S,transferred
-5.281303,2.4391954,Il1b+ TAM,E15S,transferred
17.925854,10.944681,Stromal,E15S,transferred
-3.556506,3.4528809,C1qc+ TAM,E15S,transferred
-3.375562,2.7048295,Il1b+ TAM,E15S,transferred
16.351475,8.141898,Hypoxic Tumor,E15S,transferred
24.917328,4.8782825,Tumor,E15S,transferred
25.236773,5.143383,Tumor,E15S,transferred
1.1864468,5.009534,cDC,E15S,transferred
25.387869,4.1259494,Tumor,E15S,transferred
17.3979,9.4051895,Stromal,E15S,transferred
3.014391,-6.6868367,Neutrophil,E15S,transferred
24.08698,4.055297,CAF,E15S,transferred
3.3210754,12.850995,CD8 Exhausted Proliferating,E15S,transferred
25.43888,3.1348603,Tumor,E15S,transferred
-2.4124382,1.2883164,Il1b+ TAM,E15S,transferred
1.9301413,14.242472,NK,E15S,transferred
17.335762,9.6466875,Stromal,E15S,transferred
-0.7766908,1.3088189,Monocyte,E15S,transferred
26.976786,3.7678273,Tumor,E15S,transferred
-1.7268469,5.112238,Resident Macrophage,E15S,knn
24.05046,5.742384,Tumor Proliferating,E15S,transferred
25.964483,3.2785556,Tumor,E15S,transferred
18.735493,8.78084,Stromal,E15S,transferred
19.19951,9.093459,Stromal,E15S,transferred
-1.8118066,5.051157,Resident Macrophage,E15S,knn
-7.0523086,3.8149903,C1qc+ TAM,E15S,transferred
-6.7121267,4.0559106,Resident Macrophage,E15S,transferred
1.1922216,-8.433628,Neutrophil,E15S,transferred
-6.044997,4.5292788,C1qc+ TAM,E15S,transferred
16.715906,7.049094,Hypoxic Tumor,E15S,knn
-4.460904,3.0605266,Resident Macrophage,E15S,transferred
16.5757,10.077101,Stromal,E15S,transferred
24.532393,4.6888146,Tumor Proliferating,E15S,transferred
-1.1023856,0.21953608,Monocyte,E15S,transferred
16.556734,10.182089,Tumor,E15S,transferred
1.5747311,-7.7939386,Neutrophil,E15S,transferred
0.9467902,-8.254058,Neutrophil,E15S,transferred
-5.884478,4.6454225,Resident Macrophage,E15S,transferred
23.11586,5.6608887,Tumor Proliferating,E15S,transferred
-5.471562,1.5478288,Spp1+ TAM,E15S,transferred
0.4758411,0.52213514,Monocyte,E15S,transferred
18.827028,7.902557,Stromal,E15S,transferred
-5.4580736,1.9696392,Resident Macrophage,E15S,transferred
2.5032527,15.513923,NK,E15S,transferred
0.23211919,-8.257077,Neutrophil,E15S,transferred
26.859932,3.5113428,Tumor,E15S,transferred
17.802458,10.803822,Stromal,E15S,transferred
18.513826,8.551944,Stromal,E15S,transferred
-3.558283,3.5297418,Il1b+ TAM,E15S,transferred
-2.1400132,4.077738,C1qc+ TAM,E15S,transferred
0.27634153,-8.284235,Neutrophil,E15S,transferred
25.789883,2.8885365,Tumor,E15S,transferred
-6.29055,3.9351902,Resident Macrophage,E15S,transferred
24.22345,4.3813,CAF,E15S,transferred
26.38678,4.7917013,Tumor,E15S,transferred
16.66183,10.374008,Stromal,E15S,transferred
18.122211,8.057908,Stromal,E15S,knn
-5.334394,3.1374774,Resident Macrophage,E15S,transferred
0.6727317,0.7283853,Monocyte,E15S,transferred
-4.6094604,3.276892,Resident Macrophage,E15S,transferred
1.848119,-9.23805,Neutrophil,E15S,transferred
-5.4012613,5.37882,C1qc+ TAM,E15S,transferred
-4.849446,6.110269,C1qc+ TAM,E15S,transferred
24.78497,5.979853,Tumor,E15S,transferred
16.523466,7.137374,Hypoxic Tumor,E15S,knn
-1.2638495,10.699504,B,E15S,transferred
-1.9846771,5.930356,Hypoxic Tumor,E15S,knn
23.973694,3.1250427,CAF,E15S,transferred
0.77040577,-6.0338182,Neutrophil,E15S,transferred
23.900127,5.419804,Tumor Proliferating,E15S,transferred
25.593473,3.0041533,Tumor,E15S,transferred
17.418879,9.556325,Stromal,E15S,transferred
2.6002243,13.012124,NK T,E15S,transferred
-1.8005459,3.2619193,Monocyte,E15S,transferred
17.310625,11.055498,Stromal,E15S,transferred
1.123378,-9.095109,Neutrophil,E15S,transferred
-5.6323776,2.2322268,Resident Macrophage,E15S,transferred
16.462097,7.0093594,Hypoxic Tumor,E15S,transferred
26.80751,4.8096156,Tumor,E15S,transferred
1.3004656,-5.901687,Neutrophil,E15S,transferred
16.306568,8.357842,Hypoxic Tumor,E15S,transferred
25.659542,3.525622,Tumor,E15S,transferred
27.328562,4.843155,Tumor,E15S,transferred
-5.5170197,5.0298514,C1qc+ TAM,E15S,transferred
-4.901052,3.0854886,Il1b+ TAM,E15S,transferred
-1.9283887,2.4030519,Monocyte,E15S,transferred
17.714752,9.846986,Stromal,E15S,transferred
-3.9017258,4.534699,C1qc+ TAM,E15S,transferred
25.704002,3.5332441,Tumor,E15S,transferred
15.497185,11.079078,Stromal,E15S,transferred
-5.1509995,6.1564183,C1qc+ TAM,E15S,transferred
24.724136,4.5584755,Tumor Proliferating,E15S,transferred
26.058117,3.5689785,Tumor,E15S,transferred
3.2163942,-6.909826,Neutrophil,E15S,transferred
-5.7507467,3.4704556,Resident Macrophage,E15S,transferred
0.51555574,-8.772229,Neutrophil,E15S,transferred
-3.7858129,5.1431913,C1qc+ TAM,E15S,transferred
-4.4401093,3.183052,Resident Macrophage,E15S,transferred
24.387707,4.718357,Tumor Proliferating,E15S,transferred
27.071604,4.530947,Tumor,E15S,transferred
1.3538331,-8.741924,Neutrophil,E15S,transferred
16.784859,10.56269,Stromal,E15S,transferred
0.2988565,-6.1905828,Neutrophil,E15S,transferred
-4.082591,2.3558755,Resident Macrophage,E15S,transferred
-4.839095,5.4938583,C1qc+ TAM,E15S,transferred
-6.311133,3.0441813,C1qc+ TAM,E15S,transferred
27.234419,4.150789,Tumor,E15S,transferred
-3.7110302,3.5964198,C1qc+ TAM,E15S,transferred
-6.31302,5.10171,Resident Macrophage,E15S,transferred
-1.7610728,2.1760497,Monocyte,E15S,transferred
18.061468,9.628203,Stromal,E15S,transferred
-3.3675325,2.5656626,C1qc+ TAM,E15S,transferred
15.747281,11.120409,Stromal,E15S,transferred
-3.5426579,5.160465,Monocyte,E15S,transferred
-4.7472763,4.422333,Resident Macrophage,E15S,transferred
24.970716,2.9889276,CAF,E15S,transferred
-5.6642094,4.132726,C1qc+ TAM,E15S,transferred
17.20625,10.122857,Stromal,E15S,transferred
-5.854212,1.3795156,Spp1+ TAM,E15S,transferred
-2.3658442,3.1904347,Monocyte,E15S,transferred
17.896467,10.692544,Stromal,E15S,transferred
-0.51095337,0.9438096,Monocyte,E15S,transferred
1.9245403,-7.6716237,Neutrophil,E15S,transferred
25.87452,3.763371,Tumor,E15S,transferred
22.829111,4.191511,Tumor Proliferating,E15S,transferred
-4.619178,4.6908813,Resident Macrophage,E15S,transferred
-3.2278118,2.2637773,Il1b+ TAM,E15S,transferred
2.7951028,11.301475,Monocyte,E15S,transferred
16.120892,10.797551,Tumor,E15S,transferred
18.773306,8.089798,Stromal,E15S,transferred
16.815214,9.807218,Stromal,E15S,transferred
-3.0754452,3.0472202,C1qc+ TAM,E15S,transferred
24.031145,5.5777063,Tumor Proliferating,E15S,transferred
-2.1997302,1.8127148,Monocyte,E15S,transferred
15.786843,11.034865,Stromal,E15S,transferred
3.3236978,11.862518,Regulatory CD8 T,E15S,transferred
23.763979,4.3884315,Tumor Proliferating,E15S,transferred
24.862349,4.9645805,Tumor,E15S,transferred
-5.6169443,1.3355968,Spp1+ TAM,E15S,transferred
26.147827,3.2395985,Tumor,E15S,transferred
-6.1368613,5.20914,Resident Macrophage,E15S,transferred
-6.372103,2.9250612,Resident Macrophage,E15S,transferred
0.47844893,-8.424639,Neutrophil,E15S,transferred
-0.14920942,-8.855196,Resident Macrophage,E15S,knn
-2.49636,5.953887,Spp1+ TAM,E15S,transferred
-5.094054,1.8276327,Il1b+ TAM,E15S,transferred
16.679605,8.084016,Hypoxic Tumor,E15S,transferred
-4.36814,3.447506,Il1b+ TAM,E15S,transferred
0.5611978,-5.9733863,Neutrophil,E15S,transferred
25.957317,2.9174356,Tumor,E15S,transferred
26.998692,2.991677,Tumor,E15S,transferred
17.18606,9.485381,Stromal,E15S,transferred
-5.73946,4.823003,Resident Macrophage,E15S,transferred
25.887062,3.140652,Tumor,E15S,transferred
-4.2813816,5.2301226,C1qc+ TAM,E15S,transferred
-6.7540708,2.186465,C1qc+ TAM,E15S,knn
25.709248,2.6873624,Tumor,E15S,transferred
-3.763901,6.177923,C1qc+ TAM,E15S,transferred
-0.117540784,-7.7019606,Neutrophil,E15S,transferred
17.342064,10.908416,Stromal,E15S,transferred
27.100958,4.8882527,Tumor,E15S,transferred
16.820944,9.616646,Stromal,E15S,transferred
0.39061964,-5.4360137,Neutrophil,E15S,transferred
2.163975,-8.664427,Neutrophil,E15S,transferred
-1.7133969,2.7017794,Monocyte,E15S,transferred
-0.20694134,-8.074534,Neutrophil,E15S,transferred
-5.280387,2.6975722,C1qc+ TAM,E15S,transferred
16.257368,10.65206,Hypoxic Tumor,E15S,transferred
26.892767,3.8585165,Tumor,E15S,transferred
25.961227,5.439704,Tumor,E15S,transferred
-4.5469646,3.4280949,C1qc+ TAM,E15S,transferred
2.573923,-9.223194,Neutrophil,E15S,transferred
23.2101,3.689306,Tumor Proliferating,E15S,transferred
0.5015232,-7.788196,Neutrophil,E15S,transferred
1.4001675,-7.562095,Neutrophil,E15S,transferred
1.7288108,-8.92373,Neutrophil,E15S,transferred
-5.5739293,3.6137881,Resident Macrophage,E15S,transferred
16.604322,9.654952,Stromal,E15S,transferred
-3.054284,4.1719894,Il1b+ TAM,E15S,transferred
-2.7811515,1.3379672,Spp1+ TAM,E15S,transferred
23.87692,5.540405,Tumor Proliferating,E15S,transferred
24.311646,5.8325267,Tumor,E15S,transferred
-2.46747,5.957349,C1qc+ TAM,E15S,transferred
-2.9483762,3.573893,Monocyte,E15S,transferred
-6.0177283,2.587008,C1qc+ TAM,E15S,transferred
2.5357308,14.906988,NK,E15S,transferred
-5.9021664,1.5307333,Spp1+ TAM,E15S,transferred
26.76245,4.206405,Tumor,E15S,transferred
-4.4888577,2.0350068,Spp1+ TAM,E15S,transferred
-2.5947764,3.8474185,C1qc+ TAM,E15S,knn
-2.8325136,4.3010125,C1qc+ TAM,E15S,transferred
2.5636096,-7.6191616,Neutrophil,E15S,transferred
-4.1816387,4.404482,C1qc+ TAM,E15S,transferred
23.403568,4.139633,Tumor Proliferating,E15S,transferred
-1.2883453,10.719513,B,E15S,transferred
1.5556179,-7.399349,Neutrophil,E15S,transferred
23.400303,3.974546,Tumor Proliferating,E15S,transferred
-2.61091,4.7378254,Monocyte,E15S,transferred
2.242152,14.725233,NK,E15S,transferred
-2.9918964,4.284458,Monocyte,E15S,transferred
-3.2977526,3.1447215,C1qc+ TAM,E15S,transferred
-5.7408137,5.2041636,C1qc+ TAM,E15S,transferred
-5.3238688,3.5535982,C1qc+ TAM,E15S,transferred
0.20510072,0.666152,Monocyte,E15S,transferred
23.47326,3.7475,Tumor Proliferating,E15S,transferred
-3.818938,4.7338476,C1qc+ TAM,E15S,transferred
-0.11244887,-8.383794,Neutrophil,E15S,transferred
19.096601,8.781085,Stromal,E15S,transferred
-0.8547217,-8.065284,Neutrophil,E15S,transferred
0.73226005,-6.34668,Neutrophil,E15S,transferred
-5.6165605,1.167296,Spp1+ TAM,E15S,transferred
1.0538434,-6.260494,Neutrophil,E15S,transferred
-6.3726974,2.3946908,Resident Macrophage,E15S,knn
-0.80742383,2.9320478,Monocyte,E15S,transferred
-6.621353,1.7596438,C1qc+ TAM,E15S,transferred
25.561432,4.1185136,Tumor,E15S,transferred
18.452671,10.298161,Stromal,E15S,transferred
-5.261241,4.3326855,Resident Macrophage,E15S,transferred
-4.9913034,2.3095162,C1qc+ TAM,E15S,transferred
1.2718165,-8.637371,Neutrophil,E15S,knn
-5.24427,3.9810634,C1qc+ TAM,E15S,transferred
-3.5321438,5.3057866,Monocyte,E15S,transferred
15.470631,11.2364855,Stromal,E15S,transferred
17.692656,10.663776,Stromal,E15S,transferred
24.676943,3.866303,Tumor,E15S,transferred
-1.3779937,0.8399391,Resident Macrophage,E15S,transferred
17.535763,9.413118,Stromal,E15S,transferred
16.246008,11.705986,Stromal,E15S,transferred
23.628695,5.2446513,Tumor Proliferating,E15S,transferred
27.290628,4.403617,Tumor,E15S,transferred
-4.2480707,1.521199,Resident Macrophage,E15S,transferred
23.310692,5.5426702,Tumor Proliferating,E15S,transferred
1.677391,-8.525467,Neutrophil,E15S,transferred
-4.3522534,5.9625883,C1qc+ TAM,E15S,transferred
-2.6460521,1.3115864,Spp1+ TAM,E15S,transferred
16.568102,10.767559,Stromal,E15S,transferred
26.855333,3.6290212,Tumor,E15S,transferred
17.79049,9.340088,Stromal,E15S,transferred
-0.8967603,5.062606,B,E15S,knn
-4.9741096,3.4136906,Resident Macrophage,E15S,transferred
-5.442221,3.7441978,C1qc+ TAM,E15S,transferred
18.99502,7.1845784,Hypoxic Tumor,E15S,knn
24.213158,4.137743,CAF,E15S,transferred
-4.821534,2.7756877,Il1b+ TAM,E15S,transferred
-0.32100287,0.086731665,Monocyte,E15S,transferred
-2.026678,1.4091477,Monocyte,E15S,transferred
17.002996,11.108932,Stromal,E15S,transferred
16.452667,7.3274617,Hypoxic Tumor,E15S,transferred
-1.9931552,1.6167185,Monocyte,E15S,transferred
-0.05825575,-5.9177966,Neutrophil,E15S,transferred
22.824726,3.617343,Tumor Proliferating,E15S,transferred
-5.6659384,1.5021662,Spp1+ TAM,E15S,transferred
-5.2601643,0.7299247,Spp1+ TAM,E15S,transferred
-1.8976113,2.6436474,Monocyte,E15S,transferred
23.310572,4.1570907,Tumor Proliferating,E15S,transferred
-1.682265,1.5486374,Monocyte,E15S,transferred
-3.9366217,0.49411935,Spp1+ TAM,E15S,transferred
25.511501,5.406035,Tumor,E15S,transferred
16.501242,10.802364,Stromal,E15S,transferred
23.380333,4.633455,Tumor Proliferating,E15S,transferred
17.326214,10.037616,Stromal,E15S,transferred
-4.319164,2.054409,Il1b+ TAM,E15S,transferred
-2.8649697,2.1158216,Il1b+ TAM,E15S,transferred
0.9241399,-6.532071,Neutrophil,E15S,transferred
26.675646,3.2759573,Tumor,E15S,transferred
-3.5955107,1.1714792,Spp1+ TAM,E15S,transferred
16.828241,7.447024,Hypoxic Tumor,E15S,knn
17.570538,10.137369,Stromal,E15S,transferred
18.239042,10.218544,Stromal,E15S,transferred
24.065447,3.2420762,Tumor Proliferating,E15S,transferred
16.732414,10.20222,Stromal,E15S,transferred
-4.755825,5.594925,C1qc+ TAM,E15S,transferred
25.590277,4.1489773,Tumor,E15S,transferred
25.529743,5.712007,Tumor,E15S,transferred
26.698072,4.1798525,Hypoxic Tumor,E15S,transferred
-4.57087,1.2791969,Spp1+ TAM,E15S,transferred
5.45991,9.826483,B,E15S,transferred
-1.2341331,2.691732,Monocyte,E15S,transferred
-4.809545,4.9224744,C1qc+ TAM,E15S,transferred
-1.5275129,1.9914063,Monocyte,E15S,transferred
0.37602523,-7.8093743,Neutrophil,E15S,transferred
15.505989,11.153462,Hypoxic Tumor,E15S,transferred
23.2558,5.6359944,Tumor Proliferating,E15S,transferred
19.729834,8.252183,Stromal,E15S,transferred
16.556288,6.9679794,Hypoxic Tumor,E15S,knn
-1.3951479,1.2977867,Monocyte,E15S,transferred
-4.12865,5.389984,C1qc+ TAM,E15S,transferred
-3.117288,3.4650087,Resident Macrophage,E15S,transferred
-1.0165821,0.81039464,Monocyte,E15S,transferred
-5.230621,4.227198,Resident Macrophage,E15S,transferred
27.027092,4.5501866,Tumor,E15S,transferred
25.101282,3.9893541,Tumor,E15S,transferred
-4.8584595,1.5008253,Spp1+ TAM,E15S,transferred
0.38244364,1.7171909,Monocyte,E15S,transferred
-6.8430967,3.7989557,Resident Macrophage,E15S,transferred
-5.748394,1.1845825,Spp1+ TAM,E15S,transferred
0.19644292,-5.6987133,Neutrophil,E15S,transferred
17.201212,10.49388,Stromal,E15S,transferred
0.76050794,-6.547475,Neutrophil,E15S,transferred
1.3684282,-7.8510623,Neutrophil,E15S,transferred
-6.1631603,4.4843893,C1qc+ TAM,E15S,transferred
0.5217021,-7.887878,Neutrophil,E15S,transferred
27.359932,3.1741045,Tumor,E15S,transferred
-1.7765206,3.447026,Monocyte,E15S,transferred
27.42185,3.2609909,Tumor,E15S,transferred
26.032444,3.7835276,Tumor,E15S,transferred
2.2561626,-8.936822,Neutrophil,E15S,transferred
25.517015,5.7233715,Tumor,E15S,transferred
-4.7748485,3.622983,C1qc+ TAM,E15S,transferred
26.666214,3.911834,Hypoxic Tumor,E15S,transferred
1.7080312,-8.203575,Neutrophil,E15S,transferred
-6.2308073,2.851906,Il1b+ TAM,E15S,transferred
2.828842,-7.236119,Neutrophil,E15S,transferred
-1.1955975,1.8136487,Monocyte,E15S,transferred
-5.2978053,4.9715943,C1qc+ TAM,E15S,transferred
16.53358,7.2250304,Hypoxic Tumor,E15S,knn
-4.162742,4.9974656,Il1b+ TAM,E15S,transferred
15.374573,11.401633,Stromal,E15S,transferred
-1.9601051,0.5827892,Monocyte,E15S,transferred
24.131485,5.290077,Tumor Proliferating,E15S,transferred
-2.4824815,2.0719671,C1qc+ TAM,E15S,transferred
2.2985735,13.471152,NK T,E15S,transferred
-2.7100666,3.7806244,Monocyte,E15S,transferred
24.004536,5.3552947,Tumor Proliferating,E15S,transferred
1.68541,-8.492806,Neutrophil,E15S,transferred
23.75678,3.9855006,CAF,E15S,transferred
16.331463,11.457941,Tumor,E15S,transferred
17.702152,11.390661,Stromal,E15S,transferred
27.007229,3.085638,Tumor,E15S,transferred
-4.1187234,2.9817126,Il1b+ TAM,E15S,transferred
-4.263066,2.4943871,Resident Macrophage,E15S,transferred
19.266203,8.710175,Stromal,E15S,transferred
-4.134431,5.5872273,C1qc+ TAM,E15S,transferred
0.26347837,5.010508,cDC,E15S,transferred
-6.5062943,2.6912012,C1qc+ TAM,E15S,transferred
18.634214,7.230179,Hypoxic Tumor,E15S,knn
-3.8312318,3.0811863,Il1b+ TAM,E15S,transferred
18.251802,9.110126,Stromal,E15S,transferred
-5.4658437,2.1419713,Spp1+ TAM,E15S,transferred
-0.3219223,1.2686404,Monocyte,E15S,transferred
18.869015,6.8654494,Hypoxic Tumor,E15S,knn
-6.265774,1.0960743,Spp1+ TAM,E15S,transferred
26.19137,3.0835376,Tumor,E15S,transferred
1.243697,-7.6934576,Neutrophil,E15S,transferred
-4.786986,2.1430328,Spp1+ TAM,E15S,transferred
-3.728615,3.1575968,Resident Macrophage,E15S,transferred
0.6661874,-5.6276007,Neutrophil,E15S,transferred
-5.3835263,3.975573,Resident Macrophage,E15S,transferred
2.4529414,7.5782704,mDC,E15S,transferred
24.163616,4.325667,Tumor Proliferating,E15S,transferred
2.2141469,6.8882384,mDC,E15S,transferred
25.62652,2.860156,Tumor,E15S,transferred
15.581516,11.1586485,Hypoxic Tumor,E15S,transferred
17.253695,9.260939,Stromal,E15S,transferred
24.903564,5.1130996,Tumor,E15S,transferred
0.16667698,-7.7986207,Neutrophil,E15S,transferred
1.4087873,-8.661454,Neutrophil,E15S,transferred
-3.4219272,6.965666,C1qc+ TAM,E15S,transferred
0.2698705,-6.0308423,Neutrophil,E15S,transferred
26.09461,2.999371,CAF,E15S,transferred
-5.116736,1.6964186,Spp1+ TAM,E15S,transferred
-5.039404,4.018476,Resident Macrophage,E15S,transferred
1.7365679,-7.7284155,Neutrophil,E15S,transferred
0.47203326,-5.208887,Neutrophil,E15S,transferred
0.49722937,-6.2198553,Neutrophil,E15S,transferred
-6.1902537,0.6437026,Spp1+ TAM,E15S,transferred
2.833462,-7.640618,Neutrophil,E15S,transferred
26.846756,4.3864017,Tumor,E15S,transferred
16.449774,8.690922,Hypoxic Tumor,E15S,transferred
18.09334,10.982882,Stromal,E15S,transferred
-2.920365,3.3221617,Spp1+ TAM,E15S,transferred
15.886625,10.236722,Hypoxic Tumor,E15S,transferred
-6.6288157,3.4675517,Resident Macrophage,E15S,transferred
2.5032604,15.574018,NK,E15S,transferred
-4.764228,3.8216667,Il1b+ TAM,E15S,transferred
-5.84497,4.398658,Resident Macrophage,E15S,transferred
22.390102,4.342318,Tumor Proliferating,E15S,transferred
-6.231617,2.7502394,Resident Macrophage,E15S,transferred
25.605299,5.5999637,Tumor,E15S,transferred
1.674051,-7.841016,Neutrophil,E15S,transferred
16.608686,5.9334054,Hypoxic Tumor,E15S,knn
16.664179,5.8616233,Hypoxic Tumor,E15S,knn
-6.846314,2.2142034,C1qc+ TAM,E15S,transferred
5.3683157,9.896205,B,E15S,knn
-6.5378737,4.234333,C1qc+ TAM,E15S,transferred
-3.627949,4.1681256,Monocyte,E15S,transferred
-5.5575676,4.4626255,C1qc+ TAM,E15S,transferred
-5.8478384,4.6557875,Resident Macrophage,E15S,transferred
2.13281,15.20932,NK,E15S,transferred
-5.525492,3.4021409,C1qc+ TAM,E15S,transferred
-3.6856074,0.66343766,Spp1+ TAM,E15S,transferred
2.1463146,15.339458,NK,E15S,transferred
17.294369,10.300497,Stromal,E15S,transferred
-0.8664626,1.0565596,Monocyte,E15S,transferred
-6.0366063,2.3368666,C1qc+ TAM,E15S,transferred
16.91897,6.4027658,Hypoxic Tumor,E15S,knn
1.0563313,-8.726322,Neutrophil,E15S,transferred
-3.9617667,2.218891,C1qc+ TAM,E15S,transferred
15.933586,11.181587,Tumor,E15S,transferred
-4.7294025,5.504272,C1qc+ TAM,E15S,transferred
-3.0643163,3.5075195,Monocyte,E15S,transferred
-5.682377,2.1750078,Resident Macrophage,E15S,knn
16.36917,7.1047063,Hypoxic Tumor,E15S,knn
-0.77841663,-8.262613,Neutrophil,E15S,knn
15.478378,11.161156,Stromal,E15S,transferred
25.42656,5.325275,Tumor,E15S,transferred
26.139526,3.5899494,Tumor,E15S,transferred
23.353685,4.112271,CAF,E15S,transferred
17.495354,8.978009,Stromal,E15S,transferred
-4.544235,1.7244679,Il1b+ TAM,E15S,transferred
22.45831,4.479579,Tumor Proliferating,E15S,transferred
23.900911,5.21804,Stromal,E15S,transferred
17.691317,9.787715,Stromal,E15S,transferred
17.94945,11.090967,Stromal,E15S,transferred
26.181234,5.3081408,Tumor,E15S,transferred
-6.6182475,3.8764434,C1qc+ TAM,E15S,transferred
0.3651849,1.1946939,Monocyte,E15S,transferred
0.0052527958,1.8231329,Monocyte,E15S,transferred
23.75985,5.4326806,Tumor Proliferating,E15S,knn
2.277429,-8.976025,Neutrophil,E15S,transferred
15.805896,10.8942375,Stromal,E15S,transferred
26.260387,5.1548657,Tumor,E15S,transferred
-6.5412397,1.0335972,Spp1+ TAM,E15S,transferred
-5.079058,3.0438478,Resident Macrophage,E15S,transferred
26.502668,3.2559817,Tumor,E15S,transferred
25.886822,3.9585288,Tumor,E15S,transferred
1.9143903,-7.7075434,Neutrophil,E15S,transferred
-5.965323,1.163102,Spp1+ TAM,E15S,transferred
25.523407,4.828553,CAF,E15S,transferred
18.055958,9.500583,Stromal,E15S,transferred
-1.0087186,0.0066500744,Monocyte,E15S,transferred
-0.3541395,-7.950309,Neutrophil,E15S,transferred
-1.2565788,4.2574215,C1qc+ TAM,E15S,transferred
-3.6235907,3.116875,Il1b+ TAM,E15S,transferred
27.56016,3.7823699,Tumor,E15S,transferred
16.90533,10.951342,Stromal,E15S,transferred
-5.276741,2.134143,Resident Macrophage,E15S,transferred
-4.892637,3.0943308,Resident Macrophage,E15S,transferred
-6.686591,3.7135088,C1qc+ TAM,E15S,transferred
-4.8303685,3.9511476,Resident Macrophage,E15S,transferred
16.538221,6.5831056,Hypoxic Tumor,E15S,knn
-0.70722467,2.6132133,Monocyte,E15S,transferred
0.049064547,-8.433311,Neutrophil,E15S,transferred
-1.1520731,1.0468239,Monocyte,E15S,transferred
-3.6196516,3.7174644,C1qc+ TAM,E15S,transferred
0.3041811,0.8166536,Monocyte,E15S,transferred
-3.9002838,5.9374704,C1qc+ TAM,E15S,transferred
1.0412151,-5.654817,Il1b+ TAM,E15S,transferred
0.37619278,-5.6950536,Il1b+ TAM,E15S,transferred
24.692707,6.0805764,Tumor,E15S,transferred
1.1956049,-7.604503,Neutrophil,E15S,transferred
18.37864,9.300229,Stromal,E15S,transferred
25.105629,3.1319869,CAF,E15S,transferred
-5.552437,3.5296142,Resident Macrophage,E15S,transferred
-5.6178966,3.2345464,Resident Macrophage,E15S,transferred
-1.5200796,3.6028223,Resident Macrophage,E15S,transferred
-5.9549766,2.6277914,Resident Macrophage,E15S,transferred
-1.7270226,3.3735645,Resident Macrophage,E15S,transferred
26.424314,2.9949837,Tumor,E15S,transferred
-6.450152,2.620202,C1qc+ TAM,E15S,transferred
23.762846,3.4409337,Tumor Proliferating,E15S,transferred
-4.3667836,3.310969,C1qc+ TAM,E15S,transferred
1.1384431,-5.928165,Neutrophil,E15S,transferred
-0.7935145,0.08373463,Monocyte,E15S,transferred
0.08897814,-5.2130666,Monocyte,E15S,transferred
23.942368,4.517282,CAF,E15S,transferred
1.3753122,13.840658,NK,E15S,transferred
26.705576,3.2864194,Tumor,E15S,transferred
25.28609,4.3011446,Tumor,E15S,transferred
23.29021,5.2729626,Tumor Proliferating,E15S,transferred
3.1171842,-7.3239536,Neutrophil,E15S,transferred
