sample,enter_has_exit,deep_has_exit,normoxic_has_exit,p_deep_has_exit,null_mean_deep
E14S,0.55,0.6842105263157895,0.4,0.03322259136212625,0.4447368421052631
E15S,0.8282312925170068,0.8557213930348259,0.7680608365019012,0.08970099667774087,0.8129353233830846
