sample,n_persist,median_dist_to_exit,median_dist_to_enter,median_dist_to_deep,median_dist_to_norm,ratio_dist_enter_over_exit,frac_persist_closer_to_exit,frac_persist_closer_to_enter,p_paired_dist_exit_vs_enter,median_front_persist,median_front_other,median_front_enter,median_front_exit,p_front_persist_vs_other,p_front_persist_vs_enter,p_front_persist_vs_exit,median_polarity_persist,median_abs_polarity_persist,median_abs_polarity_enter,median_abs_polarity_exit,p_abspol_vs_enter,p_abspol_vs_exit,frac_persist_on_front_top20,frac_enter_on_front_top20,frac_exit_on_front_top20,frac_norm_on_front_top20,enr_persist_on_front,null_mean_enr_on_front,p_enr_higher_than_null,p_enr_lower_than_null,frac_persist_with_both_enter_and_exit_neighbors,null_mean_both,p_both_ge_obs
E14S,45,1.12811925805603,1.3107808702157582,4.102578852978086,3.834524807963489,1.1619169346284275,0.5333333333333333,0.4666666666666667,0.27151945972502745,0.0,0.025,0.030177669529663692,0.025,0.21317939401953723,0.01574043250368502,0.024217010564201308,0.0,0.025,0.025,0.025,0.0023851303284681503,0.001745708386470779,0.26666666666666666,0.5,0.4691358024691358,0.1,0.7222222222222222,0.6627851561710818,0.3886113886113886,0.6343656343656343,0.4444444444444444,0.32706666666666667,0.06593406593406594
E15S,262,0.45900013121451344,0.42065529973836907,0.8540660726367922,0.7879301899338895,0.9164600860250649,0.4312977099236641,0.5687022900763359,0.005723211979178416,0.05,0.06123724356957945,0.06123724356957945,0.07071067811865477,0.0011129946049674387,4.968689912213494e-07,3.845225118554365e-07,-0.024999999999999994,0.02500000000000001,0.05,0.049999999999999996,1.940117640523843e-05,0.07281440614367521,0.20610687022900764,0.3197278911564626,0.32679738562091504,0.17870722433460076,0.7724081561163575,0.7696612556512925,0.4745254745254745,0.5264735264735265,0.816793893129771,0.8198702290076336,0.5794205794205795
