sample,query,anchor,median_dist,bg_median_dist,ratio_vs_bg,p_vs_bg,n_query,n_anchor
E14S,NK,Neutrophil,0.5541459483805228,0.5316383142462815,1.042336365779338,0.19303748153836875,253,495
E14S,NK,CAF,3.3514060328349373,3.665918961218621,0.9142062517718248,0.609122902881109,253,10
E14S,NK,Stromal,2.2209257525464605,2.208391781506845,1.0056756102538398,0.7660348646687476,253,30
E14S,NK,CD8_exh,0.8782489979457684,0.9344496989802669,0.939856900702276,0.4286651149049766,253,198
E14S,NK,NK,0.0,0.8583584304133851,0.0,3.901081011969181e-159,253,253
E14S,NK,Monocyte,0.3003941408067109,0.27800949064395664,1.0805175755363763,0.03427580652142728,253,1163
E14S,NK,Hypoxic_Tumor,0.9595531562081646,0.9456538990954971,1.014698038178621,0.7125154948626025,253,226
E14S,NK,Tumor,1.0207379383814297,1.0183126998377117,1.0023816245678803,0.5537393590372444,253,155
E14S,NK,hypoxic_core_dyn,1.8180802813231836,1.670468860232457,1.0883652635525245,0.25759223636816375,253,64
E14S,NK,exit_front,1.4488979308748298,1.2970478902509677,1.1170735805248335,0.11425058736807117,253,81
E14S,NK,enter_front,1.1945100903089239,1.303651219981058,0.9162804222484294,0.21781224113569742,253,100
E14S,Monocyte,Spp1_TAM,0.8461258803513747,0.8574198123703849,0.986828002040462,0.364705869445218,1163,260
E14S,Monocyte,C1qc_TAM,0.44990893120001263,0.4655741863530848,0.9663528270848079,0.18035381785070548,1163,525
E14S,Monocyte,Il1b_TAM,0.31267308514339254,0.3554751729245321,0.8795919067174165,0.0011337099698291398,1163,850
E14S,Monocyte,Neutrophil,0.531472160603436,0.5326481616872851,0.99779216156473,0.8231432365005049,1163,495
E14S,Monocyte,CAF,3.868193938308571,3.60404634353177,1.0732919528770406,0.4830387710030001,1163,10
E14S,Monocyte,Stromal,2.261464707033907,2.201374429658458,1.0272967090767797,0.44907107831627757,1163,30
E14S,Monocyte,CD8_exh,0.9102395971863325,0.9377259403258782,0.9706882981929735,0.12660649979990585,1163,198
E14S,Monocyte,NK,0.8969805840329865,0.8487419047562139,1.0568355103081994,0.0016246596653047213,1163,253
E14S,Monocyte,Monocyte,0.0,0.2785295442740556,0.0,0.0,1163,1163
E14S,Monocyte,Hypoxic_Tumor,0.9589726860399226,0.9439042364566524,1.0159639601151023,0.5254755751256217,1163,226
E14S,Monocyte,Tumor,1.0530796745754736,1.0085527643761818,1.0441493115403169,0.07841668615355926,1163,155
E14S,Monocyte,hypoxic_core_dyn,1.716779193568057,1.6653664512230897,1.0308717293465401,0.5391785524412129,1163,64
E14S,Monocyte,exit_front,1.3008284070734437,1.303882523785837,0.9976576749387471,0.5517024726057749,1163,81
E14S,Monocyte,enter_front,1.3218169229511283,1.2927147814482025,1.0225124226322555,0.433985659209009,1163,100
E15S,entering,Spp1_TAM,0.5528758356303705,0.4465537347959486,1.2380947522093964,6.160329230994489e-06,588,496
E15S,entering,C1qc_TAM,0.29728181247222396,0.2743852049300919,1.0834469465945356,0.0033107190885223827,588,1141
E15S,entering,Il1b_TAM,0.691220809595009,0.5693474796451327,1.2140579071779478,5.290706288344765e-06,588,400
E15S,entering,Neutrophil,0.24792619740311922,0.2711887128933985,0.9142201928609633,0.21394738994579698,588,1230
E15S,entering,CAF,0.5841429775019065,0.5552719807420334,1.0519943338781321,0.15730076508584945,588,387
E15S,entering,Stromal,0.2659759567454091,0.2684062418190355,0.9909454971793653,0.9682658768258005,588,1133
E15S,entering,CD8_exh,2.050765691484032,1.9803172719695166,1.0355743094865053,0.4212296229833432,588,35
E15S,entering,NK,0.9167265220681938,0.8920238167567864,1.0276928764090867,0.07941932350253197,588,198
E15S,entering,Monocyte,0.36104006468955585,0.36274386705107264,0.9953030153883293,0.916764312262395,588,713
E15S,entering,Hypoxic_Tumor,0.37328066728219705,0.3952638113674743,0.9443836155674782,0.21175073369694764,399,601
E15S,entering,Tumor,0.2226968747905167,0.23154359188017,0.9617924339092411,0.31859085130272446,189,1418
E15S,entering,hypoxic_core_dyn,0.5084945136941135,0.4721888721517238,1.0768879651418892,0.5816499495242454,387,463
E15S,entering,exit_front,0.4450259026210278,0.4647254227603409,0.9576104099872493,0.3474668130962817,588,459
E15S,entering,enter_front,0.0,0.4145561827236639,0.0,0.0,588,588
E15S,entering_deep,Spp1_TAM,0.49610988921358046,0.4515131874087112,1.0987716484225303,0.05781164661609145,201,496
E15S,entering_deep,C1qc_TAM,0.3136901662274801,0.27560026113587344,1.1382070718460893,0.03949113840587474,201,1141
E15S,entering_deep,Il1b_TAM,0.6463425569218746,0.5752114185861736,1.1236608593593915,0.06444378022393296,201,400
E15S,entering_deep,Neutrophil,0.22575780049450392,0.27130395822638054,0.8321212929231495,0.0007845158715025503,201,1230
E15S,entering_deep,CAF,0.5553898233461946,0.5587137796812863,0.9940506992023933,0.23918465767859332,201,387
E15S,entering_deep,Stromal,0.2621268745197492,0.2686409007984819,0.9757519191628264,0.5721749708806338,201,1133
E15S,entering_deep,CD8_exh,2.038572968676961,1.9856073057147283,1.0266747925482513,0.5446431227216362,201,35
E15S,entering_deep,NK,0.8957398670984655,0.8928376523431589,1.0032505514834529,0.47730704816132097,201,198
E15S,entering_deep,Monocyte,0.3673547423035334,0.36230744896336264,1.0139309676204895,0.9468892916931836,201,713
E15S,entering_deep,Hypoxic_Tumor,0.3193845356443431,0.3937952738690352,0.8110420739852786,0.18698197452703802,71,601
E15S,entering_deep,Tumor,0.22124937068386763,0.23144923889514454,0.9559304309663431,0.26744700702591784,130,1418
E15S,entering_deep,hypoxic_core_dyn,0.0,0.47321137536726965,0.0,5.376497013208258e-130,201,463
E15S,entering_deep,exit_front,0.39300041530398655,0.4648061861264488,0.8455145973403035,0.09854981898894012,201,459
E15S,entering_deep,enter_front,0.0,0.4145561827236639,0.0,6.001679693762606e-130,201,588
E15S,persistent,Spp1_TAM,0.41906509226202904,0.45527034618606715,0.9204752643625044,0.3839370804408304,262,496
E15S,persistent,C1qc_TAM,0.2595952971656978,0.277683906251875,0.9348589937013857,0.6378922564667651,262,1141
E15S,persistent,Il1b_TAM,0.5496444599239293,0.5779662147657398,0.9509975598603287,0.25470794002501007,262,400
E15S,persistent,Neutrophil,0.2295018289559514,0.2711887128933985,0.8462809034613701,0.02751027220009809,262,1230
E15S,persistent,CAF,0.5352472249176663,0.559245881237768,0.957087468812491,0.9777135439405619,262,387
E15S,persistent,Stromal,0.24586617189225424,0.269699117525677,0.9116313547775932,0.499654761026326,262,1133
E15S,persistent,CD8_exh,2.0628732988069975,1.981838844734229,1.0408885184020276,0.17280526621586056,262,35
E15S,persistent,NK,0.8627950312510385,0.8930295924315083,0.9661438305777211,0.34748652965893156,262,198
E15S,persistent,Monocyte,0.3427496895405867,0.3629593906344552,0.9443196632589067,0.6220391351001777,262,713
E15S,persistent,Hypoxic_Tumor,0.45742145826320885,0.39277032305480936,1.1646029025451032,0.452711096802899,99,601
E15S,persistent,Tumor,0.19819907608038662,0.2320808938481928,0.8540085863769177,0.019725949477319135,163,1418
E15S,persistent,hypoxic_core_dyn,0.0,0.47321137536726965,0.0,1.2434490179164562e-167,262,463
E15S,persistent,exit_front,0.45900013121451344,0.4624566344392975,0.9925257787057701,0.6996461423311751,262,459
E15S,persistent,enter_front,0.42065529973836907,0.41437938187268325,1.0151453429881656,0.7377925504389133,262,588
E15S,exiting,Spp1_TAM,0.4322733890223092,0.4554618423856047,0.9490880438153947,0.8732337427993654,459,496
E15S,exiting,C1qc_TAM,0.2717186629233077,0.2774511293073804,0.9793388248287797,0.8584717401791423,459,1141
E15S,exiting,Il1b_TAM,0.6321687286224024,0.5723042928191656,1.1046024580880656,0.29371911522516403,459,400
E15S,exiting,Neutrophil,0.24652071662294606,0.2711608361083335,0.9091309798309395,0.03480113527560598,459,1230
