source,target,hit_rate,null_mean,enrichment,p_perm,radius,sample
Neutrophil,C1qcpos_TAM,0.6967479674796748,0.7098861788617885,0.9814925099638098,0.423841059602649,0.4220978419342789,E15S
Neutrophil,Stromal,0.7284552845528456,0.7083631436314363,1.0283641817082783,0.18543046357615894,0.4220978419342789,E15S
Neutrophil,Resident_Macrophage,0.5845528455284553,0.5960650406504064,0.9806863440449562,0.543046357615894,0.4220978419342789,E15S
Neutrophil,Monocyte,0.6016260162601627,0.5823089430894309,1.0331732380207752,0.24503311258278146,0.4220978419342789,E15S
Neutrophil,Spp1pos_TAM,0.49349593495934957,0.4820162601626017,1.0238159492646064,0.47019867549668876,0.4220978419342789,E15S
Neutrophil,exiting_hypoxia,0.5219512195121951,0.45840108401084007,1.1386343482116466,0.006622516556291391,0.4220978419342789,E15S
Neutrophil,Il1bpos_TAM,0.4300813008130081,0.4213983739837398,1.0206050316406854,0.6291390728476821,0.4220978419342789,E15S
Neutrophil,entering_hypoxia,0.43658536585365854,0.4115772357723577,1.0607616940581543,0.11920529801324503,0.4220978419342789,E15S
Neutrophil,CAF,0.44471544715447153,0.4143252032520326,1.0733487696715198,0.08609271523178808,0.4220978419342789,E15S
Neutrophil,transitional,0.3333333333333333,0.3188075880758808,1.0455627337640256,0.39072847682119205,0.4220978419342789,E15S
Neutrophil,normoxic_stable,0.2804878048780488,0.31253658536585366,0.8974559076010614,0.08609271523178808,0.4220978419342789,E15S
Neutrophil,persistent_hypoxia,0.37154471544715445,0.3118428184281843,1.1914486834100981,0.006622516556291391,0.4220978419342789,E15S
Neutrophil,entering_deep_hypoxia,0.3284552845528455,0.2566070460704607,1.2799932409597836,0.006622516556291391,0.4220978419342789,E15S
Neutrophil,NK,0.23577235772357724,0.25250406504065037,0.9337368793869536,0.31788079470198677,0.4220978419342789,E15S
Neutrophil,reverted_stable,0.1967479674796748,0.16787533875338756,1.1719885061182318,0.052980132450331126,0.4220978419342789,E15S
Neutrophil,cDC,0.08373983739837398,0.09116531165311653,0.9185493460166468,0.4370860927152318,0.4220978419342789,E15S
C1qcpos_TAM,Neutrophil,0.6152497808939527,0.7277475898334794,0.8454164458788959,0.006622516556291391,0.4220978419342789,E15S
C1qcpos_TAM,Stromal,0.6687116564417178,0.7061174408413673,0.9470261145864363,0.026490066225165563,0.4220978419342789,E15S
C1qcpos_TAM,Resident_Macrophage,0.5451358457493427,0.596546888694128,0.913818940440161,0.013245033112582781,0.4220978419342789,E15S
C1qcpos_TAM,Monocyte,0.5267309377738826,0.5828337715454279,0.9037412783703587,0.006622516556291391,0.4220978419342789,E15S
C1qcpos_TAM,Spp1pos_TAM,0.4671340929009641,0.48244814490213267,0.9682576207142943,0.423841059602649,0.4220978419342789,E15S
C1qcpos_TAM,exiting_hypoxia,0.3978965819456617,0.4606134969325154,0.8638404749219878,0.006622516556291391,0.4220978419342789,E15S
C1qcpos_TAM,Il1bpos_TAM,0.3987730061349693,0.4212503651767456,0.9466413304298374,0.2052980132450331,0.4220978419342789,E15S
C1qcpos_TAM,entering_hypoxia,0.35056967572305,0.41221151037101955,0.8504606661941886,0.006622516556291391,0.4220978419342789,E15S
C1qcpos_TAM,CAF,0.3418054338299737,0.41210049664037396,0.8294225234294139,0.006622516556291391,0.4220978419342789,E15S
C1qcpos_TAM,transitional,0.26205083260297984,0.318305579900672,0.8232681082271741,0.013245033112582781,0.4220978419342789,E15S
C1qcpos_TAM,normoxic_stable,0.24715162138475022,0.31325737657026,0.7889730294326109,0.006622516556291391,0.4220978419342789,E15S
C1qcpos_TAM,persistent_hypoxia,0.2813321647677476,0.3120303827052293,0.9016178563403491,0.11258278145695365,0.4220978419342789,E15S
C1qcpos_TAM,entering_deep_hypoxia,0.2007011393514461,0.25516213847502184,0.7865631654873946,0.013245033112582781,0.4220978419342789,E15S
C1qcpos_TAM,NK,0.19193689745836984,0.2538358165352031,0.756145842924224,0.006622516556291391,0.4220978419342789,E15S
C1qcpos_TAM,reverted_stable,0.1446099912357581,0.16789366053169735,0.8613189490168782,0.07947019867549669,0.4220978419342789,E15S
C1qcpos_TAM,cDC,0.08588957055214724,0.09190768331872626,0.9345200254291164,0.6821192052980133,0.4220978419342789,E15S
Stromal,Neutrophil,0.705207413945278,0.7267431597528684,0.9703667719213019,0.19205298013245034,0.4220978419342789,E15S
Stromal,C1qcpos_TAM,0.7122683142100618,0.7081435716387173,1.00582472642066,0.7880794701986755,0.4220978419342789,E15S
Stromal,Resident_Macrophage,0.5666372462488968,0.5972521329802883,0.948740431317301,0.11920529801324503,0.4220978419342789,E15S
Stromal,Monocyte,0.5419240953221536,0.5824654310091203,0.9303970097989697,0.026490066225165563,0.4220978419342789,E15S
Stromal,Spp1pos_TAM,0.5110326566637247,0.4820241247425715,1.0601806640624998,0.07947019867549669,0.4220978419342789,E15S
Stromal,exiting_hypoxia,0.49867608120035306,0.4593350985583996,1.0856476737036276,0.019867549668874173,0.4220978419342789,E15S
Stromal,Il1bpos_TAM,0.3857016769638129,0.4209885260370697,0.9161809719485094,0.07947019867549669,0.4220978419342789,E15S
Stromal,entering_hypoxia,0.41394527802294795,0.4149632244777876,0.9975468995930405,0.9602649006622517,0.4220978419342789,E15S
Stromal,CAF,0.4095322153574581,0.41172109443954097,0.9946835877208028,0.9337748344370861,0.4220978419342789,E15S
Stromal,transitional,0.3000882612533098,0.3194351279788173,0.9394341290893015,0.26490066225165565,0.4220978419342789,E15S
Stromal,normoxic_stable,0.263901147396293,0.3142159458664313,0.8398719125110016,0.013245033112582781,0.4220978419342789,E15S
Stromal,persistent_hypoxia,0.3177405119152692,0.3131038540747279,1.0148086897692248,0.8145695364238411,0.4220978419342789,E15S
Stromal,entering_deep_hypoxia,0.2524271844660194,0.25472197705207417,0.9909909909909909,0.8741721854304636,0.4220978419342789,E15S
Stromal,NK,0.2418358340688438,0.2532568402471315,0.9549034641388444,0.5165562913907285,0.4220978419342789,E15S
Stromal,reverted_stable,0.16857899382171226,0.16683730508973227,1.0104394441701348,0.9139072847682119,0.4220978419342789,E15S
Stromal,cDC,0.09885260370697264,0.09202706678434834,1.0741687979539642,0.6291390728476821,0.4220978419342789,E15S
Resident_Macrophage,Neutrophil,0.6532258064516129,0.7237096774193549,0.9026075328727434,0.006622516556291391,0.4220978419342789,E15S
Resident_Macrophage,C1qcpos_TAM,0.6706989247311828,0.708915770609319,0.946091133160589,0.019867549668874173,0.4220978419342789,E15S
Resident_Macrophage,Stromal,0.6438172043010753,0.7054928315412188,0.912577953335958,0.006622516556291391,0.4220978419342789,E15S
Resident_Macrophage,Monocyte,0.5591397849462365,0.5808960573476702,0.9625470475720367,0.19205298013245034,0.4220978419342789,E15S
Resident_Macrophage,Spp1pos_TAM,0.43010752688172044,0.47908602150537644,0.8977668050723823,0.039735099337748346,0.4220978419342789,E15S
Resident_Macrophage,exiting_hypoxia,0.4422043010752688,0.45891577060931904,0.9635848872400663,0.4370860927152318,0.4220978419342789,E15S
Resident_Macrophage,Il1bpos_TAM,0.39381720430107525,0.4180376344086022,0.9420616037553854,0.25165562913907286,0.4220978419342789,E15S
Resident_Macrophage,entering_hypoxia,0.3655913978494624,0.4110394265232975,0.88943146145797,0.046357615894039736,0.4220978419342789,E15S
Resident_Macrophage,CAF,0.40456989247311825,0.4109767025089605,0.9844107707402159,0.7682119205298014,0.4220978419342789,E15S
Resident_Macrophage,transitional,0.3172043010752688,0.3175358422939068,0.9989558935575811,1.0,0.4220978419342789,E15S
Resident_Macrophage,normoxic_stable,0.24731182795698925,0.31249103942652323,0.791420542524517,0.006622516556291391,0.4220978419342789,E15S
Resident_Macrophage,persistent_hypoxia,0.31989247311827956,0.31023297491039425,1.0311362717347352,0.7019867549668874,0.4220978419342789,E15S
Resident_Macrophage,entering_deep_hypoxia,0.2271505376344086,0.25575268817204305,0.8881648097540465,0.12582781456953643,0.4220978419342789,E15S
Resident_Macrophage,NK,0.23118279569892472,0.2523655913978495,0.9160630592245419,0.24503311258278146,0.4220978419342789,E15S
Resident_Macrophage,reverted_stable,0.13844086021505375,0.1660304659498208,0.8338280533218198,0.1390728476821192,0.4220978419342789,E15S
Resident_Macrophage,cDC,0.06317204301075269,0.09189964157706093,0.6874024960998439,0.039735099337748346,0.4220978419342789,E15S
Monocyte,Neutrophil,0.699859747545582,0.7273492286115005,0.9622059390667183,0.15894039735099338,0.4220978419342789,E15S
Monocyte,C1qcpos_TAM,0.6914446002805049,0.7101636278634875,0.9736412471034339,0.3576158940397351,0.4220978419342789,E15S
Monocyte,Stromal,0.6802244039270687,0.7069752220663862,0.9621615902448056,0.17880794701986755,0.4220978419342789,E15S
Monocyte,Resident_Macrophage,0.6072931276297335,0.5965217391304348,1.0180569923822063,0.5960264900662252,0.4220978419342789,E15S
Monocyte,Spp1pos_TAM,0.4726507713884993,0.4838522674146799,0.97684934683466,0.5629139072847682,0.4220978419342789,E15S
Monocyte,exiting_hypoxia,0.4474053295932679,0.45917718560074805,0.974363151357185,0.5496688741721855,0.4220978419342789,E15S
Monocyte,Il1bpos_TAM,0.42496493688639553,0.42066386161757835,1.0102244943320737,0.8410596026490066,0.4220978419342789,E15S
Monocyte,entering_hypoxia,0.43899018232819076,0.4146984572230014,1.0585768398268398,0.25165562913907286,0.4220978419342789,E15S
Monocyte,CAF,0.391304347826087,0.40998597475455817,0.954433497536946,0.36423841059602646,0.4220978419342789,E15S
Monocyte,transitional,0.3338008415147265,0.3184572230014025,1.048181097507267,0.4768211920529801,0.4220978419342789,E15S
Monocyte,normoxic_stable,0.2973352033660589,0.31260402057035996,0.9511560434301439,0.48344370860927155,0.4220978419342789,E15S
Monocyte,persistent_hypoxia,0.302945301542777,0.3123515661524076,0.9698856492845598,0.6556291390728477,0.4220978419342789,E15S
Monocyte,entering_deep_hypoxia,0.2426367461430575,0.2540439457690509,0.9550975340449026,0.5629139072847682,0.4220978419342789,E15S
Monocyte,NK,0.2426367461430575,0.2544086021505376,0.9537285457017899,0.5629139072847682,0.4220978419342789,E15S
Monocyte,reverted_stable,0.13744740532959326,0.1670967741935484,0.8225616921269094,0.07947019867549669,0.4220978419342789,E15S
Monocyte,cDC,0.0729312762973352,0.09171575502571296,0.7951880925680497,0.08609271523178808,0.4220978419342789,E15S
Spp1pos_TAM,Neutrophil,0.6814516129032258,0.7289516129032259,0.9348379245491757,0.026490066225165563,0.4220978419342789,E15S
Spp1pos_TAM,C1qcpos_TAM,0.7237903225806451,0.7116532258064516,1.0170547906396963,0.5960264900662252,0.4220978419342789,E15S
Spp1pos_TAM,Stromal,0.6935483870967742,0.706989247311828,0.9809885931558936,0.5496688741721855,0.4220978419342789,E15S
Spp1pos_TAM,Resident_Macrophage,0.5403225806451613,0.5960887096774194,0.9064465940607452,0.026490066225165563,0.4220978419342789,E15S
Spp1pos_TAM,Monocyte,0.5887096774193549,0.5847849462365592,1.006711409395973,0.8940397350993378,0.4220978419342789,E15S
Spp1pos_TAM,exiting_hypoxia,0.44556451612903225,0.4600672043010752,0.9684770224078998,0.5761589403973509,0.4220978419342789,E15S
Spp1pos_TAM,Il1bpos_TAM,0.4092741935483871,0.42493279569892467,0.9631504032895779,0.5298013245033113,0.4220978419342789,E15S
Spp1pos_TAM,entering_hypoxia,0.3487903225806452,0.4138978494623656,0.8426966292134832,0.013245033112582781,0.4220978419342789,E15S
Spp1pos_TAM,CAF,0.4334677419354839,0.41169354838709676,1.0528893241919688,0.3973509933774834,0.4220978419342789,E15S
Spp1pos_TAM,transitional,0.3024193548387097,0.32319892473118284,0.9357065624220243,0.32450331125827814,0.4220978419342789,E15S
Spp1pos_TAM,normoxic_stable,0.2600806451612903,0.31559139784946233,0.8241056218057923,0.019867549668874173,0.4220978419342789,E15S
Spp1pos_TAM,persistent_hypoxia,0.3125,0.3127284946236559,0.9992693514419565,1.0,0.4220978419342789,E15S
Spp1pos_TAM,entering_deep_hypoxia,0.2157258064516129,0.25467741935483873,0.8470550981633945,0.046357615894039736,0.4220978419342789,E15S
Spp1pos_TAM,NK,0.22580645161290322,0.2553225806451613,0.8843967150979154,0.17218543046357615,0.4220978419342789,E15S
Spp1pos_TAM,reverted_stable,0.16532258064516128,0.1699193548387097,0.9729473184622685,0.8145695364238411,0.4220978419342789,E15S
Spp1pos_TAM,cDC,0.08266129032258064,0.09346774193548386,0.8843830888697153,0.423841059602649,0.4220978419342789,E15S
exiting_hypoxia,Neutrophil,0.7276688453159041,0.7256644880174292,1.0027620991953885,0.9668874172185431,0.4220978419342789,E15S
exiting_hypoxia,C1qcpos_TAM,0.6753812636165577,0.707915758896151,0.9540418547394338,0.16556291390728478,0.4220978419342789,E15S
exiting_hypoxia,Stromal,0.7320261437908496,0.706637618010167,1.035928636027296,0.304635761589404,0.4220978419342789,E15S
exiting_hypoxia,Resident_Macrophage,0.5838779956427015,0.5967320261437908,0.9784592917123037,0.5298013245033113,0.4220978419342789,E15S
exiting_hypoxia,Monocyte,0.5381263616557734,0.5812055192447348,0.9258796481407439,0.059602649006622516,0.4220978419342789,E15S
exiting_hypoxia,Spp1pos_TAM,0.477124183006536,0.48329702251270873,0.9872276483846734,0.7549668874172185,0.4220978419342789,E15S
exiting_hypoxia,Il1bpos_TAM,0.3638344226579521,0.42325344952795935,0.8596136028276311,0.019867549668874173,0.4220978419342789,E15S
exiting_hypoxia,entering_hypoxia,0.43790849673202614,0.409193899782135,1.070173570439783,0.24503311258278146,0.4220978419342789,E15S
exiting_hypoxia,CAF,0.43790849673202614,0.4126942628903413,1.061096642500176,0.3443708609271523,0.4220978419342789,E15S
exiting_hypoxia,transitional,0.33986928104575165,0.31933188090050835,1.064313654143546,0.3841059602649007,0.4220978419342789,E15S
exiting_hypoxia,normoxic_stable,0.26143790849673204,0.31183732752360205,0.8383791336748952,0.033112582781456956,0.4220978419342789,E15S
exiting_hypoxia,persistent_hypoxia,0.32679738562091504,0.3138126361655773,1.041377395168009,0.5827814569536424,0.4220978419342789,E15S
exiting_hypoxia,entering_deep_hypoxia,0.27450980392156865,0.2558896151053014,1.0727664888182542,0.3973509933774834,0.4220978419342789,E15S
exiting_hypoxia,NK,0.23529411764705882,0.2516630355846042,0.9349570035205172,0.40397350993377484,0.4220978419342789,E15S
exiting_hypoxia,reverted_stable,0.15468409586056645,0.16851125635439362,0.9179451818651956,0.47019867549668876,0.4220978419342789,E15S
exiting_hypoxia,cDC,0.08932461873638345,0.09106753812636165,0.9808612440191389,0.9536423841059603,0.4220978419342789,E15S
Il1bpos_TAM,Neutrophil,0.675,0.7257666666666668,0.9300509805722683,0.039735099337748346,0.4220978419342789,E15S
Il1bpos_TAM,C1qcpos_TAM,0.715,0.70675,1.0116731517509727,0.7814569536423841,0.4220978419342789,E15S
Il1bpos_TAM,Stromal,0.7,0.70485,0.9931191033553238,0.8543046357615894,0.4220978419342789,E15S
Il1bpos_TAM,Resident_Macrophage,0.6225,0.5938,1.0483327719770967,0.3443708609271523,0.4220978419342789,E15S
Il1bpos_TAM,Monocyte,0.59,0.5786166666666667,1.0196733588731746,0.609271523178808,0.4220978419342789,E15S
Il1bpos_TAM,Spp1pos_TAM,0.5125,0.4828666666666667,1.0613695982327762,0.304635761589404,0.4220978419342789,E15S
Il1bpos_TAM,exiting_hypoxia,0.415,0.46165,0.8989494205566988,0.10596026490066225,0.4220978419342789,E15S
Il1bpos_TAM,entering_hypoxia,0.355,0.4090833333333333,0.8677938480342229,0.039735099337748346,0.4220978419342789,E15S
Il1bpos_TAM,CAF,0.405,0.4134833333333333,0.9794832520456287,0.7814569536423841,0.4220978419342789,E15S
Il1bpos_TAM,transitional,0.2825,0.3204666666666666,0.8815269398793427,0.1456953642384106,0.4220978419342789,E15S
Il1bpos_TAM,normoxic_stable,0.2975,0.31299999999999994,0.9504792332268371,0.5165562913907285,0.4220978419342789,E15S
Il1bpos_TAM,persistent_hypoxia,0.3425,0.31446666666666667,1.0891456434174265,0.32450331125827814,0.4220978419342789,E15S
Il1bpos_TAM,entering_deep_hypoxia,0.2,0.25585,0.7817080320500293,0.026490066225165563,0.4220978419342789,E15S
Il1bpos_TAM,NK,0.27,0.2558500000000001,1.0553058432675393,0.5960264900662252,0.4220978419342789,E15S
Il1bpos_TAM,reverted_stable,0.155,0.1675833333333333,0.9249129786176034,0.543046357615894,0.4220978419342789,E15S
Il1bpos_TAM,cDC,0.075,0.09108333333333335,0.8234217749313814,0.37748344370860926,0.4220978419342789,E15S
entering_hypoxia,Neutrophil,0.6795865633074936,0.727872523686477,0.9336615151586871,0.0728476821192053,0.4220978419342789,E15S
entering_hypoxia,C1qcpos_TAM,0.6304909560723514,0.7112833763996556,0.8864131751029304,0.013245033112582781,0.4220978419342789,E15S
entering_hypoxia,Stromal,0.6873385012919897,0.7105598621877692,0.9673196276183087,0.3509933774834437,0.4220978419342789,E15S
entering_hypoxia,Resident_Macrophage,0.5219638242894057,0.5980706287683032,0.872746125928913,0.006622516556291391,0.4220978419342789,E15S
entering_hypoxia,Monocyte,0.5710594315245479,0.584547803617571,0.9769251171426048,0.5894039735099338,0.4220978419342789,E15S
entering_hypoxia,Spp1pos_TAM,0.3695090439276486,0.4822394487510767,0.7662356219189826,0.006622516556291391,0.4220978419342789,E15S
entering_hypoxia,exiting_hypoxia,0.4573643410852713,0.4603273040482342,0.993563356036225,0.8874172185430463,0.4220978419342789,E15S
entering_hypoxia,Il1bpos_TAM,0.32041343669250644,0.42225667527993105,0.7588120104438643,0.006622516556291391,0.4220978419342789,E15S
entering_hypoxia,CAF,0.4005167958656331,0.4128337639965547,0.970164823701231,0.609271523178808,0.4220978419342789,E15S
entering_hypoxia,transitional,0.3333333333333333,0.31763996554694224,1.049406150008135,0.543046357615894,0.4220978419342789,E15S
entering_hypoxia,normoxic_stable,0.28940568475452194,0.3174849267872524,0.9115572436245252,0.32450331125827814,0.4220978419342789,E15S
entering_hypoxia,persistent_hypoxia,0.2868217054263566,0.3114900947459087,0.9208052206614312,0.3576158940397351,0.4220978419342789,E15S
entering_hypoxia,entering_deep_hypoxia,0.2454780361757106,0.2582084409991387,0.9506971779304823,0.6026490066225165,0.4220978419342789,E15S
entering_hypoxia,NK,0.1834625322997416,0.2516106804478897,0.7291524031220048,0.006622516556291391,0.4220978419342789,E15S
entering_hypoxia,reverted_stable,0.1524547803617571,0.16919896640826873,0.9010384850335981,0.4900662251655629,0.4220978419342789,E15S
entering_hypoxia,cDC,0.07751937984496124,0.09326442721791559,0.8311784263021795,0.31125827814569534,0.4220978419342789,E15S
CAF,Neutrophil,0.7080103359173127,0.7297157622739019,0.970254957507082,0.37748344370860926,0.4220978419342789,E15S
CAF,C1qcpos_TAM,0.661498708010336,0.709130060292851,0.9328312887161424,0.06622516556291391,0.4220978419342789,E15S
CAF,Stromal,0.7260981912144703,0.7057019810508184,1.028902016306205,0.3443708609271523,0.4220978419342789,E15S
CAF,Resident_Macrophage,0.6098191214470284,0.5974160206718346,1.0207612456747406,0.6423841059602649,0.4220978419342789,E15S
CAF,Monocyte,0.5348837209302325,0.5831869078380707,0.9171737460861343,0.09933774834437085,0.4220978419342789,E15S
CAF,Spp1pos_TAM,0.5012919896640827,0.48051679586563306,1.0432351043235106,0.45695364238410596,0.4220978419342789,E15S
CAF,exiting_hypoxia,0.5400516795865633,0.46044788975021544,1.172883385087358,0.019867549668874173,0.4220978419342789,E15S
CAF,Il1bpos_TAM,0.4005167958656331,0.42568475452196386,0.9408765327182227,0.40397350993377484,0.4220978419342789,E15S
CAF,entering_hypoxia,0.4392764857881137,0.4114556416881998,1.0676156583629892,0.2913907284768212,0.4220978419342789,E15S
CAF,transitional,0.34366925064599485,0.320275624461671,1.0730421686746987,0.2781456953642384,0.4220978419342789,E15S
CAF,normoxic_stable,0.32558139534883723,0.3127131782945737,1.0411502231036192,0.7417218543046358,0.4220978419342789,E15S
CAF,persistent_hypoxia,0.3385012919896641,0.31085271317829455,1.0889443059019122,0.3576158940397351,0.4220978419342789,E15S
CAF,entering_deep_hypoxia,0.2532299741602067,0.257312661498708,0.9841333601124723,0.8609271523178808,0.4220978419342789,E15S
CAF,NK,0.2713178294573643,0.25455641688199826,1.065845570819517,0.5695364238410596,0.4220978419342789,E15S
CAF,reverted_stable,0.15762273901808785,0.1677519379844961,0.9396179913739988,0.6225165562913907,0.4220978419342789,E15S
CAF,cDC,0.07235142118863049,0.09174849267872524,0.7885843034171985,0.2582781456953642,0.4220978419342789,E15S
transitional,Neutrophil,0.7126865671641791,0.7268905472636816,0.9804592587522671,0.609271523178808,0.4220978419342789,E15S
transitional,C1qcpos_TAM,0.6529850746268657,0.7069402985074628,0.9236778211759737,0.07947019867549669,0.4220978419342789,E15S
transitional,Stromal,0.6567164179104478,0.7063432835820896,0.9297411516111991,0.11258278145695365,0.4220978419342789,E15S
transitional,Resident_Macrophage,0.5895522388059702,0.593407960199005,0.9935024103961434,0.9337748344370861,0.4220978419342789,E15S
transitional,Monocyte,0.5671641791044776,0.5795273631840797,0.9786667811306174,0.7880794701986755,0.4220978419342789,E15S
transitional,Spp1pos_TAM,0.47388059701492535,0.48460199004975124,0.9778758790616497,0.8079470198675497,0.4220978419342789,E15S
transitional,exiting_hypoxia,0.47761194029850745,0.4612437810945273,1.0354870024808545,0.6026490066225165,0.4220978419342789,E15S
transitional,Il1bpos_TAM,0.3694029850746269,0.4181592039800995,0.8834027364663891,0.152317880794702,0.4220978419342789,E15S
transitional,entering_hypoxia,0.47761194029850745,0.41263681592039797,1.1574632264287437,0.039735099337748346,0.4220978419342789,E15S
transitional,CAF,0.4216417910447761,0.4142786069651741,1.0177735078659782,0.8543046357615894,0.4220978419342789,E15S
transitional,normoxic_stable,0.30970149253731344,0.31656716417910447,0.9783121169259784,0.8543046357615894,0.4220978419342789,E15S
transitional,persistent_hypoxia,0.35447761194029853,0.3117661691542289,1.1369983244235218,0.17880794701986755,0.4220978419342789,E15S
transitional,entering_deep_hypoxia,0.27238805970149255,0.25402985074626866,1.072267920094007,0.5761589403973509,0.4220978419342789,E15S
transitional,NK,0.26865671641791045,0.2538059701492537,1.0585122022934432,0.609271523178808,0.4220978419342789,E15S
transitional,reverted_stable,0.1455223880597015,0.16457711442786072,0.8842200725513905,0.3973509933774834,0.4220978419342789,E15S
transitional,cDC,0.06716417910447761,0.0913681592039801,0.7350939286686632,0.1986754966887417,0.4220978419342789,E15S
normoxic_stable,Neutrophil,0.6463878326996197,0.7265652724968314,0.889648675993441,0.006622516556291391,0.4220978419342789,E15S
normoxic_stable,C1qcpos_TAM,0.623574144486692,0.7096324461343473,0.8787283443472048,0.006622516556291391,0.4220978419342789,E15S
normoxic_stable,Stromal,0.623574144486692,0.707427122940431,0.8814676795184176,0.013245033112582781,0.4220978419342789,E15S
normoxic_stable,Resident_Macrophage,0.5133079847908745,0.5956147021546262,0.8618121462314335,0.039735099337748346,0.4220978419342789,E15S
normoxic_stable,Monocyte,0.5361216730038023,0.5856780735107731,0.9153862800259686,0.10596026490066225,0.4220978419342789,E15S
normoxic_stable,Spp1pos_TAM,0.41064638783269963,0.48441064638783266,0.8477237048665621,0.006622516556291391,0.4220978419342789,E15S
normoxic_stable,exiting_hypoxia,0.38783269961977185,0.4603802281368821,0.8424182358771061,0.046357615894039736,0.4220978419342789,E15S
normoxic_stable,Il1bpos_TAM,0.40304182509505704,0.4228390367553866,0.9531802649721239,0.5827814569536424,0.4220978419342789,E15S
normoxic_stable,entering_hypoxia,0.40304182509505704,0.41523447401774394,0.9706367132653685,0.7086092715231788,0.4220978419342789,E15S
normoxic_stable,CAF,0.3650190114068441,0.41107731305449935,0.8879570820743665,0.12582781456953643,0.4220978419342789,E15S
normoxic_stable,transitional,0.3155893536121673,0.32415716096324465,0.9735689709102282,0.8079470198675497,0.4220978419342789,E15S
normoxic_stable,persistent_hypoxia,0.2889733840304182,0.3108238276299113,0.9297015168814222,0.48344370860927155,0.4220978419342789,E15S
normoxic_stable,entering_deep_hypoxia,0.16730038022813687,0.25272496831432195,0.6619859578736207,0.006622516556291391,0.4220978419342789,E15S
normoxic_stable,NK,0.22433460076045628,0.2507731305449936,0.8945719195390682,0.37748344370860926,0.4220978419342789,E15S
normoxic_stable,reverted_stable,0.1634980988593156,0.16506970849176175,0.9904791154791154,1.0,0.4220978419342789,E15S
