source,target,obs_frac,exp_frac,enrichment,p_perm,n_source,sample
CD8_exhausted,T_helper,0.010269360269360268,0.0077887537993920975,1.3184856697051817,0.0399002493765586,198,E14S
CD8_exhausted,mDC,0.03855218855218855,0.03229483282674772,1.1937571796395325,0.007481296758104738,198,E14S
CD8_exhausted,NK,0.05471380471380471,0.048062310030395135,1.138393154203431,0.02493765586034913,198,E14S
CD8_exhausted,Spp1_TAM,0.05303030303030303,0.04939209726443769,1.0736596736596737,0.17955112219451372,198,E14S
CD8_exhausted,C1qc_TAM,0.10084175084175083,0.09973404255319149,1.0111066217732882,0.7855361596009975,198,E14S
CD8_exhausted,Hypoxic_Tumor,0.005555555555555556,0.0055091185410334345,1.0084291187739465,1.0,198,E14S
CD8_exhausted,Monocyte,0.22104377104377104,0.22093465045592706,1.000493904363208,0.9825436408977556,198,E14S
CD8_exhausted,Tumor,0.004882154882154882,0.005129179331306991,0.951839381469011,0.8254364089775561,198,E14S
CD8_exhausted,Il1b_TAM,0.15084175084175083,0.1614741641337386,0.9341540899187957,0.02743142144638404,198,E14S
CD8_exhausted,Neutrophil,0.08771043771043771,0.09403495440729483,0.9327429173893821,0.12468827930174564,198,E14S
CD8_exhausted,cDC,0.03164983164983166,0.03419452887537994,0.9255817433595214,0.2817955112219451,198,E14S
CD8_exhausted,persistent_hypoxia,0.007912457912457914,0.008548632218844984,0.9255817433595214,0.6159600997506235,198,E14S
CD8_exhausted,exiting_hypoxia,0.012962962962962963,0.015387537993920973,0.8424325560128029,0.13216957605985039,198,E14S
CD8_exhausted,entering_hypoxia,0.011447811447811448,0.015387537993920973,0.7439664131022156,0.017456359102244388,198,E14S
