source,target,obs_frac,exp_frac,enrichment,p_perm,n_source,sample
normoxic_stable,exiting_hypoxia,0.013333333333333332,0.015387537993920973,0.8665020576131687,0.7206982543640897,20,E14S
normoxic_stable,persistent_hypoxia,0.003333333333333333,0.008548632218844984,0.3899259259259259,0.2119700748129676,20,E14S
normoxic_stable,entering_hypoxia,0.013333333333333332,0.015387537993920973,0.8665020576131687,0.7107231920199502,20,E14S
normoxic_stable,entering_deep_hypoxia,0.005,0.003609422492401216,1.3852631578947368,0.7381546134663342,20,E14S
normoxic_stable,transitional,0.003333333333333333,0.006458966565349544,0.5160784313725489,0.4912718204488778,20,E14S
normoxic_stable,reverted_stable,0.008333333333333333,0.008548632218844984,0.9748148148148149,0.9551122194513716,20,E14S
exiting_hypoxia,normoxic_stable,0.0037037037037037043,0.003799392097264438,0.9748148148148149,1.0,81,E14S
exiting_hypoxia,persistent_hypoxia,0.012757201646090533,0.008548632218844984,1.4923090992226793,0.032418952618453865,81,E14S
exiting_hypoxia,entering_hypoxia,0.02633744855967078,0.015387537993920973,1.711609002692679,0.0024937655860349127,81,E14S
exiting_hypoxia,entering_deep_hypoxia,0.011934156378600824,0.003609422492401216,3.3063894303660386,0.0024937655860349127,81,E14S
exiting_hypoxia,transitional,0.006172839506172839,0.006458966565349544,0.9557007988380537,0.9177057356608479,81,E14S
exiting_hypoxia,reverted_stable,0.013991769547325103,0.008548632218844984,1.6367261088248743,0.004987531172069825,81,E14S
persistent_hypoxia,normoxic_stable,0.0022222222222222222,0.003799392097264438,0.5848888888888889,0.38902743142144636,45,E14S
persistent_hypoxia,exiting_hypoxia,0.02592592592592593,0.015387537993920973,1.684865112025606,0.0024937655860349127,45,E14S
persistent_hypoxia,entering_hypoxia,0.02,0.015387537993920973,1.299753086419753,0.17955112219451372,45,E14S
persistent_hypoxia,entering_deep_hypoxia,0.00814814814814815,0.003609422492401216,2.2574658869395714,0.004987531172069825,45,E14S
persistent_hypoxia,transitional,0.00814814814814815,0.006458966565349544,1.261525054466231,0.5112219451371571,45,E14S
persistent_hypoxia,reverted_stable,0.00814814814814815,0.008548632218844984,0.9531522633744858,0.8403990024937655,45,E14S
entering_hypoxia,normoxic_stable,0.004526748971193416,0.003799392097264438,1.191440329218107,0.6334164588528678,81,E14S
entering_hypoxia,exiting_hypoxia,0.02633744855967078,0.015387537993920973,1.711609002692679,0.0024937655860349127,81,E14S
entering_hypoxia,persistent_hypoxia,0.010699588477366255,0.008548632218844984,1.2516140832190217,0.256857855361596,81,E14S
entering_hypoxia,entering_deep_hypoxia,0.00823045267489712,0.003609422492401216,2.2802685726662335,0.0024937655860349127,81,E14S
entering_hypoxia,transitional,0.00823045267489712,0.006458966565349544,1.2742677317840718,0.2543640897755611,81,E14S
entering_hypoxia,reverted_stable,0.011522633744855968,0.008548632218844984,1.347892089620485,0.11221945137157108,81,E14S
entering_deep_hypoxia,normoxic_stable,0.007017543859649123,0.003799392097264438,1.847017543859649,0.3167082294264339,19,E14S
entering_deep_hypoxia,exiting_hypoxia,0.04385964912280702,0.015387537993920973,2.850335715832792,0.0024937655860349127,19,E14S
entering_deep_hypoxia,persistent_hypoxia,0.014035087719298246,0.008548632218844984,1.6417933723196882,0.19451371571072318,19,E14S
entering_deep_hypoxia,entering_hypoxia,0.028070175438596492,0.015387537993920973,1.8242148581329867,0.017456359102244388,19,E14S
entering_deep_hypoxia,transitional,0.008771929824561403,0.006458966565349544,1.3581011351909185,0.5635910224438903,19,E14S
entering_deep_hypoxia,reverted_stable,0.01754385964912281,0.008548632218844984,2.0522417153996106,0.0199501246882793,19,E14S
transitional,normoxic_stable,0.00196078431372549,0.003799392097264438,0.516078431372549,0.456359102244389,34,E14S
transitional,exiting_hypoxia,0.015686274509803925,0.015387537993920973,1.0194141854272576,0.9002493765586035,34,E14S
transitional,persistent_hypoxia,0.011764705882352941,0.008548632218844984,1.3762091503267975,0.36159600997506236,34,E14S
transitional,entering_hypoxia,0.0196078431372549,0.015387537993920973,1.2742677317840716,0.3316708229426434,34,E14S
transitional,entering_deep_hypoxia,0.00392156862745098,0.003609422492401216,1.0864809081527347,1.0,34,E14S
transitional,reverted_stable,0.014705882352941176,0.008548632218844984,1.7202614379084968,0.03740648379052369,34,E14S
reverted_stable,normoxic_stable,0.002962962962962963,0.003799392097264438,0.7798518518518518,0.7032418952618454,45,E14S
reverted_stable,exiting_hypoxia,0.025185185185185185,0.015387537993920973,1.6367261088248741,0.007481296758104738,45,E14S
reverted_stable,persistent_hypoxia,0.008148148148148147,0.008548632218844984,0.9531522633744856,0.8079800498753117,45,E14S
reverted_stable,entering_hypoxia,0.023703703703703703,0.015387537993920973,1.540448102423411,0.014962593516209476,45,E14S
reverted_stable,entering_deep_hypoxia,0.0074074074074074086,0.003609422492401216,2.05224171539961,0.017456359102244388,45,E14S
reverted_stable,transitional,0.011111111111111112,0.006458966565349544,1.7202614379084968,0.057356608478802994,45,E14S
