state,n,frac_top20_front,mean_front
entering_hypoxia,54,0.48148148148148145,0.032996666490007036
entering_deep_hypoxia,14,0.5,0.03263510071965962
persistent_hypoxia,23,0.13043478260869565,0.010957214394659518
exiting_hypoxia,55,0.4727272727272727,0.03399204510051573
