gene,lfc_exit_minus_enter,padj,frac_ex,frac_en
Eif5a,0.3365823030471802,4.652382374728129e-43,0.9920159680638723,0.9500959692898272
Atp5c1,0.4480750560760498,7.156270275125112e-43,0.9500998003992016,0.8310940499040307
Fnbp4,-0.36044424772262573,7.277869067397216e-43,0.8662674650698603,0.9520153550863724
Rps3,0.3483484983444214,8.57829754265622e-43,0.9900199600798403,0.9692898272552783
Actg1,0.3549923896789551,8.623167641410154e-43,0.9920159680638723,0.9539347408829175
Vdac3,0.39200514554977417,1.0016998539886805e-42,0.9301397205588823,0.8061420345489443
Rpl17,0.34674692153930664,1.3732723579677767e-42,0.9880239520958084,0.9673704414587332
Nufip2,-0.35378551483154297,1.4649492222660843e-42,0.8882235528942116,0.9731285988483686
Taco1,-0.5147466063499451,1.9486482547741564e-42,0.7085828343313373,0.8637236084452975
Atp5o,0.4376882314682007,2.943576541380795e-42,0.9461077844311377,0.8214971209213052
Uqcrb,0.4296245574951172,3.078446925062904e-42,0.9461077844311377,0.8157389635316699
Clk1,-0.40003520250320435,4.180897391349038e-42,0.8483033932135728,0.9097888675623801
Psmb4,0.3882448673248291,4.3679834751478217e-42,0.9520958083832335,0.8733205374280231
Cox6a1,0.35932064056396484,4.927392910586216e-42,0.9600798403193613,0.8905950095969289
Ndufb9,0.46284306049346924,4.966897857225298e-42,0.9301397205588823,0.7523992322456814
Akr1a1,0.38167721033096313,6.155786563545604e-42,0.9461077844311377,0.8157389635316699
Jmjd1c,-0.403924822807312,6.352220670561488e-42,0.8582834331337326,0.946257197696737
Rpl24,0.297654390335083,1.0220457854864275e-41,0.9860279441117764,0.9616122840690979
Bsg,0.3936978578567505,2.6092782390737646e-41,0.9620758483033932,0.8867562380038387
Aprt,0.39175093173980713,5.076278458622272e-41,0.9560878243512974,0.8867562380038387
Mif,0.28956711292266846,6.280215460516324e-41,0.9780439121756487,0.9481765834932822
Cox6c,0.40637850761413574,7.27987560233599e-41,0.9680638722554891,0.8618042226487524
Atp5h,0.3408231735229492,2.2579712575850423e-40,0.9441117764471058,0.8714011516314779
Rac1,0.299210786819458,3.4575480649193346e-40,0.9580838323353293,0.9136276391554703
Gm47283,-0.2832002639770508,5.077434731299198e-40,0.9401197604790419,0.9731285988483686
Ostc,0.40947937965393066,7.523770283583828e-40,0.9321357285429142,0.7907869481765835
Ran,0.3826223611831665,1.0917421203127214e-39,0.9780439121756487,0.9251439539347409
Pebp1,0.36820268630981445,2.118042473429824e-39,0.9640718562874252,0.9001919385796545
Pgk1,0.40749526023864746,2.4881314272534713e-39,0.9760479041916168,0.9078694817658349
Arpc3,0.37419939041137695,4.114920985953019e-39,0.9441117764471058,0.8099808061420346
Eif3f,0.4190741181373596,4.788708560748455e-39,0.9441117764471058,0.7907869481765835
Ccn1,-0.591327965259552,7.536694937199615e-39,0.7265469061876247,0.8618042226487524
Ssr4,0.4014921188354492,8.303688685628509e-39,0.9301397205588823,0.781190019193858
Spcs2,0.3672604560852051,8.949232810469524e-39,0.9221556886227545,0.7907869481765835
