gene,lfc_a_minus_b,mean_a,mean_b,frac_a,frac_b,pval,padj
Mt1,-0.6205945014953613,0.5939620733261108,1.2145565748214722,0.39201183431952663,0.6821428571428572,3.962314195562383e-30,1.5849256782249534e-26
Pf4,-0.8038618564605713,0.5696144104003906,1.373476266860962,0.2943786982248521,0.5511904761904762,9.753156235403207e-27,3.901262494161283e-23
Rpl12,-0.5537827014923096,1.2496453523635864,1.803428053855896,0.6627218934911243,0.8666666666666667,2.1113874224696556e-24,8.445549689878623e-21
Rpl23a,-0.5192065238952637,1.706939697265625,2.2261462211608887,0.7855029585798816,0.9345238095238095,5.128233341580949e-21,2.0512933366323797e-17
Ly6c2,0.6074241399765015,1.5906120538711548,0.9831879138946533,0.7248520710059172,0.5190476190476191,5.557771101287781e-21,2.2231084405151125e-17
Lgals1,-0.5078634023666382,1.9003099203109741,2.4081733226776123,0.7914201183431953,0.925,1.456948479641876e-20,5.827793918567504e-17
Ccl8,-0.434245228767395,0.11833541840314865,0.5525806546211243,0.07248520710059171,0.25,2.647647619333741e-20,1.0590590477334964e-16
Rpl32,-0.532073974609375,1.8786017894744873,2.4106757640838623,0.8062130177514792,0.9488095238095238,5.827251107374533e-20,2.330900442949813e-16
Rps18,-0.4872697591781616,1.4789282083511353,1.9661979675292969,0.7307692307692307,0.9035714285714286,1.7206301902097983e-19,6.882520760839194e-16
Camk1d,-0.4897804260253906,2.0419435501098633,2.531723976135254,0.8742603550295858,0.9547619047619048,1.810069031848516e-19,7.240276127394064e-16
Mt2,-0.285731703042984,0.16777446866035461,0.4535061717033386,0.1301775147928994,0.35119047619047616,1.9394553687700916e-19,7.757821475080367e-16
Rps2,-0.4990060329437256,1.8092041015625,2.3082101345062256,0.7899408284023669,0.9380952380952381,1.4754939429792631e-18,5.901975771917052e-15
Zdhhc14,-0.3410135805606842,0.26557907462120056,0.6065926551818848,0.1804733727810651,0.3821428571428571,1.7497733933598996e-17,6.999093573439598e-14
