gene,lfc_a_minus_b,mean_a,mean_b,frac_a,frac_b,pval,padj
Ccl7,0.35774701833724976,0.5727197527885437,0.21497273445129395,0.39595959595959596,0.16185410334346503,3.4201752931106927e-16,1.3680701172442771e-12
Clic1,0.3802908658981323,1.6224734783172607,1.2421826124191284,0.8444444444444444,0.7180851063829787,5.433007357609998e-16,2.173202943043999e-12
Clec4a3,0.42669662833213806,0.6882100701332092,0.26151344180107117,0.4262626262626263,0.19908814589665655,5.451881370625795e-16,2.180752548250318e-12
H2-T23,0.4534747004508972,1.3696448802947998,0.9161701798439026,0.7656565656565657,0.5980243161094225,9.609056205354956e-16,3.843622482141983e-12
Tiparp,-0.5436123609542847,1.582884430885315,2.1264967918395996,0.7919191919191919,0.8677811550151976,1.1431566607439142e-15,4.572626642975657e-12
Ifi208,0.450340211391449,0.8678882122039795,0.4175480008125305,0.5555555555555556,0.29711246200607905,1.2742648297714272e-15,5.097059319085709e-12
Ctsc,0.41716524958610535,0.6734940409660339,0.2563287913799286,0.38181818181818183,0.1778115501519757,1.2864019277428021e-15,5.145607710971209e-12
Ankrd33b,-0.5826557874679565,1.2035670280456543,1.7862228155136108,0.7070707070707071,0.837386018237082,1.6161297052572333e-15,6.4645188210289334e-12
Aoah,0.3325384259223938,0.5708678364753723,0.23832941055297852,0.3898989898989899,0.1831306990881459,1.647199068451176e-15,6.588796273804704e-12
Trim30c,0.49421000480651855,1.3266853094100952,0.8324753046035767,0.7212121212121212,0.49240121580547114,1.977064840177619e-15,7.908259360710475e-12
Itm2b,0.4518883228302002,2.113168478012085,1.6612801551818848,0.8868686868686869,0.8168693009118541,2.0113807102168317e-15,8.045522840867326e-12
Ifi203,0.5056802034378052,0.9716874957084656,0.466007262468338,0.5111111111111111,0.2933130699088146,2.050005622096922e-15,8.200022488387688e-12
Rabgef1,-0.4841061234474182,0.7707894444465637,1.254895567893982,0.5414141414141415,0.7036474164133738,2.1028977677550473e-15,8.41159107102019e-12
Laptm5,0.3777881860733032,1.7798572778701782,1.402069091796875,0.8404040404040404,0.7507598784194529,2.243798559693111e-15,8.975194238772444e-12
Gm56663,0.44167301058769226,0.7415263652801514,0.2998533546924591,0.3878787878787879,0.17553191489361702,2.7897610765194514e-15,1.1159044306077806e-11
Pik3ap1,-0.467578649520874,1.6958673000335693,2.1634459495544434,0.8242424242424242,0.9050151975683891,4.127443337697631e-15,1.6509773350790523e-11
Ms4a6b,0.5265147089958191,0.8609983921051025,0.33448368310928345,0.4202020202020202,0.18693009118541035,4.136086175942246e-15,1.6544344703768983e-11
Spi1,0.4425182342529297,1.746155858039856,1.3036376237869263,0.8505050505050505,0.6998480243161094,4.5624997219821735e-15,1.8249998887928693e-11
Sgms2,-0.5416933298110962,1.1716748476028442,1.7133681774139404,0.6666666666666666,0.7917933130699089,4.825412454145239e-15,1.9301649816580958e-11
H2-Q7,0.3987411558628082,0.7087969183921814,0.31005576252937317,0.49292929292929294,0.2454407294832827,5.598473896235529e-15,2.2393895584942114e-11
Actg1,-0.3447530269622803,2.9490675926208496,3.29382061958313,0.9656565656565657,0.9536474164133738,5.674817811207399e-15,2.2699271244829595e-11
Ly86,0.3661006689071655,0.567435622215271,0.20133496820926666,0.3434343434343434,0.15121580547112462,6.688669727282708e-15,2.675467890913083e-11
Ube2l6,0.3743080496788025,0.6900022029876709,0.3156941533088684,0.5070707070707071,0.27203647416413373,7.687861863004129e-15,3.0751447452016515e-11
H2-DMa,0.1524166315793991,0.21345151960849762,0.06103488430380821,0.22626262626262628,0.07522796352583587,9.013837074012708e-15,3.605534829605083e-11
Cfb,0.2112441062927246,0.2959831655025482,0.08473905175924301,0.26464646464646463,0.0851063829787234,1.031996140441102e-14,4.127984561764408e-11
Ifi213,0.46109190583229065,0.7902586460113525,0.3291667401790619,0.4505050505050505,0.22492401215805471,1.0471229662221577e-14,4.188491864888631e-11
Ube2q1,0.2826292812824249,0.5465969443321228,0.2639676630496979,0.4767676767676768,0.2439209726443769,1.0598208801915374e-14,4.23928352076615e-11
Tsc22d3,0.3037695288658142,0.6433416604995728,0.33957213163375854,0.509090909090909,0.2796352583586626,1.1657425456306336e-14,4.6629701825225345e-11
C1qa,0.2537928819656372,0.44593173265457153,0.19213886559009552,0.34949494949494947,0.14893617021276595,1.604770226430269e-14,6.419080905721075e-11
Rab32,0.24130302667617798,0.46404552459716797,0.22274249792099,0.40606060606060607,0.20820668693009117,1.607742728429348e-14,6.430970913717392e-11
Pid1,0.49051910638809204,0.8393539786338806,0.3488348722457886,0.40404040404040403,0.189209726443769,1.720082157532851e-14,6.880328630131404e-11
H2-Ab1,0.21686753630638123,0.3202081620693207,0.10334062576293945,0.2868686868686869,0.09042553191489362,1.848792421849703e-14,7.395169687398812e-11
Sp3,0.17079593241214752,0.349056214094162,0.17826028168201447,0.3515151515151515,0.1778115501519757,3.0095072056765134e-14,1.2038028822706052e-10
Rrbp1,0.43108177185058594,1.4988590478897095,1.0677772760391235,0.7737373737373737,0.6231003039513677,3.503279652083544e-14,1.4013118608334177e-10
C1qb,0.337876558303833,0.5773336291313171,0.23945708572864532,0.397979797979798,0.16945288753799392,3.661475784151163e-14,1.4645903136604652e-10
Entpd1,-0.39039182662963867,1.7629883289337158,2.1533801555633545,0.8585858585858586,0.89209726443769,4.426192155109215e-14,1.770476862043686e-10
Ctsd,0.4707462787628174,1.5350950956344604,1.064348816871643,0.8363636363636363,0.6344984802431611,5.195860192747676e-14,2.0783440770990704e-10
Mrpl52,0.37834396958351135,0.7658839225769043,0.38753995299339294,0.5191919191919192,0.3130699088145897,5.222400924728288e-14,2.0889603698913152e-10
Pglyrp1,-0.4375060200691223,0.5922128558158875,1.0297188758850098,0.38585858585858585,0.5425531914893617,7.694490544825458e-14,3.077796217930183e-10
Ifi214,0.25221535563468933,0.4030328094959259,0.15081745386123657,0.34949494949494947,0.14893617021276595,8.995096561944366e-14,3.598038624777746e-10
Pld4,0.23157039284706116,0.3655015826225281,0.13393118977546692,0.32525252525252524,0.12993920972644377,9.309781935627355e-14,3.723912774250942e-10
Sdc3,0.18182581663131714,0.29540008306503296,0.11357427388429642,0.301010101010101,0.11930091185410334,1.0646968139525372e-13,4.258787255810149e-10
Tspo,0.5132707357406616,1.7930947542190552,1.2798240184783936,0.8080808080808081,0.6778115501519757,1.265055194753143e-13,5.060220779012572e-10
Rap1a,0.32674336433410645,0.7450936436653137,0.4183502793312073,0.5535353535353535,0.33814589665653494,1.6941902134311955e-13,6.776760853724782e-10
Ccr2,0.28998470306396484,0.4450855255126953,0.15510080754756927,0.3090909090909091,0.1276595744680851,1.9820881241730377e-13,7.928352496692151e-10
Thbs1,-0.5782349109649658,1.6630659103393555,2.2413008213043213,0.7191919191919192,0.8062310030395137,2.185427810495897e-13,8.741711241983588e-10
Mbd2,0.42189061641693115,1.248656153678894,0.8267655372619629,0.7414141414141414,0.5653495440729484,2.2880629687969373e-13,9.152251875187749e-10
Scimp,0.17645320296287537,0.2586498558521271,0.08219665288925171,0.24848484848484848,0.09042553191489362,2.350668711611868e-13,9.402674846447472e-10
Rnpep,0.20976682007312775,0.39744776487350464,0.1876809448003769,0.3696969696969697,0.18617021276595744,2.3719422414297246e-13,9.4877689657189e-10
Clec4n,0.3894346356391907,1.0989855527877808,0.7095509171485901,0.6282828282828283,0.42401215805471126,2.398045578862036e-13,9.592182315448143e-10
Gcnt1,0.2713254392147064,0.561820387840271,0.2904949486255646,0.46060606060606063,0.24088145896656535,2.652234865155225e-13,1.06089394606209e-09
Arhgap45,0.28616949915885925,0.58814537525177,0.30197587609291077,0.4707070707070707,0.2613981762917933,2.9592286801694557e-13,1.1836914720677822e-09
Pnp,0.507108211517334,1.517703890800476,1.010595679283142,0.7474747474747475,0.5759878419452887,3.481217718534084e-13,1.3924870874136336e-09
Msr1,0.38186943531036377,0.6234573125839233,0.24158786237239838,0.3696969696969697,0.16489361702127658,3.498435717810474e-13,1.3993742871241895e-09
