gene,lfc_a_minus_b,pval,frac_a,frac_b,mean_a,mean_b,padj
Rnf168,-0.17606091499328613,0.2584107986650277,0.8617234468937875,0.7508305647840532,0.451939195394516,0.49805372953414917,0.2987408077052343
Chic1,-0.2498711347579956,0.25904426704171735,0.7715430861723447,0.6212624584717608,0.34628698229789734,0.4001576006412506,0.2993866131658102
Pdss1,-0.24317538738250732,0.25988726355388203,0.7474949899799599,0.5980066445182725,0.2865871489048004,0.3313194215297699,0.30027413466653036
Efr3a,-0.007367908954620361,0.2603695233755311,0.8697394789579158,0.6893687707641196,0.4131212532520294,0.414852499961853,0.30074446823624734
Ifi213,-0.3411855697631836,0.2606893256142456,0.46292585170340683,0.3754152823920266,0.15344278514385223,0.19069227576255798,0.30094005842914356
Eea1,-0.14328226447105408,0.2606870087182035,0.905811623246493,0.8388704318936877,0.7873219847679138,0.8426617383956909,0.30094005842914356
Ergic2,0.07083705067634583,0.2641924315980264,0.8917835671342685,0.7325581395348837,0.5450425148010254,0.5247042179107666,0.30489605493136346
Apol9a,-0.26330697536468506,0.2645901729770359,0.8256513026052105,0.7043189368770764,0.4529549479484558,0.5233511924743652,0.305267000838807
Nup205,-0.43087172508239746,0.26523875512504325,0.779559118236473,0.632890365448505,0.2655070126056671,0.3435404300689697,0.3059270532007419
Lig1,0.053667180240154266,0.2656223019895405,0.9158316633266533,0.782392026578073,0.7126842141151428,0.6938976645469666,0.3062811207720271
Knop1,-0.12089017778635025,0.26653652606712175,0.9118236472945892,0.8205980066445183,0.7299898266792297,0.7742781043052673,0.3072467159275179
Ube2q1,0.10133767127990723,0.2676910966605437,0.9138276553106213,0.717607973421927,0.5610499382019043,0.5314910411834717,0.3084887313863943
Vav3,-0.5049527883529663,0.26917581367044974,0.7575150300601202,0.6461794019933554,0.33808434009552,0.4516080319881439,0.3101103844129605
Snx24,-0.7638200521469116,0.2698759466517533,0.6653306613226453,0.5514950166112956,0.20863711833953857,0.33212554454803467,0.3108274651906171
Maf,-0.9590824842453003,0.270595929033862,0.49899799599198397,0.43853820598006643,0.14899727702140808,0.27182239294052124,0.3115231924727183
Ndufaf4,0.019084006547927856,0.270635773460674,0.8597194388777555,0.7159468438538206,0.5477429628372192,0.5421854257583618,0.3115231924727183
Trmt1,-0.17602664232254028,0.27223185349803636,0.8777555110220441,0.7325581395348837,0.4626583755016327,0.5096040368080139,0.31327025718991525
Cebpg,-0.17226046323776245,0.2736791385411226,0.8597194388777555,0.729235880398671,0.43450769782066345,0.47823214530944824,0.314797090367625
Cast,-0.0361558198928833,0.27371607007464993,0.9338677354709419,0.872093023255814,1.0253779888153076,1.0415228605270386,0.314797090367625
Cwf19l2,-0.4622802734375,0.27489307703904253,0.7975951903807615,0.6611295681063123,0.28624749183654785,0.37610897421836853,0.31605987587127626
Snhg15,0.0037380456924438477,0.27725114456545086,0.8076152304609219,0.6578073089700996,0.43725231289863586,0.43633535504341125,0.3186794765120125
Gtf2f2,0.030257225036621094,0.27782119528022897,0.8617234468937875,0.7259136212624585,0.5172520279884338,0.5088351964950562,0.3192429707328112
Psmd5,-0.194921612739563,0.28055718353497316,0.8537074148296593,0.7026578073089701,0.4421992003917694,0.4926062226295471,0.3222942946984183
Rad18,-0.06808888912200928,0.2806437411616489,0.7755511022044088,0.6212624584717608,0.3543141782283783,0.3686293661594391,0.32230116699586436
Klf8,-0.5218093395233154,0.2823013343195997,0.5731462925851704,0.44518272425249167,0.1550562083721161,0.2157643437385559,0.3241117500799078
Tcf7l1,-0.15437865257263184,0.28429353071610086,0.7595190380761523,0.6112956810631229,0.33905744552612305,0.3710186779499054,0.32630534372005837
Ppp4r3b,-0.0855315774679184,0.28448558680841574,0.8837675350701403,0.7840531561461794,0.6207678318023682,0.6486231684684753,0.32643211337741335
Elf2,-0.15964049100875854,0.28513599285308366,0.8537074148296593,0.7259136212624585,0.4240797460079193,0.46372494101524353,0.3270845917442887
Vps4b,-0.06949973851442337,0.28528030384775827,0.9158316633266533,0.8189368770764119,0.6802437901496887,0.7043077945709229,0.32715631175201637
Fmn1,-0.7558391094207764,0.28660812725781737,0.5130260521042084,0.4568106312292359,0.15838788449764252,0.2544877529144287,0.3285848406509801
Palld,-0.2713817358016968,0.28930516607189793,0.6292585170340681,0.5116279069767442,0.2895497679710388,0.34027183055877686,0.33158185223140163
Gbp7,-0.3524555563926697,0.2903049760870081,0.7695390781563126,0.6661129568106312,0.39865100383758545,0.4857296943664551,0.3326324561294851
Ldlrad4,-0.5622105598449707,0.29193633255210527,0.6012024048096193,0.5299003322259136,0.2916826605796814,0.40551072359085083,0.3344058792120335
Focad,-0.6844655275344849,0.2924143300722889,0.6693386773547094,0.5548172757475083,0.19281256198883057,0.2939821779727936,0.3348575208385788
Ptms,-0.03354167938232422,0.2933680292598685,0.9579158316633266,0.8488372093023255,1.2275100946426392,1.2440026998519897,0.33585349657683855
Esf1,0.11904239654541016,0.2938067803922779,0.9398797595190381,0.8754152823920266,1.2185370922088623,1.161136269569397,0.336259548374567
Akap10,-0.525092363357544,0.2943892651722,0.7074148296593187,0.5930232558139535,0.23052291572093964,0.31705594062805176,0.33682982285148744
Reps1,-0.45256054401397705,0.29591201394648925,0.7955911823647295,0.6312292358803987,0.26452621817588806,0.3466986119747162,0.3384752804649577
Tmf1,-0.09268233180046082,0.2964115755167387,0.8897795591182365,0.7508305647840532,0.5458472967147827,0.573375403881073,0.33894977188878067
Mms22l,-0.3723362684249878,0.2973328132577343,0.6392785571142284,0.4867109634551495,0.20861771702766418,0.2625781297683716,0.33990604545039643
Api5,0.011520862579345703,0.29872887220084654,0.8837675350701403,0.6993355481727574,0.4816010594367981,0.47855639457702637,0.341404425372396
Ugdh,-0.0795971155166626,0.29981681017216644,0.8336673346693386,0.6445182724252492,0.3382566571235657,0.3544043302536011,0.34254991165057574
AI662270,-0.0074481964111328125,0.30106147274591577,0.9298597194388778,0.8239202657807309,0.828625500202179,0.8315371870994568,0.34387375527803055
Brca2,-0.2830844521522522,0.301706728774942,0.7695390781563126,0.6993355481727574,0.4391329288482666,0.5133582949638367,0.3445123936910557
Iars,-0.1935150921344757,0.3024111159461168,0.8717434869739479,0.7441860465116279,0.4961450397968292,0.5507704019546509,0.3452181688882612
Niban1,-0.36252492666244507,0.304023867488073,0.7975951903807615,0.6960132890365448,0.3868001103401184,0.4744781255722046,0.34696019114188076
Ncapg,-0.23482275009155273,0.3059822561772024,0.6633266533066132,0.5232558139534884,0.2564299702644348,0.29563334584236145,0.3490955575324614
Exo1,-0.18936073780059814,0.30739095915725,0.6092184368737475,0.49667774086378735,0.24499545991420746,0.27501726150512695,0.35050280405615736
Scpep1,0.0889236181974411,0.30731851441380276,0.9138276553106213,0.7890365448504983,0.6977149844169617,0.6672307848930359,0.35050280405615736
Phactr1,-0.6327939033508301,0.3077400621486137,0.38276553106212424,0.30564784053156147,0.10808169096708298,0.16295145452022552,0.35080086879294814
Dctn1,-0.37380170822143555,0.3081319964957877,0.8276553106212425,0.686046511627907,0.3085925281047821,0.38419240713119507,0.351147574354174
Fut8,-0.3650195598602295,0.3089372232442089,0.6713426853707415,0.5199335548172758,0.2096661478281021,0.2626899480819702,0.3519649367635533
Phc2,0.027307450771331787,0.30982250363511443,0.8837675350701403,0.6976744186046512,0.4834517538547516,0.476237952709198,0.3528730109739345
Larp7,0.057217635214328766,0.3110911779951505,0.9218436873747495,0.760797342192691,0.6767764687538147,0.657470166683197,0.3542171112953607
Sh3kbp1,-0.39180177450180054,0.31356154446450957,0.8036072144288577,0.6926910299003323,0.3796556293964386,0.47366636991500854,0.3569283374667155
Casp4,-0.25829625129699707,0.31476425706783795,0.845691382765531,0.7126245847176079,0.5118435025215149,0.5874571800231934,0.3581954561227174
Hdlbp,0.16885459423065186,0.31548494169130903,0.9619238476953907,0.8754152823920266,1.251757025718689,1.1696115732192993,0.35891347177623323
Picalm,-0.21785080432891846,0.3163409810569283,0.875751503006012,0.7142857142857143,0.4264103174209595,0.48145291209220886,0.35978502252707234
Ptp4a2,0.009569644927978516,0.318515730896073,0.9338677354709419,0.8588039867109635,0.9408748149871826,0.9368357062339783,0.36215546435028195
Pom121,0.020415961742401123,0.31865207331067336,0.8537074148296593,0.7059800664451827,0.48249924182891846,0.47710633277893066,0.36220752862821637
Rab12,-0.2439247965812683,0.3187800251638826,0.8617234468937875,0.6943521594684385,0.370271235704422,0.4257100224494934,0.3622500285953211
Fars2,-0.36421775817871094,0.3188954047918523,0.7454909819639278,0.5780730897009967,0.2392454594373703,0.2985576391220093,0.3622782218595311
Col4a2,-0.2700263261795044,0.32018474035569433,0.6332665330661322,0.5099667774086378,0.22920849919319153,0.27050551772117615,0.36363968240283284
Ipo5,-0.13084161281585693,0.3228631326143906,0.8897795591182365,0.7342192691029901,0.5013546347618103,0.5381019711494446,0.3665774994202561
Eftud2,0.010662734508514404,0.32570392782445634,0.87374749498998,0.7259136212624585,0.493059903383255,0.4901895523071289,0.3696979884500072
Zfp985,-0.1650559902191162,0.3264512123626262,0.7715430861723447,0.6395348837209303,0.31933459639549255,0.35193225741386414,0.37044109204269643
Cul4a,-0.2794542908668518,0.3289483157810206,0.845691382765531,0.7109634551495017,0.37800177931785583,0.4431129992008209,0.37316882107886623
Zfr,-0.07638408243656158,0.3295138192845499,0.9078156312625251,0.8338870431893688,0.7325338125228882,0.7603785395622253,0.37370435983504385
Cdin1,-0.3326451778411865,0.32965312488322307,0.6953907815631263,0.5448504983388704,0.23135441541671753,0.28352975845336914,0.3737563774186203
4921524J17Rik,-0.018148131668567657,0.33091782865696273,0.9118236472945892,0.7657807308970099,0.6862795948982239,0.6925457119941711,0.37508396560721197
Dnttip1,0.03901320695877075,0.3323530425204928,0.8877755511022044,0.7358803986710963,0.5027582049369812,0.4921601116657257,0.37660401418752726
Rnps1,0.22883057594299316,0.33415683202176105,0.969939879759519,0.8421926910299004,1.2620354890823364,1.1509321928024292,0.3785407329614965
Snapc3,-0.5376672744750977,0.33465623799341115,0.7094188376753507,0.5830564784053156,0.21275760233402252,0.2957676351070404,0.3789991370253807
Dhx29,-0.011593222618103027,0.3355994670006046,0.8697394789579158,0.6893687707641196,0.44091129302978516,0.44378387928009033,0.3799597701676814
Atp10a,-0.7603592872619629,0.33660445655999105,0.625250501002004,0.5166112956810631,0.17339842021465302,0.27818092703819275,0.38098976407469276
Gm11884,-1.094820499420166,0.33735512596416417,0.19238476953907815,0.19933554817275748,0.09134148061275482,0.18588246405124664,0.38162847052864945
Tomm70a,0.15092480182647705,0.33735956794732613,0.9298597194388778,0.8205980066445183,0.9098017811775208,0.8486307859420776,0.38162847052864945
Faf2,-0.08865776658058167,0.337545495970874,0.87374749498998,0.7840531561461794,0.6007737517356873,0.6289951801300049,0.38173084079261976
Tbl1xr1,-0.6304881572723389,0.3379686536097951,0.6593186372745491,0.5465116279069767,0.17984624207019806,0.266222208738327,0.3821013607798701
Itsn2,-0.27454280853271484,0.3387908262548631,0.7735470941883767,0.5930232558139535,0.26759371161460876,0.3156338036060333,0.3829226631871864
Parva,-0.27733027935028076,0.33977137668250357,0.8897795591182365,0.7425249169435216,0.4505917429924011,0.5246641039848328,0.3839224595282526
Ddx41,-0.06310635805130005,0.3404819890976378,0.9178356713426854,0.782392026578073,0.6010067462921143,0.621004045009613,0.38461676260676403
Cacna2d1,-0.29684317111968994,0.34237937510060446,0.6332665330661322,0.5149501661129569,0.28299832344055176,0.33777904510498047,0.3866509035579949
Dazap1,-0.09812059998512268,0.3437567331258964,0.8997995991983968,0.7641196013289037,0.5340433716773987,0.5627478361129761,0.3880967915618362
Dlgap5,-0.35492146015167236,0.3453931591828965,0.6212424849699398,0.5481727574750831,0.2624884247779846,0.3248920440673828,0.38983426544344973
Ccl2,0.11787521839141846,0.3464684464885023,0.9098196392785571,0.8006644518272426,1.302337884902954,1.2435171604156494,0.3908273508048531
Gm12185,-0.7916152477264404,0.3464633723656465,0.531062124248497,0.46511627906976744,0.16162440180778503,0.2651693522930145,0.3908273508048531
Oip5os1,-0.07088416814804077,0.3487459192589494,0.8717434869739479,0.6976744186046512,0.40789949893951416,0.4246271550655365,0.39328550240648363
