gene,lfc_rev_minus_norm,padj,frac_rev,frac_norm
Lrpprc,-0.6442632675170898,3.081203010004491e-24,0.11486486486486487,0.8873239436619719
Fgfr1op2,-0.6326353549957275,3.134144479955995e-24,0.14864864864864866,0.8838028169014085
Mkln1,-0.6357407569885254,3.1632663547444807e-24,0.12162162162162163,0.8838028169014085
Cog5,-0.5345473289489746,3.1759995272911648e-24,0.12837837837837837,0.8838028169014085
Skic3,-0.39606982469558716,3.184571334829017e-24,0.06756756756756757,0.778169014084507
Cul1,-0.6958717703819275,3.229921821874243e-24,0.14189189189189189,0.9014084507042254
Vwa8,-0.5252052545547485,3.269784266231156e-24,0.0945945945945946,0.8098591549295775
Ubtd2,-0.5344114899635315,3.328257946082992e-24,0.10135135135135136,0.8450704225352113
Eftud2,-0.4688110947608948,3.571278173439371e-24,0.10810810810810811,0.823943661971831
Stxbp5,-0.42165547609329224,3.623389166287319e-24,0.07432432432432433,0.7676056338028169
Dcp2,-0.7811973094940186,3.668038469811156e-24,0.16216216216216217,0.9366197183098591
Sms,-0.6966432332992554,3.6681063432392674e-24,0.10810810810810811,0.8661971830985915
Nf2,-0.4641597270965576,3.717372697271191e-24,0.10135135135135136,0.8169014084507042
Fcho2,-0.6346492767333984,3.733734246201871e-24,0.14189189189189189,0.9154929577464789
Psma5,-0.6101616024971008,3.746456354318246e-24,0.08783783783783784,0.8133802816901409
9930021J03Rik,-0.5371821522712708,3.765818643155536e-24,0.0945945945945946,0.8133802816901409
Rsu1,-0.5403455495834351,3.782927216651722e-24,0.0945945945945946,0.8415492957746479
Galnt2,-0.39956849813461304,3.833907734781612e-24,0.07432432432432433,0.8028169014084507
Ppp1cb,-0.5159091949462891,3.87755162966781e-24,0.10810810810810811,0.8556338028169014
Hacd2,-0.49285054206848145,3.9411624220195014e-24,0.12162162162162163,0.8380281690140845
Umad1,-0.4657851457595825,4.055692957948043e-24,0.08783783783783784,0.8028169014084507
Klhdc10,-0.5089576840400696,4.0601120089195944e-24,0.11486486486486487,0.8697183098591549
Ube2w,-0.37331005930900574,4.0709979075009045e-24,0.060810810810810814,0.7183098591549296
Epc2,-0.48734548687934875,4.08586364170132e-24,0.11486486486486487,0.8626760563380281
Ubn1,-0.5059136748313904,4.106809330657599e-24,0.0945945945945946,0.8169014084507042
Rrs1,-0.45513761043548584,4.224031398194252e-24,0.06756756756756757,0.7429577464788732
Dnajb1,-0.4411258399486542,4.266682261091888e-24,0.02702702702702703,0.6654929577464789
Oip5os1,-0.4148767292499542,4.364143647249892e-24,0.08108108108108109,0.8169014084507042
Hmgxb4,-0.40556997060775757,4.428338348967596e-24,0.060810810810810814,0.7323943661971831
Camk2g,-0.4240189492702484,4.4480451991442515e-24,0.07432432432432433,0.8133802816901409
Terf2,-0.4615538716316223,4.49488127238835e-24,0.07432432432432433,0.795774647887324
Senp2,-0.4476344883441925,4.5859694245571716e-24,0.10135135135135136,0.8345070422535211
Chmp2a,-0.4780540466308594,4.595507837622561e-24,0.0472972972972973,0.721830985915493
Srebf2,-0.42055755853652954,4.675955243483849e-24,0.08108108108108109,0.7887323943661971
Ndufa2,-0.6615496873855591,4.7615989841493325e-24,0.06756756756756757,0.7676056338028169
Cebpg,-0.4398578405380249,4.828009726046586e-24,0.06756756756756757,0.7711267605633803
Smchd1,-0.8905746936798096,4.9944043008635686e-24,0.1891891891891892,0.9788732394366197
Zfp934,-0.39186859130859375,4.998552974757002e-24,0.02702702702702703,0.6514084507042254
Carmil1,-0.5171401500701904,5.033637848162861e-24,0.08108108108108109,0.7922535211267606
Usp46,-0.43280112743377686,5.071461552429794e-24,0.10135135135135136,0.8063380281690141
Zmym4,-0.6168597936630249,5.0889730898070676e-24,0.12837837837837837,0.9049295774647887
Cwf19l2,-0.4478961229324341,5.104951815461144e-24,0.08783783783783784,0.8028169014084507
Ncapd3,-0.4363691806793213,5.4130715656798344e-24,0.0945945945945946,0.7922535211267606
Rap1gds1,-0.8689921498298645,5.619182456854747e-24,0.1891891891891892,0.954225352112676
Mdfic,-0.5244169235229492,5.683007308606852e-24,0.12162162162162163,0.8450704225352113
Efr3a,-0.5133435726165771,5.8166351246201676e-24,0.08783783783783784,0.823943661971831
Palld,-0.5075451135635376,6.019267710240956e-24,0.013513513513513514,0.5985915492957746
Mcl1,-0.7501211166381836,6.090552387421075e-24,0.14189189189189189,0.9084507042253521
Skap2,-0.4567926526069641,6.145155018677158e-24,0.0945945945945946,0.7816901408450704
Tax1bp1,-0.8137025833129883,6.245597779807214e-24,0.16216216216216217,0.9225352112676056
Ccl25,-0.5062990784645081,6.264171215683036e-24,0.0945945945945946,0.8133802816901409
Fkbp5,-0.5582171678543091,6.310531337530274e-24,0.0945945945945946,0.8133802816901409
Xpo4,-0.49439409375190735,6.351087044696822e-24,0.07432432432432433,0.7746478873239436
Frk,-0.4223310053348541,6.4105213590679984e-24,0.06756756756756757,0.704225352112676
Abhd12,-0.4315081536769867,6.518190313776374e-24,0.06756756756756757,0.7676056338028169
Pitpna,-0.5892508029937744,6.5725837540933816e-24,0.13513513513513514,0.9014084507042254
Slc4a7,-0.6960160136222839,6.776277352993968e-24,0.12837837837837837,0.8732394366197183
Psmb2,-0.7025937438011169,6.7844677087836e-24,0.1554054054054054,0.8838028169014085
Fbxw11,-0.6780070066452026,6.860602504684648e-24,0.14864864864864866,0.9190140845070423
Lims1,-0.8586591482162476,7.033335103283535e-24,0.18243243243243243,0.9612676056338029
Cd164,-0.4113742411136627,7.05072513263691e-24,0.07432432432432433,0.778169014084507
Rigi,-0.6939705610275269,7.179310398158817e-24,0.16216216216216217,0.9330985915492958
Ttll5,-0.4660707116127014,7.391922444596517e-24,0.06756756756756757,0.8063380281690141
Sfmbt2,-0.6380949020385742,7.535987327421296e-24,0.1554054054054054,0.897887323943662
Zfp608,-0.6226369142532349,7.616427591399373e-24,0.10810810810810811,0.8380281690140845
Apex2,-0.5336244106292725,7.695379601228318e-24,0.11486486486486487,0.852112676056338
Nfkb1,-1.026922345161438,7.696753291389949e-24,0.21621621621621623,0.9823943661971831
Rwdd1,-0.6223078370094299,7.739813243277795e-24,0.10810810810810811,0.8098591549295775
Sptbn1,-0.8833130598068237,7.95259446837887e-24,0.17567567567567569,0.9577464788732394
Mphosph8,-0.47598332166671753,7.987961628412365e-24,0.10810810810810811,0.8450704225352113
Sec24d,-0.7152921557426453,8.052170961729041e-24,0.11486486486486487,0.8838028169014085
Spty2d1,-0.45267707109451294,8.151608356347406e-24,0.08108108108108109,0.7605633802816901
Pygb,-0.414966344833374,8.176492816928025e-24,0.07432432432432433,0.795774647887324
Cdc5l,-0.4839508533477783,8.395738123213239e-24,0.10135135135135136,0.8169014084507042
Pkn2,-1.0707155466079712,8.464643519333801e-24,0.23648648648648649,0.971830985915493
Atxn10,-0.710883378982544,8.489622099032735e-24,0.13513513513513514,0.9119718309859155
Nfyc,-0.42404747009277344,8.561184682942228e-24,0.07432432432432433,0.7852112676056338
Rlf,-0.6092040538787842,8.592163514497362e-24,0.12837837837837837,0.8873239436619719
Mapk6,-0.5576280355453491,8.809321666915982e-24,0.10810810810810811,0.8661971830985915
Ctnna1,-0.7125877141952515,8.875306951138511e-24,0.18243243243243243,0.9401408450704225
Ubxn7,-0.453388512134552,9.01996611640835e-24,0.06756756756756757,0.7852112676056338
Vps54,-0.8185776472091675,9.049650661281036e-24,0.17567567567567569,0.971830985915493
AI662270,-0.750005841255188,9.263653603209877e-24,0.16891891891891891,0.9366197183098591
Hjurp,-0.5048173666000366,9.617803820722362e-24,0.11486486486486487,0.823943661971831
H13,-0.5833816528320312,9.758913763593696e-24,0.14189189189189189,0.9119718309859155
Relch,-0.47940966486930847,9.917485914644989e-24,0.08783783783783784,0.8063380281690141
Smap1,-0.6449027061462402,1.0082059902195156e-23,0.13513513513513514,0.8943661971830986
Abi1,-0.6212755441665649,1.0094072109369851e-23,0.14189189189189189,0.8943661971830986
AI506816,-0.4978167414665222,1.026441559894396e-23,0.07432432432432433,0.7676056338028169
Bcl10,-0.42304110527038574,1.1130435252142449e-23,0.060810810810810814,0.7746478873239436
Pdss1,-0.4740159511566162,1.1145845714280285e-23,0.06756756756756757,0.75
Snhg4,-0.4373524785041809,1.1159655014694418e-23,0.05405405405405406,0.7183098591549296
Fam172a,-0.9295294284820557,1.1167752986186166e-23,0.20945945945945946,0.9436619718309859
Slc9a1,-0.41613292694091797,1.1210204938811788e-23,0.0945945945945946,0.795774647887324
Babam2,-0.8882606029510498,1.1225129628706212e-23,0.1554054054054054,0.9436619718309859
Ahcyl2,-0.577070951461792,1.1384619559991557e-23,0.0945945945945946,0.8169014084507042
Ndufa12,-0.5641149878501892,1.1405583942941538e-23,0.0945945945945946,0.795774647887324
Crlf3,-0.4350871443748474,1.1466456354882945e-23,0.10135135135135136,0.8309859154929577
Rab5c,-0.36798471212387085,1.1702584965875482e-23,0.08783783783783784,0.7711267605633803
Bclaf3,-0.57358717918396,1.1745055919420702e-23,0.10810810810810811,0.8485915492957746
Mlxip,-0.37980929017066956,1.1833795931482618e-23,0.0472972972972973,0.6936619718309859
Zzef1,-0.467283695936203,1.22966740902347e-23,0.10135135135135136,0.8098591549295775
Cstpp1,-0.43867701292037964,1.2326745237658407e-23,0.08108108108108109,0.7746478873239436
Golim4,-0.6420775055885315,1.2451887729934713e-23,0.13513513513513514,0.8838028169014085
Peli1,-0.41062140464782715,1.2587186095253981e-23,0.04054054054054054,0.704225352112676
Norad,-0.5174682140350342,1.2688695512044661e-23,0.08108108108108109,0.8169014084507042
Cdc14b,-0.38198623061180115,1.2915719925515728e-23,0.07432432432432433,0.7746478873239436
Pdlim5,-0.8870506286621094,1.307948707832087e-23,0.20270270270270271,0.954225352112676
Ubl3,-0.3106015920639038,1.3197418470465501e-23,0.06756756756756757,0.6936619718309859
Cox16,-0.5501177906990051,1.3219812016835677e-23,0.12162162162162163,0.8591549295774648
Fam222b,-0.4711216688156128,1.3259124438118496e-23,0.08108108108108109,0.795774647887324
Mia2,-0.5022744536399841,1.3319627884962853e-23,0.10810810810810811,0.8591549295774648
Fut8,-0.4794453978538513,1.395214105789076e-23,0.05405405405405406,0.7359154929577465
N4bp2l2,-0.9243384599685669,1.423851670373842e-23,0.22297297297297297,0.9788732394366197
Spacdr,-0.41662469506263733,1.427508998454088e-23,0.0945945945945946,0.7992957746478874
Oga,-0.542333722114563,1.4708699046483285e-23,0.16216216216216217,0.9612676056338029
Tgfbr3,-0.5779606103897095,1.4849022683713087e-23,0.08108108108108109,0.7570422535211268
Phtf1,-0.4333413541316986,1.512773539454223e-23,0.10135135135135136,0.8380281690140845
Cep192,-0.4827389121055603,1.54175809122883e-23,0.08783783783783784,0.8063380281690141
Rnf168,-0.4940032958984375,1.5673957377187432e-23,0.08783783783783784,0.8380281690140845
Calu,-0.5977926254272461,1.581913181763001e-23,0.13513513513513514,0.9154929577464789
Txndc17,-0.5588904619216919,1.6114653103385992e-23,0.10135135135135136,0.7746478873239436
C130026I21Rik,-0.7339957356452942,1.615357534260382e-23,0.08108108108108109,0.8063380281690141
Cep162,-0.4952648878097534,1.6515729244258857e-23,0.11486486486486487,0.823943661971831
Ulk2,-0.4303201735019684,1.685000627200638e-23,0.060810810810810814,0.7253521126760564
Kdm5c,-0.44812363386154175,1.6995731162423325e-23,0.08783783783783784,0.7852112676056338
Vps37b,-0.4469425082206726,1.7000622651550288e-23,0.08108108108108109,0.8204225352112676
Lrch3,-0.8115914463996887,1.7688997361904516e-23,0.1891891891891892,0.9471830985915493
Rab10,-0.6409384608268738,1.7725624397178327e-23,0.14864864864864866,0.9084507042253521
Yap1,-0.4011511206626892,1.7823965251991438e-23,0.08783783783783784,0.7992957746478874
Parva,-0.5970770716667175,1.804143277496054e-23,0.14864864864864866,0.8943661971830986
Sdc4,-0.587418258190155,1.8204908817740735e-23,0.10135135135135136,0.8133802816901409
Adk,-0.6027946472167969,1.8468157397227876e-23,0.12162162162162163,0.8591549295774648
Pcna,-0.6098005771636963,1.9105147718046088e-23,0.10135135135135136,0.8063380281690141
Tcf3,-0.555379331111908,1.9497653899279393e-23,0.12837837837837837,0.8732394366197183
Dcun1d5,-0.42160144448280334,1.957820626481412e-23,0.10810810810810811,0.8133802816901409
Clk1,-0.6119920015335083,1.9771149346691013e-23,0.13513513513513514,0.9014084507042254
Plekha2,-0.4212348759174347,2.027002262238679e-23,0.08108108108108109,0.7464788732394366
Arpp19,-0.7253366708755493,2.0436609374976922e-23,0.13513513513513514,0.8908450704225352
Kansl3,-0.47849252820014954,2.0496530440140935e-23,0.10135135135135136,0.852112676056338
Phip,-0.7044981122016907,2.0700964822753402e-23,0.17567567567567569,0.9330985915492958
Usp33,-0.5122207999229431,2.0761398561390403e-23,0.12837837837837837,0.8802816901408451
Cdc37l1,-0.46252357959747314,2.088582691444447e-23,0.10135135135135136,0.852112676056338
Atf7,-0.4956471920013428,2.1024800556332865e-23,0.0945945945945946,0.8204225352112676
Rbms2,-0.5197514891624451,2.1216923222194932e-23,0.12162162162162163,0.8661971830985915
Lcor,-0.7075812816619873,2.133923159306768e-23,0.16216216216216217,0.9225352112676056
Mbnl2,-1.241197109222412,2.2012856172250683e-23,0.22297297297297297,0.9788732394366197
Trip12,-0.9218440055847168,2.2100233414865277e-23,0.21621621621621623,0.9683098591549296
Farp1,-0.696950376033783,2.215499545592779e-23,0.12837837837837837,0.8873239436619719
Sik2,-0.4411720335483551,2.2727531732983795e-23,0.08108108108108109,0.7605633802816901
Samd9l,-0.7735141515731812,2.2745090229122512e-23,0.14189189189189189,0.9014084507042254
Il15,-0.40199047327041626,2.294045802392805e-23,0.04054054054054054,0.6514084507042254
Atxn2,-0.7673406600952148,2.2946009724609744e-23,0.16216216216216217,0.9436619718309859
Atm,-0.5987557172775269,2.2968356183846727e-23,0.10810810810810811,0.8661971830985915
Csnk1g3,-0.4235534071922302,2.4301260331888193e-23,0.0945945945945946,0.8028169014084507
Mbtps1,-0.3760877847671509,2.4674014115540158e-23,0.10135135135135136,0.8028169014084507
Mri1,-0.5196025371551514,2.4842390130156273e-23,0.10135135135135136,0.823943661971831
Ifi204,-0.7442123293876648,2.5307978107372345e-23,0.10810810810810811,0.8415492957746479
Baz2b,-0.8288112878799438,2.5548673959504776e-23,0.19594594594594594,0.9577464788732394
Wdfy3,-0.556776762008667,2.597680089752057e-23,0.13513513513513514,0.8908450704225352
Akap13,-0.5186511278152466,2.6598866224687556e-23,0.13513513513513514,0.8732394366197183
Prpf39,-0.4608595669269562,2.690640401494558e-23,0.10810810810810811,0.8591549295774648
Diaph2,-0.8625216484069824,2.7761293147363896e-23,0.1891891891891892,0.9471830985915493
Glyr1,-0.425517201423645,2.788947859128219e-23,0.08783783783783784,0.7816901408450704
Gps2,-0.5034746527671814,2.883448518367052e-23,0.10810810810810811,0.8345070422535211
Xaf1,-0.7869628071784973,2.927157021515953e-23,0.14864864864864866,0.8873239436619719
Rassf1,-0.49520236253738403,2.946942188707359e-23,0.0945945945945946,0.8098591549295775
Lgals3bp,-0.710629940032959,3.0048108594936274e-23,0.10810810810810811,0.8169014084507042
Gm4316,-0.8387085795402527,3.043601015072833e-23,0.18243243243243243,0.9295774647887324
Rtp4,-0.4270029067993164,3.0681300203075656e-23,0.060810810810810814,0.7816901408450704
Tab2,-0.43216758966445923,3.076154186375902e-23,0.08108108108108109,0.7746478873239436
Bmpr2,-0.5703381299972534,3.1070937640859e-23,0.13513513513513514,0.9049295774647887
Scaper,-0.5147958993911743,3.108234194765694e-23,0.10135135135135136,0.8028169014084507
Nr6a1,-0.7555621862411499,3.1154119478823616e-23,0.14189189189189189,0.9154929577464789
Enox2,-0.501832902431488,3.321978563889781e-23,0.08108108108108109,0.7605633802816901
Akt3,-1.1028623580932617,3.3275159208614836e-23,0.25675675675675674,0.9859154929577465
R3hdm2,-0.5976247787475586,3.367690414565837e-23,0.13513513513513514,0.9049295774647887
Elf1,-0.5108553171157837,3.3737450456201836e-23,0.10135135135135136,0.8309859154929577
Tnrc18,-0.6051003932952881,3.375665976142061e-23,0.1554054054054054,0.8943661971830986
Hmgcr,-0.4324342608451843,3.4890478527368874e-23,0.06756756756756757,0.7535211267605634
Kmt2e,-0.6700081825256348,3.5916177425734535e-23,0.12837837837837837,0.8908450704225352
Adam17,-0.3624352812767029,3.604381242456655e-23,0.07432432432432433,0.7605633802816901
Trim30d,-0.5929822325706482,3.663654807677296e-23,0.08108108108108109,0.7640845070422535
Slc6a6,-0.7223334908485413,3.813200511972825e-23,0.14864864864864866,0.8943661971830986
Tnks,-0.6704928874969482,3.9385147313826045e-23,0.1554054054054054,0.9330985915492958
Agl,-0.41585052013397217,3.9719568593519147e-23,0.07432432432432433,0.7464788732394366
Emsy,-0.3999441862106323,4.0503032870329317e-23,0.05405405405405406,0.721830985915493
Cmtr1,-0.4762609601020813,4.056348792761461e-23,0.13513513513513514,0.9014084507042254
Ube2b,-0.7823519110679626,4.087973059471097e-23,0.1554054054054054,0.9330985915492958
Ankib1,-0.7641003727912903,4.1055518551786835e-23,0.17567567567567569,0.9647887323943662
Tm9sf4,-0.5532551407814026,4.1828885415303544e-23,0.12837837837837837,0.9014084507042254
Ddx17,-0.5942379236221313,4.1869064302922386e-23,0.13513513513513514,0.897887323943662
1700025G04Rik,-0.5043121576309204,4.18712426200969e-23,0.06756756756756757,0.7570422535211268
Vps37a,-0.4328349232673645,4.2119947884225026e-23,0.10135135135135136,0.8274647887323944
Vps4b,-0.5370727777481079,4.373016574233613e-23,0.13513513513513514,0.8802816901408451
Iars,-0.5010197162628174,4.416061494521028e-23,0.11486486486486487,0.8415492957746479
Znfx1,-0.600384533405304,4.5381721859081363e-23,0.11486486486486487,0.8767605633802817
Mms22l,-0.4558495283126831,4.558447782389868e-23,0.060810810810810814,0.7112676056338029
Nvl,-0.6324712038040161,4.8115269727531034e-23,0.16216216216216217,0.926056338028169
Nedd9,-0.5859389305114746,4.8181394846318984e-23,0.05405405405405406,0.6866197183098591
Myl12b,-0.6336958408355713,4.920964235344917e-23,0.11486486486486487,0.8626760563380281
Stk38,-0.429228276014328,5.1041135158468833e-23,0.10135135135135136,0.8133802816901409
Smdt1,-0.5041702389717102,5.2028090247758423e-23,0.05405405405405406,0.7323943661971831
Tap2,-0.44572049379348755,5.515134705581206e-23,0.07432432432432433,0.778169014084507
Ssu72,-0.4683133363723755,5.607030595271913e-23,0.08108108108108109,0.7887323943661971
Tiparp,-0.4520321488380432,5.781235617918356e-23,0.08783783783783784,0.778169014084507
Lncpint,-0.7894471883773804,5.853955554128398e-23,0.17567567567567569,0.9401408450704225
Mrps6,-0.5518831014633179,5.857835542472323e-23,0.08783783783783784,0.8274647887323944
Psmd5,-0.3935104012489319,5.901003130366107e-23,0.06756756756756757,0.7464788732394366
Trpc4ap,-0.5567294359207153,6.075854938738672e-23,0.14189189189189189,0.8591549295774648
Tnfaip2,-0.4404204785823822,6.14971269063714e-23,0.0472972972972973,0.6901408450704225
Ubxn4,-0.8987555503845215,6.438501677945937e-23,0.19594594594594594,0.9577464788732394
Zcchc7,-0.9089881181716919,6.559830908853655e-23,0.19594594594594594,0.9753521126760564
Zfp53,-0.37655410170555115,6.577694287150612e-23,0.0472972972972973,0.6866197183098591
Slf1,-0.5007429718971252,6.67145249015235e-23,0.08783783783783784,0.7852112676056338
Mrtfa,-0.5033678412437439,6.895677402386166e-23,0.10135135135135136,0.8309859154929577
Tdg,-0.38462033867836,6.980612999197794e-23,0.0945945945945946,0.7816901408450704
Cdc123,-0.371516615152359,7.133770405352477e-23,0.10810810810810811,0.7852112676056338
Smo,-0.4582338333129883,7.171991531667024e-23,0.11486486486486487,0.8345070422535211
Pakap-1,-0.5294634103775024,7.300926691026442e-23,0.10810810810810811,0.823943661971831
Cited2,-0.9662721157073975,7.429912432407033e-23,0.16216216216216217,0.8732394366197183
Agps,-0.574158787727356,7.556989306961828e-23,0.13513513513513514,0.8943661971830986
Cs,-0.5419538021087646,7.584833136863732e-23,0.10135135135135136,0.8274647887323944
Sdccag8,-0.6677121520042419,7.63770048209409e-23,0.1554054054054054,0.9190140845070423
Ddx10,-0.494795560836792,7.69189364508971e-23,0.0945945945945946,0.8345070422535211
Gm49890,-0.6617594957351685,7.836939046577516e-23,0.12162162162162163,0.8767605633802817
Polr2a,-0.42945927381515503,8.033432265157935e-23,0.08783783783783784,0.7394366197183099
Rab3gap1,-0.39846205711364746,8.320129281501754e-23,0.06756756756756757,0.7711267605633803
Lonp1,-0.410411536693573,8.348664909504655e-23,0.07432432432432433,0.7570422535211268
Txnl1,-0.44450604915618896,8.358237715460527e-23,0.08783783783783784,0.778169014084507
Abhd17b,-0.4261121451854706,8.368245063872913e-23,0.0472972972972973,0.7007042253521126
Hnrnpul1,-0.4739188551902771,8.39734324330649e-23,0.08108108108108109,0.7992957746478874
Ugp2,-0.4009931683540344,8.630022360962967e-23,0.08783783783783784,0.7852112676056338
Ube3a,-0.6802480220794678,8.650911377261091e-23,0.16216216216216217,0.9119718309859155
Rap1a,-0.5082447528839111,8.717590075730582e-23,0.12162162162162163,0.8415492957746479
Kars,-0.4802268147468567,8.872845108151063e-23,0.07432432432432433,0.7253521126760564
Pdcd10,-0.5861070156097412,8.887952142511021e-23,0.10810810810810811,0.8661971830985915
Elp4,-0.46012526750564575,9.080424680627546e-23,0.06756756756756757,0.7429577464788732
Sf3b5,-0.4960714876651764,9.1011338326819e-23,0.06756756756756757,0.7183098591549296
Fam135a,-0.4824639558792114,9.102286495650349e-23,0.08783783783783784,0.7816901408450704
Kdm5a,-0.6426326036453247,9.23679121545041e-23,0.17567567567567569,0.9366197183098591
Magi2,-0.6835450530052185,9.248384083220359e-23,0.08783783783783784,0.75
Pdpk1,-0.3686433434486389,9.251593163233957e-23,0.06756756756756757,0.7394366197183099
Sbf2,-0.7183367013931274,9.473754972576288e-23,0.14864864864864866,0.9084507042253521
Sp140,-0.5709722638130188,9.580181027008097e-23,0.12162162162162163,0.8204225352112676
Plekha5,-0.5039239525794983,9.997203860686414e-23,0.11486486486486487,0.8415492957746479
Larp4,-0.7386835813522339,1.0207747047001983e-22,0.18243243243243243,0.9084507042253521
Rab1a,-0.5098240375518799,1.035871909264541e-22,0.0945945945945946,0.8133802816901409
Magt1,-0.5458840131759644,1.0368107987538986e-22,0.12837837837837837,0.8697183098591549
Ranbp2,-0.6152228116989136,1.0391518880997929e-22,0.16216216216216217,0.9049295774647887
Prkacb,-0.4333508312702179,1.0427603531087779e-22,0.05405405405405406,0.7394366197183099
Kcnq1ot1,-0.6153498888015747,1.0507298103499227e-22,0.12837837837837837,0.8591549295774648
Mcm6,-0.42043471336364746,1.0522149937016034e-22,0.08108108108108109,0.7887323943661971
M6pr,-0.4626190662384033,1.0604614487024768e-22,0.08783783783783784,0.7992957746478874
Osbpl9,-0.7966070175170898,1.0854052742338595e-22,0.18243243243243243,0.9471830985915493
Capza1,-0.5247413516044617,1.0861625634576727e-22,0.12837837837837837,0.8802816901408451
Gatad2b,-0.6932219862937927,1.095902042772096e-22,0.16891891891891891,0.9507042253521126
Epb41,-0.482418954372406,1.0974953067235564e-22,0.10810810810810811,0.8098591549295775
Rgs17,-0.5414955615997314,1.1078504191079897e-22,0.07432432432432433,0.6971830985915493
Ccny,-0.5734223127365112,1.1199718081220696e-22,0.12162162162162163,0.8732394366197183
Pde4d,-0.9012683629989624,1.1692304230923433e-22,0.12837837837837837,0.8591549295774648
Filip1l,-0.630915641784668,1.184338568782822e-22,0.14189189189189189,0.8802816901408451
Usp18,-0.5306150913238525,1.1974725564550982e-22,0.10135135135135136,0.8098591549295775
Stat2,-0.9812203645706177,1.1977535645691697e-22,0.20270270270270271,0.9683098591549296
Niban2,-0.45576176047325134,1.1977763272390002e-22,0.08108108108108109,0.7887323943661971
Hs6st1,-0.4740167558193207,1.2126733096983183e-22,0.060810810810810814,0.7429577464788732
Rfx7,-0.6113421320915222,1.2173604913731288e-22,0.14864864864864866,0.8732394366197183
Pabpc4,-0.5590805411338806,1.2203271868341207e-22,0.11486486486486487,0.8661971830985915
Scfd2,-0.4183679223060608,1.2308070311792565e-22,0.05405405405405406,0.6936619718309859
Dynll1,-1.062514066696167,1.2791159609166694e-22,0.22297297297297297,0.9190140845070423
Bcar3,-0.3897743225097656,1.2907640527999382e-22,0.033783783783783786,0.6373239436619719
Mrps28,-0.4426121413707733,1.3206319732871786e-22,0.08783783783783784,0.7711267605633803
Ccdc138,-0.41939154267311096,1.325708892080804e-22,0.06756756756756757,0.75
Rab11fip3,-0.3896794617176056,1.3392206050196484e-22,0.08108108108108109,0.7570422535211268
Zranb2,-0.8313302397727966,1.358828256904654e-22,0.18243243243243243,0.9577464788732394
Faf1,-0.8234789967536926,1.3592145031653881e-22,0.19594594594594594,0.954225352112676
Ubp1,-0.3804103434085846,1.3697105314771677e-22,0.10810810810810811,0.8274647887323944
Mllt10,-0.9697621464729309,1.373000834507185e-22,0.22972972972972974,0.9788732394366197
Grn,-0.7477234601974487,1.3942713128025181e-22,0.13513513513513514,0.8591549295774648
Esf1,-0.7961915135383606,1.4033714126004776e-22,0.18243243243243243,0.9330985915492958
Parp3,-0.33546721935272217,1.4140365907824194e-22,0.07432432432432433,0.7253521126760564
Ascc3,-1.126711368560791,1.4269470589963521e-22,0.24324324324324326,0.9894366197183099
Pip5k1a,-0.5072652101516724,1.432814345089418e-22,0.11486486486486487,0.8732394366197183
Bola3,-0.3918454051017761,1.4371145793402438e-22,0.07432432432432433,0.7147887323943662
Tbc1d1,-0.49263864755630493,1.4373065312103206e-22,0.12162162162162163,0.8450704225352113
Tbl1x,-0.7715396285057068,1.4379168070416849e-22,0.18243243243243243,0.9401408450704225
Rictor,-0.48497921228408813,1.4597031130563042e-22,0.10810810810810811,0.8169014084507042
Pura,-0.6583786606788635,1.460003476909064e-22,0.16216216216216217,0.926056338028169
Trip11,-0.5034706592559814,1.5143560448428275e-22,0.14189189189189189,0.8802816901408451
Lsg1,-0.5501311421394348,1.528543166302359e-22,0.10810810810810811,0.852112676056338
Map3k2,-0.4897270202636719,1.5717101910057551e-22,0.11486486486486487,0.8591549295774648
Dync1i2,-0.5999356508255005,1.5729017063814044e-22,0.14189189189189189,0.8908450704225352
Timp2,-0.69874107837677,1.578606563398251e-22,0.13513513513513514,0.8556338028169014
Rbl1,-0.47836756706237793,1.6186821864305367e-22,0.07432432432432433,0.7605633802816901
Eif4e,-0.7334327697753906,1.62206424318909e-22,0.17567567567567569,0.9225352112676056
Gbf1,-0.5850405693054199,1.6361887493320522e-22,0.12162162162162163,0.8485915492957746
Atp5mpl,-0.4325122833251953,1.6411138481312462e-22,0.08108108108108109,0.7429577464788732
Cd81,-0.5226027965545654,1.6484489060694346e-22,0.060810810810810814,0.7183098591549296
Clasp2,-0.43387800455093384,1.6667083534302759e-22,0.08783783783783784,0.7746478873239436
Ptcd3,-0.40857407450675964,1.6810483536240253e-22,0.10810810810810811,0.7887323943661971
Traf1,-0.4829932451248169,1.6964367737138622e-22,0.033783783783783786,0.6514084507042254
Pcmtd1,-0.4306947588920593,1.7609561881764596e-22,0.060810810810810814,0.7394366197183099
Dcaf8,-0.4286966919898987,1.7797592382855534e-22,0.10135135135135136,0.8309859154929577
Ccn1,-0.8566147089004517,1.807122541600281e-22,0.0945945945945946,0.75
Nsun2,-0.5011931657791138,1.8155332799830462e-22,0.10810810810810811,0.7746478873239436
Pank3,-0.45692193508148193,1.8259543049010815e-22,0.0945945945945946,0.8028169014084507
Pex14,-0.43839654326438904,1.8759578110407646e-22,0.10810810810810811,0.8169014084507042
Hat1,-0.4537179470062256,1.8892857547694244e-22,0.08108108108108109,0.7711267605633803
Gabpb2,-0.481667697429657,1.9165802958908174e-22,0.12837837837837837,0.8274647887323944
