gene,corr_v_hypoxia_residual
Pfn1,-0.10833300301976745
Ybx1,-0.10831961591145739
Atp5mpl,-0.10826861011065689
Tnks2,0.10817994975559454
Niban2,0.10795564864723343
Nedd8,-0.1077751530760241
Ergic3,-0.10771183960188152
Rasal2,0.10771020512300356
Fis1,-0.10769507423488638
Sfmbt2,0.10762665151005493
Cavin3,-0.10754651647182562
Ndufab1,-0.10751224935284373
Apc,0.10749966960704059
Strbp,0.1074277368664382
Ppp3ca,0.10740476061379915
Rnf111,0.10726485031453213
Trim25,0.10721945023442184
Pdcd11,0.10721493502097332
Txn2,-0.10720648940259646
Uvrag,0.10717461573457453
Prdx5,-0.10717009608280613
Pkn2,0.10704145378420331
Mrpl42,-0.10698978929189652
Rnf216,0.10684032512420838
Rpl35a,-0.10670030912944038
Rbms1,0.10669886619166823
Tagln2,-0.10668863602014905
Rbm5,0.10659499301372556
Lima1,0.10658447234727124
Nvl,0.10649144012430344
Dyrk1a,0.10642527280058402
Serpinb6a,-0.10624184016561664
Vdac2,-0.10620890581294068
Dennd1b,0.10616617172849947
Usp25,0.10614681762087924
Nasp,0.10607808787287165
Itgav,0.10602822693447893
Mif,-0.10597465494569669
Ipo7,0.1059649343396142
Ddx17,0.10595734917700336
Zmynd8,0.10589252321540585
Rps6kb1,0.10587882847420926
Naa15,0.10583719559412057
Atad2,0.10577794323632053
Rreb1,0.10575926799618562
H2az1,-0.10571042769809035
Lrpprc,0.10570282476719858
Col7a1,0.1056698142288545
Bclaf1,0.10558362794038996
S100a6,-0.10552278191704939
Crebbp,0.10522367681502691
Rpl37,-0.10512555980691252
Msi2,0.10502055165395555
Ago2,0.10501505271332229
Mapk1,0.10497526562020691
Psma1,-0.10489031441779154
Vps54,0.10482296431423621
Ubap2,0.10472374254983673
Nr2f2,0.1047201756260551
Wwox,0.10471262713853993
Atp5l,-0.10470318798251825
Rac1,-0.10470280723797791
Bbx,0.10467968885862258
Asph,0.10466695791148771
Rpl4,-0.10454891716303302
Pola1,0.10448665040076126
Hspg2,0.10447971903771885
Rbm25,0.10445034799178168
Tomm7,-0.10444225796568754
Rpl14,-0.10428194635035071
Psmb9,-0.10418292313795242
Etnk1,0.10406972541878429
Vps4b,0.1040582122112341
Ddx42,0.10403701690216101
Gnb2,-0.1038598313064505
Il1rl1,0.10383558427061401
Aurkaip1,-0.10375462521809588
Bclaf3,0.1037230458599652
Lhfp,0.10368708192194313
Impdh2,-0.10368066358059767
Srsf10,0.1036774565646242
Map3k2,0.10364046738486121
Myef2,0.10362865380038612
Ppp1cb,0.10347120666158803
D17H6S56E-5,0.103339765287699
Ranbp2,0.10331940553894324
Akt3,0.10324016028244119
Prr14l,0.10320929800472449
Nme2,-0.1030825923074883
Safb,0.10299099574431289
Mia2,0.10294615023281564
Syngr2,-0.10289994193020319
Nfkb2,0.10284117344410644
Snrpe,-0.10283446079267977
Tlk2,0.10282504228910003
Phip,0.10275911568963335
Ehd4,0.10266115079233405
Ywhae,-0.1026524266545876
Znrf3,0.10254517946843777
Zfp91,0.10254290454029887
Pomp,-0.10247613740136438
Ccz1,0.1024459719040286
Zc3hav1,0.10229513223882497
Tuba1b,-0.10214539304910542
Tet3,0.10205348598724155
Phf3,0.10196970018629806
Clip1,0.10194750925144139
Baz2a,0.10193877715253763
Smc5,0.10192378272101327
Dhx9,0.10187860095138195
Tecr,-0.1018729516242582
Pgls,-0.10170983169921773
Supt5,0.10162804290053802
Sec61g,-0.10149066664711022
Nf1,0.10146807965157399
Rpsa,-0.10134984389816347
Rpl13a,-0.1013440403167088
Gm16001,0.1013288389768722
Dnaaf9,0.10126512177000326
Tnrc6a,0.10123976351651712
Cox6b1,-0.10120653561412932
Ptk2,0.10120124364792497
Rap1gds1,0.10109921384059331
Usp37,0.1010470218722234
Eif3k,-0.10094393841820486
Naca,-0.10093609328725135
Lsm5,-0.10071569785014511
Banf1,-0.1006637295812654
Supt6,0.10063167257083244
Lamtor4,-0.1005795313933444
H2az2,-0.10056786775054259
Sh3bgrl3,-0.10046109820910477
Higd2a,-0.10044010446742335
Slfn8,0.10032408302095405
Eif3j1,0.10023757560703789
Nav3,0.10019330691854361
Arl15,0.1000918360002758
Slc25a39,-0.10005842751113486
Arf4,0.10005767986962326
Esd,-0.09997117972130602
Iars,0.09990665000884234
Eif3i,-0.09983478636460573
Akap8,0.09979704245967737
Rpl27,-0.099779425816402
Mtdh,0.0997664350343346
Cxcl10,0.09975054527898548
Papola,0.09970764578894704
Alkbh5,0.09961277568241789
Hsp90ab1,-0.09950376579032727
Baz1a,0.09947765145211528
Fam172a,0.09942998909940509
Micos10,-0.09936442443411929
S100a1,-0.09925689775497354
Sesn1,0.09924920670945865
Taf10,-0.09902840731207312
Cdv3,0.09868856594009072
Mrpl15,-0.09858290850105703
Utrn,0.09857058473026997
Tshz2,0.09853532436898856
Plp2,-0.09850277587512908
AU020206,0.09839523402625261
Lsm6,-0.09831782217017726
Hnrnpdl,0.09827465817779603
Tmbim6,-0.09816530821019301
Wbp11,0.09814834176206982
Ddx24,0.09814116718610535
Ywhaz,-0.09793452280563932
Litaf,0.09792270694040607
Tenm4,0.09787521709649558
Ncoa2,0.09777258151587818
Man1a2,0.09772853160013513
Sfpq,0.09767667011924173
Dynlrb1,-0.09751631767971074
Mrpl17,-0.09751189866217651
Ddx21,0.09750404775494464
Rexo2,-0.09744996264547
Arid5b,0.09739046574688871
Grpel1,-0.09738725048955818
Aatf,0.09735910597885385
Fmr1,0.09713453540461948
Rpl26,-0.09703674076285532
Tuba1a,-0.09695128833801898
Rabac1,-0.09694804845260432
Polr2c,-0.0969356799824026
Vcam1,0.09689337805864608
Cstf3,0.09678523971250227
Zc3h13,0.096780760165638
Gdi2,-0.0967467758422308
Nin,0.0967114019098201
Txndc17,-0.09669230320127986
Mrps33,-0.09657710370767854
Ywhaq,-0.09655559052253132
Sox4,0.09655264105603832
Cited2,0.0965401440200529
Mrps24,-0.09638539023329547
Fkbp1a,-0.09634594061599648
Gpbp1,0.09621290573602102
Bzw1,-0.09618303216320817
Chd4,0.09599457888529359
Rpl18,-0.09591455391972832
Taldo1,-0.09588329470149924
Arpc1b,-0.09586130924883357
Cebpz,0.09583992105126057
Frmd4a,0.0958252058120019
Ncor2,0.09576328941517948
Cox5b,-0.09572878801616225
Bax,-0.09556503911446738
Ost4,-0.09537501034828075
Itch,0.09536066828706624
Anxa5,-0.09527775664438964
Atp5d,-0.09524176613477497
Fmnl2,0.09519563597791106
Snhg3,0.09515420736694952
Snx9,0.0951461992543484
Nt5c,-0.09513332767961516
Rsrc1,0.09509115325486815
Nolc1,0.0949474525761257
Myo9a,0.09480531778352347
Ppp1r14b,-0.09475917668920852
Rpl35,-0.0947502422920445
Erh,-0.09472565860995347
Taf1,0.09466655193815389
Arhgap31,0.09456251033964663
Eif3m,-0.09449467708909857
Gm42047,0.09434859485404118
Immp2l,0.09432996833090346
Pgk1,-0.09427320864999714
Kcmf1,0.09425875024571034
Atf7ip,0.09423762620619801
Mcph1,0.0942187936133661
Tgfbr3,0.09418261124985397
Arid1b,0.09406867202015223
Atp5g1,-0.09403723530435223
Nsrp1,0.09399705826906223
Prkar1a,-0.09373814197463133
Cct7,-0.09363263434895581
Eif3e,-0.0935478052509237
Aebp1,0.09354185539953751
Tmem258,-0.09336032815496303
Lman1,-0.09333385846829886
Mlf2,-0.09333044176400411
Gnai2,-0.0932913462160081
Rock2,0.09326674922905684
Psmc5,-0.09323541746154208
Shisa5,-0.0932169724866655
Ccdc88a,0.09319109935318023
Ehbp1,0.09318839856665562
Osbpl9,0.09317635104226983
Ddx50,0.09315722321724587
Tardbp,0.09311428615022775
Pole,0.09310696284555098
Psmb10,-0.09294814548038968
Ndufa1,-0.09294628153243747
Ezr,0.09278987663854459
Trip11,0.09276596816200454
Mrpl57,-0.09265637714407138
Taok1,0.09264094701203049
Mt2,0.0926348371748535
Naa20,0.09258097019500655
Selenom,-0.09256840609382383
Lrch3,0.09244389253491261
Fbxl17,0.09243156066280678
Oasl1,0.09241657228044689
Cacybp,-0.09236411892905984
Larp4,0.09229054893400696
Fkbp2,-0.09222434751100839
Gm57414,0.09222100786835692
Vamp8,-0.09210416424647615
Rcc2,0.09206048092762319
Alyref,-0.09200371176742551
Rpl41,-0.09193735526207895
Itsn1,0.09181944277400561
Mrpl18,-0.09163742824793188
Psma3,-0.09161617830710089
Emp3,-0.09150250011597458
Smchd1,0.09143872394998424
Smg6,0.09143682583783382
Rpl23a,-0.09141906088217122
Gbf1,0.09140765728320639
Tmsb10,-0.09139480558482813
Diaph2,0.09114540503503339
Eml6,0.09099758967898833
Eif6,-0.09098128028070064
Eif1a,0.09095022051320166
Slk,0.09082638301425705
Zfas1,0.09081636139749559
Tsc22d1,0.09076369898215524
Pde4d,0.09073797684514309
Zfx,0.09073744175070425
Zfp207,0.09067537434649657
Etfb,-0.09061072699493507
Get4,-0.09047818344322622
Chchd2,-0.09044767104707885
Tomm6,-0.09038899807899337
Usp12,0.0903696668355139
Rps11,-0.09036823892491848
Rnasek,-0.09033972178801059
Micos13,-0.0902980562279995
Rps19,-0.09021230441652128
Cct2,-0.09016593522113278
Rpl22,-0.09010677401407084
Snrpb2,-0.09007925221900413
Psmb7,-0.09004751638990798
Ubtf,0.08998685027145499
Msmo1,0.0899312906684866
Phf20,0.08992618556341536
Myh9,0.08984847008891843
Tnks,0.08980758392114087
Hspd1,-0.0897655905796004
Lrba,0.0896456129190633
Mapk14,0.08961537498432041
Eif3h,-0.0895152037198998
Aimp1,-0.08948290295774153
Kitl,0.08945765513855107
Kdelr2,-0.08942184781859207
Tes,0.08926362902127469
Gm12216,0.08901220272101952
Hs6st1,0.08895195240469138
Rps17,-0.08883622101702635
Rps15,-0.08883288463765919
Kif1b,0.08880029582292741
Myc,0.08876684550995173
Git2,0.08876391577125624
Fer,0.08872236748594269
Srsf9,-0.08853233357690135
Paics,-0.0884719634942549
Ap1g1,0.08844657296652908
Myof,0.08839521055414779
Pafah1b1,0.08836587156497673
Tcp1,-0.08831754096231932
Atad3a,0.08826703238556237
H3f3a,-0.0882580555194082
Memo1,0.08823505307024952
Nop56,0.08809373588813146
Pnpt1,0.08808536629231006
Clic1,-0.08799666229052332
Cdk14,0.08792020127902694
Ccdc59,0.0878808957340725
Pbx3,0.08779638291842858
Atp5j2,-0.08778112824387217
Wwtr1,0.08768628832844516
Tpm2,-0.087664844689269
Dap3,-0.08764542414268524
Galk1,-0.08750285673073092
Rhox5,-0.08745807964905751
Ap3b1,0.0874373620197676
Gatad2a,0.08742177147310436
Sod2,-0.08739655343644931
Rpl27a,-0.08734510411730509
Mmp11,-0.0873181137835944
Babam2,0.08724798298659758
C1qbp,-0.08722756067587617
Vars,0.08702796747035015
Phlpp1,0.08691330569130305
Ddx3x,0.08689121612000393
Noc2l,0.08679327287112926
Thrap3,0.08677216000223878
Eif2s2,-0.08671049832870395
Lrrc58,0.08669848156875103
Ywhab,-0.08668658593764864
Txnl1,-0.08668068365449956
Eif4g3,0.08665492216801063
Tpp2,0.08647692043905324
Jak1,0.08638356599288087
Atf4,0.08637660205549422
Srpk1,0.08627201767517811
Tnfaip6,0.08626457874695886
Ctps,0.08624753920602288
Tmem164,0.08623745726502853
Septin7,-0.08604405116683221
Ppp1cc,-0.08600636742412263
Rnf11,0.08596449306971982
Psmd8,-0.08594073435608078
Nptn,0.08588975109777944
Dpysl3,-0.0858629899502585
Ralgapb,0.08575213653842016
Igfbp6,-0.0855680198001705
Pfdn2,0.08553931554372439
Pfdn5,-0.08552259306655144
Irs1,0.08552150484188019
Knop1,0.08551488054494458
Adamtsl5,0.0854828649995552
Tbc1d5,0.08548083426466424
Lrrfip2,0.08534976329577697
Rps6ka3,0.08527069160043757
Psmb6,-0.08521992593290215
Cox14,-0.085211317242427
Stmp1,-0.08515818368848192
Luc7l2,0.08513641753725489
Rpl39,-0.08513336611900282
Dennd1a,0.08498689762959834
Cox7b,-0.0849462011932428
Rnf187,-0.08490092349308025
Etf1,0.08460258121749252
Acap2,0.08450283556326689
Sgk1,0.08449098074697572
Nop10,-0.08449043612351352
Use1,-0.08443145602510985
Atp6v0c,-0.08423740376977894
Foxp1,0.08423117046467088
Rwdd1,-0.08408031476838804
Eml4,0.08404590438513233
Wdr33,0.0839518927348402
Rnh1,-0.08387650311783501
Pign,0.08361664297940107
Chchd3,0.0835996263758044
Ppp2r2a,0.083528471358573
Gtf2f1,0.08349288543493427
Timp2,-0.08347890128301613
Ifitm1,-0.08336127774527305
Selenow,-0.0833219771202396
Utp4,0.08329383632627083
Ndufa11,-0.08322905738343052
Ccl7,-0.08312294723202729
Adnp,0.0830948811914003
Rab5if,-0.08306798789961634
Snx25,0.08306763208475139
Scoc,-0.08306675492155446
Creg1,-0.08304069656756256
Rps23,-0.08296117144487264
Tm4sf1,-0.08290708786368807
Smdt1,-0.08289692804376525
Gnaq,0.08287491986764646
Cep83,0.08281034005430996
Glrx3,-0.08275801252663802
Cdc42bpa,0.08268569504832607
Hexb,0.0826231730606819
Mydgf,-0.0825519299437326
Ppp1r2,0.08248704154812764
Cop1,0.08241926272970648
Hmgcr,0.0823595129931297
Prmt1,-0.08221742930121996
Maml3,0.08213870792523598
Asap1,0.08212981417632147
Dpm3,-0.0821267960134928
Rpl18a,-0.08210337802601196
Dffb,0.08196734010612375
Uba52,-0.08192058337263212
Gm15398,0.08189830952874763
Hmga2,0.08184854301331641
S100a10,-0.08178383750759098
Foxn3,0.08177000946606806
Zfp326,0.08173827018225147
Ccnd2,0.08172810727965946
Gpx1,-0.08159497000667845
Nrip1,0.08146050024049362
Emg1,-0.08144949872374983
Nedd9,0.08137420244243457
Senp6,0.08132191291235419
Rrp1b,0.08129676876825775
Nmi,-0.08118606201523762
Cit,0.08113084555235396
Tex13b,0.08111929818933745
Brd3,0.08109829207354831
Eri3,0.08107381395105517
Sdad1,0.0809477846059393
Dcp2,0.08090899348537806
Pbx1,0.08088058274872237
Cep290,0.08069197573342561
Fdps,-0.08057534035537281
Adgrl2,0.08051576432918028
Tfrc,0.08038854228741106
Ddx18,0.08038687516906405
Rest,0.0803740112221477
Eif4g1,0.08032030664926537
Capzb,-0.08031169307138021
Il34,0.07999368811475595
Ppfia1,0.07984372734203173
Cald1,0.07982435176113273
Hpf1,-0.07974870654548408
Tasor,0.07973029667600112
Lgals3bp,-0.07972756425786551
Fndc3a,0.0797096760620185
Tpm1,0.07961779041690596
Naf1,0.07950452923356989
Acbd3,0.07892879914129333
Ptges3,-0.07891611203665619
Rabgap1l,0.07883855587666139
Uqcrh,-0.07882924164210516
Immt,-0.0787732455112749
Kif2a,0.07874965425925647
Xrn1,0.07868165907222956
Tmed9,-0.07846621303132982
Rhoa,-0.07844893968269787
Pno1,-0.07835919603857973
Ptma,-0.07818962957007068
Cdkn1a,0.07815246820310924
Ndufa13,-0.07810339316311239
Ncor1,0.07792655814552867
Dbf4,0.07790374026470653
Zcrb1,-0.07789774317272563
Rbbp8,0.07789296168467488
Ptprk,0.07788754510448492
H2-D1,-0.07781284062206575
Snu13,-0.07761754402102362
Dap,-0.07759844661307319
Mrpl52,-0.07749752364891221
Sem1,-0.07742655483572511
Gnl2,0.07739990327102797
Tcf3,0.07738008315067275
Tshz3,0.07729297103233672
Hsbp1,-0.07729195544275419
Fam120a,0.07696459604235517
Washc2,0.07692010453004798
Tcf4,0.07685269276576634
Romo1,-0.07683601452701934
Lman2,-0.07682801925441828
Sec24d,0.07680871802668522
Sec61b,-0.07675634010414827
Fau,-0.0767511478260208
Rpl10a,-0.07674327225861946
Tcf12,0.07671926789875425
Sub1,-0.07664781488003708
Mrpl51,-0.07659117838909732
Tomm5,-0.07657550964885693
Desi2,0.07654762053401015
Hectd1,0.0764435613281632
Ola1,-0.0764336502364025
Elf1,0.07638057061971969
Naa50,0.07637901319763703
Rps28,-0.07637108098382071
Kcnn4,0.07624212226657669
Esf1,0.07622550432392669
Prrc2c,0.07619038540283411
Nudcd2,-0.0760554727555039
Eef1g,-0.07605335651866095
Eif2ak2,0.07600905203604365
Rplp2,-0.07598287805108593
Scaf11,0.07596481843627269
Zfp36l2,0.0759483637943223
Bms1,0.07590309663080218
Tor1aip1,0.075834355317245
Golim4,0.07575887996032375
Manf,-0.07568318381120687
Ggnbp2,0.07546740139388716
Tgs1,0.07545904194638088
Atp6v0b,0.07543864206218676
Colgalt1,-0.07539308978849188
Sbf2,0.07538845303865611
Wapl,0.0753520125753061
Celf1,0.07527649356076067
Mkln1,0.0752178639232559
Cebpb,0.07521171252230469
Camkmt,0.07503660533251927
Fabp5,-0.07501096602163695
Ap3d1,0.07476879123954155
Lnpep,0.07474537582950311
Tax1bp1,-0.07459614203313082
Ifi204,0.07454374994514382
Ubxn4,0.07448704495490868
Clint1,0.07437930202905298
Bex3,-0.07433736767917046
Lrrk1,0.07429950823016707
Myl12b,-0.07427337749802326
Cab39,0.07417956703387213
Actr2,0.07410891329923679
Nap1l1,-0.07409249940909376
Psmc4,-0.07400661760624802
Sh3glb1,-0.07382678189794868
Psme4,0.07378518775202778
Etfa,-0.07375762245956959
Cask,0.07370913057525845
Atp6v1g1,-0.07367572958065136
Slc10a7,0.0736148290914926
Phb2,-0.07353578595644548
Cast,0.07350059481085545
Smad4,0.0734974508779858
Incenp,0.07349154202558454
Cycs,-0.07344146172905455
Airn,0.07341474984643681
Atm,0.07337141200177573
Ext1,0.07336789101845438
Ero1a,0.0732976115911766
Cct6a,-0.07320526152302301
Tuba1c,0.07319677955294505
Dhx15,0.07318711217363486
Trib3,0.07293731104899591
Pitpna,0.07292352784400787
Hnrnpab,-0.07287541457418024
Dnm2,0.07279594970844801
H2aj,0.07276365320272837
Cisd3,-0.07269349647044594
Ifit3,-0.0724677778977101
Gtf3a,-0.07223209021982399
Hook3,0.07223154859925385
Egln1,0.0721915129111214
Tnfrsf12a,0.07215360174310241
Rbbp4,0.07207796656608481
S100a4,-0.07197729379347372
Plaa,0.0718915757610207
Rbx1,-0.07188483753003158
Tma7,-0.0718599554192821
H13,0.07181807979151184
Zranb2,0.07174720787482407
Pacsin2,0.0716228705774306
Ghitm,-0.07158769414063815
Lpp,0.07155515029368104
Clasp1,0.07146593703068957
Dbi,-0.07144695807317336
Capza2,-0.07142901197979264
Glrx5,-0.07142736083804811
Atxn7l3b,0.07141863259192893
Anp32b,-0.07141543009597136
Trerf1,0.07141108842078438
Dnajc1,0.07139889640032239
Rdx,-0.07132838713803936
Mbnl1,0.07123479485965153
Mark3,0.0711991129870815
Rabggtb,0.07118491624084006
Aarsd1,-0.07117539478590412
Sptbn1,0.0711250750272678
Nop58,0.07104561597519275
Chchd1,-0.07098356893808173
Rad23b,0.07097409273637008
Ap1s1,-0.07091236462728942
Zbp1,-0.07081664876928062
Gm45866,0.07065452470796978
Cul3,0.07062087244632312
Zfr,0.07047222755748268
Inpp4b,0.07034578817418381
Eif2s1,-0.07034095649671446
Magoh,-0.07031134920028793
Ranbp1,-0.07030570655630342
Lmo4,0.07025466984270295
Ube2e2,0.07007266670678441
Nop14,0.07003736364073693
Marcks,-0.0698704632304085
Gmds,0.06986374926284103
Ddx60,0.06981959478759474
Ndufa10,-0.06978569162584877
Gemin5,0.06978402521222614
Gabarapl2,-0.06977555610047574
Tbca,-0.06977391313843447
Mtarc2,-0.06969716805544858
Anln,0.06966121225236174
Slc9b1,0.06955588170284423
Gpi1,0.06952154683716079
Rpn2,-0.06943318087847422
Spp1,-0.06934097598054766
Prpf6,0.06928143642234162
Glg1,0.06927539135688045
Paip2,0.06926781217963351
Ppfibp1,0.0692510519821241
Capns1,-0.06920821146746567
Siva1,-0.06918452800758962
Bmpr2,0.06903648337411711
Tbl1x,0.06876923597395401
Mrps36,-0.06867523340503015
Rab7,0.06865168633769006
Pcolce,-0.06863499288079722
Sh3pxd2b,0.0685046474395548
Nxn,0.06847617728790557
Ddrgk1,-0.06844265264311643
Plac8,-0.06842875599630975
Sema3a,0.06834552652441492
Cltc,0.06825130538168739
Svil,0.06824005750622888
Krit1,0.06820944113854979
Set,-0.06810263420027408
Rtf1,0.0679996503373566
Nemf,0.06796550963401679
Wipf1,0.06789584488818949
Cct8,-0.06778205769227187
H3f3b,-0.06776121953738158
Rsad2,0.0677560620163073
Prelid3b,-0.06775451539920194
Mia3,0.0677527426245737
Cks2,0.06772639289057641
Ktn1,0.0676766000309015
Mrps17,-0.06764201936161232
Nhp2,-0.06760392686068606
Hjurp,0.06751311043525175
Sec62,-0.06735960580089073
Sntb2,0.06731579371091538
Lsm12,-0.06729997718951752
Daxx,0.06725592378946892
Irf2,0.06721412107362931
Parp14,0.06717558721026563
Tnrc6b,0.06713742642568031
Edf1,-0.06713601492379918
9930111J21Rik2,0.06707896455794507
Ppp2ca,0.06707369135594457
Psmd2,-0.06704436688927894
Adss,0.067038891236991
Commd1,-0.06695819388292487
Tbrg1,-0.06685970105051094
Tcf25,0.06684767400495906
Snrnp70,0.06683020659686598
Cnot6,0.06677487019847453
Actn1,0.06673360461847704
Snx6,-0.06670563328981162
Btg3,0.06668587947469026
Prc1,0.06657425832348786
Eif1ax,-0.06655599994109934
Atg4a,0.06649569592108304
Nudcd3,0.06635721052856587
Cyfip1,-0.06629525915875129
Gng5,-0.06617585591552622
Diaph3,0.06597135566302326
Calm3,-0.06585184483646304
Mt1,0.06581262945107068
Rpl13,-0.06568821536121129
Slc25a13,0.06560652151867193
Ndufv3,-0.06553622865401547
Txn1,-0.06551317187806624
Ptpn11,0.0653351089350825
Lmna,0.06527055787697307
Rpl11,-0.06520248637475486
Park7,-0.06517786581977529
Tomm20,-0.06499634545343455
Arhgap5,0.06494729702927575
Tlk1,0.06490200637311443
Lamp1,-0.06472651877426275
Znhit6,0.06472498569020721
Eif1,-0.06455737828894255
Grn,-0.06451350884248003
Nsmce2,0.06446184238186253
Samd9l,0.06443953707118652
Vav3,0.06412431590144926
Ap2b1,0.06406693252770665
Herc6,0.06391342086600868
Upf3b,0.06373278295013618
Tmem208,-0.06372651335179032
Csnk1a1,0.06372440614604
Elovl6,0.06365028912912649
B3galt1,0.06336607373198944
Skp1,-0.06335353343015147
Tmem167,-0.06330552852812668
Ap2s1,-0.0630247139344582
Snrpa1,-0.06294540404505417
Cct4,-0.06283038860689133
Dtymk,-0.06281459518775562
Hspe1,-0.06269362394609226
Tle5,-0.06262407606071538
Gmps,-0.06249486501094059
Ddx39a,-0.062453641593444645
Arpc5,-0.06243991604331435
Dctpp1,-0.062368951937887225
Eif3d,-0.06234392461613234
Ube2l3,-0.06220391945190542
Col5a1,0.06219683476815108
Pam,0.062189993146163726
Serbp1,-0.062158473374907625
Ptp4a2,0.06214567002659895
Uqcr11,-0.06214038387403486
Eloc,-0.06203731867102125
Acadl,-0.061943243700284804
Snrpg,-0.061934769920186546
Slbp,0.06192043936446835
Fcer1g,-0.06189174498726575
Hsp90b1,-0.06179792261712208
Tm9sf4,0.061679472620516984
Lims1,0.061304241642115405
Hba-a1,-0.0612467060836431
Hbb-bs,-0.061236051949896446
Utp18,0.061073714579011666
Ppp4r3b,0.060872616654464355
Phgdh,-0.06081722580386563
Axl,0.06079809100947949
Ndufa5,-0.060793486062415074
Ralbp1,0.06077875932417353
Reep5,-0.060774138958946684
Sinhcaf,0.060648538799965984
Trmt112,-0.06060614405488358
Denr,-0.06048577725868076
Elob,-0.060465466407671524
Rbbp7,-0.06046074226237166
Fxyd5,-0.06035900549271231
Mbd2,0.06035871513095898
Ddx41,0.06032201241487277
Brca2,0.06028089021112707
Oas2,0.06017950408738315
Dtx3l,0.060173845952942145
Ipo5,0.06007614906113125
Dock1,0.0600080171431873
Pclaf,-0.06000782312824757
Sh3d19,0.059962489049955076
Sf3b6,-0.05986373661544221
Suz12,0.05975614402641851
C1qb,-0.05965992146349313
Mlec,-0.05958017468359074
Tars,-0.059527580800807
Rcn1,-0.05947239857805984
Faf2,0.05946018122827803
Fnbp1l,0.05939417969452958
Srsf7,0.05938558296667029
Ddit4,0.05929214471077063
Pitpnb,0.05925400327372361
Zc3h15,0.05924922525381159
Hnrnpm,0.059209981904576825
Polr2e,-0.059175039950761434
Serf2,-0.05902151258818151
Rock1,0.05899573370477919
Emb,-0.058928193769970265
Atad5,0.05888590490429538
Rpl37a,-0.058882739095060435
Tsn,-0.058872825609690815
Cwc27,0.058829913886366186
Atic,-0.058811481145919595
Laptm4a,-0.05869516593072592
Cul4a,0.058685760990742866
Bod1l,0.05866571606079826
Rps29,-0.05853209311521084
Mecom,0.05852898523983799
Emc6,-0.058444571022214495
Cd47,-0.058426140288932046
Sdccag8,0.05841358890337714
Mtpn,-0.05841176139599019
Nfic,0.05838251115664864
Tnks1bp1,0.058373697357152234
Rpn1,-0.058354196014572327
Sdc4,0.058169588123891704
Gtf2i,0.05812404449659586
Pdia4,-0.05810527122299982
Hspa8,-0.05806152093300735
Hspa5,0.05797078868409452
Ccdc58,0.05785246542257958
Ndufs4,-0.0577537910020094
Htatsf1,-0.05773257091207294
Nsa2,-0.05755427121062106
Bst2,-0.05754147025501467
S100a11,-0.05747304496740942
S100a13,-0.0574554172382762
Cux1,0.057417819189582435
Nars,0.05728943647492642
Thoc7,-0.05728343113761609
Chst11,0.05692654973117094
Lsm2,-0.056915755145758945
Fxr1,0.056907191988105794
Snrpb,-0.05689338748741
Prl2c2,0.05687455133319069
Cdt1,0.05685962843200985
Dhx36,0.05683934866525909
Prdm5,0.05673527289880391
Mbd5,0.056551904178152
Selenos,-0.05649712809569951
Bag1,-0.05646537925591379
Ndufb1,-0.05644037028609907
Cdc42bpb,0.05639568918320787
Srsf2,0.05639226655176425
Ctsz,-0.05638379185517889
Mphosph8,0.056273780611338635
Sf3b5,-0.05621171307085627
Mnat1,0.056210932421904
Rpl22l1,-0.05619698119394725
Hba-a2,-0.05611707164575122
Kif5b,0.05600206288910094
Clta,-0.05597025989754104
Smn1,-0.05587797719762902
Tubb5,-0.055782678191266075
Ptpra,0.055749006359915816
Gng12,0.05569549085536536
Man2a1,0.055670949172635716
Ndufs7,-0.0555585984543723
Selenoh,-0.055529341081636825
Mybbp1a,0.05552693764131278
Tmsb4x,-0.055519450052098705
Gcsh,-0.05546914730920777
Eif4b,0.05544893926530317
Deptor,0.0554156593844358
Cdk1,-0.05539748233449293
Ms4a6c,-0.055271974848842366
Riok3,0.05521287411989401
Rbms2,0.055148696026592725
Csde1,0.055114507337859595
Sh3kbp1,0.05511276429602472
Herc2,0.05502874393646071
Fbl,-0.054891823261309564
Eif3a,0.05479129722131932
Hnrnpu,0.054788374386154706
Vegfb,-0.05475805610620791
Plcb4,0.054676778769894394
Hells,0.0544864939655078
Lactb2,0.054470874637134285
Sec63,0.054416798468763516
Nek7,0.05434367592456209
Prpf40a,0.054305794486227695
Kmt5a,0.054303502389684545
1810037I17Rik,-0.054157898322811225
Psph,-0.053986290384342515
Uqcc2,-0.05395870891704899
B2m,-0.05391588782064023
Csnk2a1,0.05390288800519972
Rbis,-0.05385288107158006
Eno1,-0.05383754345742586
Septin9,0.05382898296554695
Cks1b,-0.05371309074880772
AI506816,-0.05352724854720274
Lgals9,-0.05350074022030128
Rars,0.05334635809004648
Bltp2,0.05327524275589017
Hmgb1,-0.05320372820208318
Mmp14,-0.05315035838469402
Cpne1,0.05310116251617545
Rabl6,0.05278695169415202
Ilf2,0.052749425458895625
Casp4,0.05264511889799535
Gnb1,0.05258077944477148
Mybl2,0.052318933661471535
Psmb2,-0.052231883981514585
Ptbp3,0.052215238897953944
Aldh2,-0.052185219235585674
Hnrnpl,0.05199958143519888
Grb2,0.05197292228903362
Anxa1,0.05195947927637355
Ftl1,-0.05189283005272096
Tmf1,0.05185331566934606
Cep170,0.05178358307718256
Rpl7l1,-0.05159642284633899
