gene,corr_v_hypoxia_residual
Ankrd17,0.19830725803913263
Btg2,0.19817238169961035
Luzp1,0.19778301834369713
Hes1,0.19770113908908882
Camk2d,0.1964167597856013
Slc25a37,0.19634922943883865
Pkp4,0.19548454626333325
Sparc,-0.19517935685849472
Rps9,-0.1951057886886394
Timp1,-0.19499850338365796
Gm20186,0.19463613543909475
Fosl1,0.1946204847043667
Usp36,0.19448017908334544
Topors,0.19430473421746994
Ash1l,0.1938528413326933
Rsrp1,0.19384158579040323
Junb,0.19345297014556065
Mat2a,0.1922391803065054
mt-Nd4,0.1909994335511404
Kdm5a,0.19056003666607574
Tpt1,-0.19024917872537775
mt-Nd4l,0.19019462646903748
Atp13a3,0.19002864289446122
Fos,0.18992494423877218
Zfand5,0.18979507296599968
Rps3a1,-0.18962164861702901
Sik3,0.18912559912096313
Runx2,0.1891139703900821
Atp5pb,-0.18900004885501503
Luc7l3,0.18894059648622966
Mbtd1,0.18892299623876216
Kdm3a,0.1887462929034953
Lhfpl2,0.18867605137415966
Sbno2,0.18810350261141015
Srek1,0.18784557079293987
Golgb1,0.18779520435506575
Rbm3,-0.18773568484391834
Eef1a1,-0.1877105706995559
Gm14636,0.1873244838075433
mt-Atp6,0.18729735369892572
Npepps,0.1868242129026198
Ccnl2,0.18651918390534758
Agap1,0.18594206348589182
Fam13b,0.18562573816032357
Smurf1,0.1854620970233484
Gphn,0.18529505007943106
Ogt,0.18455655690246658
Slc25a5,-0.18449288418634885
Gm41609,0.1842903525454567
mt-Atp8,0.18422789024162722
Pawr,0.18412013587742537
Rbm27,0.1840825216361321
Rab5a,0.18404107446132206
Nsd3,0.18397534122889905
Pcdh17,0.18381166448392605
Ndrg1,0.1836266859798549
Rapgef6,0.18340675000500506
Herc4,0.18336883858685035
Sqstm1,0.183233282958228
Asxl1,0.18303170209658687
Ppp1r10,0.18298780279192053
Gcn1,0.18236902543310754
Hspa1b,0.18180143262079052
Aff4,0.18135628162561626
Tns3,0.18123953644739824
Ppia,-0.18053039480381033
Cdk8,0.17990852323597026
Bdp1,0.17972492189257513
Prpf39,0.17886556233740056
Sppl3,0.1784964574205623
Chd2,0.17844410735609773
Pan3,0.1783880059492065
Lcor,0.17790773971230062
Rpl30,-0.1778490729766374
Rpl7,-0.17752547917108702
Otud7b,0.17750430865755673
Fnip2,0.17682266592252271
Etv6,0.1765768961718643
Polr2a,0.17630889625538526
Fth1,-0.1762777383476229
Kdm6b,0.17601544947190195
Kansl1,0.17573646416208788
