gene,lfc_a_minus_b,mean_a,mean_b,frac_a,frac_b,pval,padj
Uba52,0.5113753080368042,1.7729883193969727,1.2616130113601685,0.9653846153846154,0.8871287128712871,3.746318509875469e-19,1.4985274039501876e-15
Rhox5,-0.26943477988243103,0.14425897598266602,0.41369375586509705,0.17692307692307693,0.45544554455445546,2.2235995405253e-16,8.894398162101201e-13
Camk1d,-0.45564746856689453,1.0487704277038574,1.504417896270752,0.8115384615384615,0.9108910891089109,1.4719289509925371e-13,5.887715803970149e-10
Ccl5,0.3378499150276184,0.5649825930595398,0.22713269293308258,0.47307692307692306,0.18217821782178217,2.4667287951422585e-13,9.866915180569035e-10
H2-Eb1,0.1859295815229416,0.3143324553966522,0.12840287387371063,0.3038461538461538,0.09702970297029703,2.864347625334865e-12,1.145739050133946e-08
Gm10076,0.389418363571167,2.096834421157837,1.70741605758667,0.9923076923076923,0.9603960396039604,8.716860503359218e-12,3.486744201343687e-08
Lmna,-0.4315238893032074,0.4788060486316681,0.9103299379348755,0.43846153846153846,0.6851485148514852,1.945825891152618e-11,7.783303564610472e-08
H2-Ab1,0.2958696186542511,0.6997867822647095,0.4039171636104584,0.5615384615384615,0.3603960396039604,3.4012759674242337e-10,1.3605103869696934e-06
Abca1,-0.31748849153518677,0.565665602684021,0.8831540942192078,0.45,0.6316831683168317,4.2623559526578815e-09,1.7049423810631526e-05
Top2a,-0.18525005877017975,0.09408651292324066,0.2793365716934204,0.1076923076923077,0.31485148514851485,5.228648052695624e-09,2.0914592210782495e-05
Msrb1,0.3640158176422119,1.7920689582824707,1.4280531406402588,0.9307692307692308,0.8594059405940594,7.052968217381295e-09,2.821187286952518e-05
Npm1,-0.349389910697937,1.4104840755462646,1.7598739862442017,0.8961538461538462,0.9762376237623762,7.879344174209845e-09,3.151737669683938e-05
Arhgdib,0.3332587480545044,1.386110544204712,1.0528517961502075,0.8653846153846154,0.7643564356435644,8.41995955281877e-09,3.367983821127508e-05
Mrc1,-0.35890263319015503,0.263100266456604,0.622002899646759,0.23846153846153847,0.42178217821782177,9.506252073520427e-09,3.8025008294081706e-05
Cd52,0.47737348079681396,2.45867657661438,1.981303095817566,0.9730769230769231,0.9128712871287129,1.012020859772897e-08,4.0480834390915876e-05
Cfl1,0.1700291633605957,2.512878179550171,2.342849016189575,0.9961538461538462,0.9861386138613861,1.2380490010116645e-08,4.952196004046658e-05
Gzmc,0.18182852864265442,0.3537749648094177,0.1719464361667633,0.4269230769230769,0.21188118811881188,1.2980451164353043e-08,5.192180465741217e-05
Cmss1,-0.38661229610443115,1.6917861700057983,2.0783984661102295,0.9653846153846154,0.9881188118811881,2.3134548102829303e-08,9.253819241131721e-05
Pf4,-0.8810091018676758,0.805098295211792,1.6861073970794678,0.4115384615384615,0.6376237623762376,2.4633126584887225e-08,9.85325063395489e-05
H2-Aa,0.23456670343875885,0.41422411799430847,0.17965741455554962,0.35384615384615387,0.12079207920792079,4.0499808363096366e-08,0.00016199923345238545
Rps27,0.31997227668762207,2.3150205612182617,1.9950482845306396,0.9923076923076923,0.9722772277227723,4.8946095783314345e-08,0.0001957843831332574
Plac8,0.5607898235321045,2.997133255004883,2.4363434314727783,0.9615384615384616,0.9168316831683169,5.4889641938522854e-08,0.00021955856775409142
Tpm1,-0.26646310091018677,0.28898561000823975,0.5554487109184265,0.2923076923076923,0.500990099009901,6.445401946734902e-08,0.00025781607786939606
Rpl12,-0.3517739772796631,1.4963812828063965,1.8481552600860596,0.9153846153846154,0.9564356435643564,7.54566876301753e-08,0.0003018267505207012
Pcolce,-0.12194371223449707,0.04006548225879669,0.16200919449329376,0.057692307692307696,0.2099009900990099,3.2883143573281874e-07,0.0013153257429312749
Cyfip1,-0.2721891403198242,0.8933145999908447,1.165503740310669,0.75,0.8455445544554455,4.1649210418550556e-07,0.0016659684167420223
Timp2,-0.2067374587059021,0.2635982632637024,0.4703357219696045,0.24615384615384617,0.42178217821782177,5.651473234697559e-07,0.002260589293879024
Mt2,-0.26366350054740906,0.3615199029445648,0.6251834034919739,0.3038461538461538,0.4910891089108911,9.009475637686792e-07,0.003603790255074717
Rps29,0.22476601600646973,2.7415475845336914,2.5167815685272217,0.9961538461538462,0.9920792079207921,9.12616165418007e-07,0.003650464661672028
Ly6i,0.20454075932502747,0.46056583523750305,0.2560250759124756,0.38461538461538464,0.19603960396039605,9.610510181103542e-07,0.003844204072441417
Ly6c2,0.7037405967712402,2.8243422508239746,2.1206016540527344,0.9730769230769231,0.8217821782178217,9.911238827704958e-07,0.003964495531081983
Banf1,-0.1717466115951538,0.2511866092681885,0.4229332208633423,0.28076923076923077,0.4891089108910891,1.246399577771397e-06,0.004985598311085588
Sdc4,-0.2581441402435303,1.1156928539276123,1.3738369941711426,0.7384615384615385,0.8198019801980198,1.2702118676117711e-06,0.005080847470447084
Sema3a,-0.06862156838178635,0.008446869440376759,0.07706844061613083,0.011538461538461539,0.100990099009901,1.2829869765339814e-06,0.005131947906135925
Tmsb4x,0.2682986259460449,4.22579288482666,3.9574942588806152,1.0,0.994059405940594,1.6562349931397682e-06,0.006624939972559073
Shisal2b,-0.11490640044212341,0.06546419858932495,0.18037059903144836,0.08461538461538462,0.22574257425742575,1.6943547057606472e-06,0.006777418823042588
