gene,r_vres,pval,padj
Pdss1,0.007903559449488746,0.7169829383644708,0.7464684418162111
Prpf40a,0.007782510218816296,0.7211352956243551,0.7500107078776443
Epn2,0.007720297450467158,0.7232725923954465,0.7519017223850779
Whrn,0.007718643088350399,0.723329456934445,0.7519017223850779
Slc7a11,0.007559430910898911,0.728809074837755,0.7574009611200364
Grk5,0.007479525424181973,0.7315644358121619,0.76006694629835
Opa1,0.007275733656167007,0.7386073424868742,0.7667867557610945
Dock1,0.0067705161631614365,0.7561609627069669,0.7837296929399357
Sec14l1,0.006766553565981994,0.7562991536870379,0.7837296929399357
Rab7,0.0066424190774124455,0.7606321228209219,0.7878116238435234
1700025G04Rik,0.006606574575415046,0.7618846952422442,0.7889046805511201
Kif15,0.006574389772045277,0.7630099123973147,0.7898653337446323
Atrnl1,0.006450286656791491,0.7673533645882097,0.7941561341145766
Hnrnpm,0.006430520207478465,0.7680458439837875,0.794667195016852
Ccdc58,0.006363258460646528,0.7704036125434058,0.7969005560314516
Axl,0.006340547004777316,0.771200211872717,0.7975183163109794
Fn1,0.006315406514057069,0.7720822902758216,0.7981224572593654
Atp6v0b,0.006155550745656598,0.7776978277835085,0.8034068468837898
Ppp4r1l-ps,0.0059443794227435065,0.7851337975343127,0.8102515970426343
Mpdz,0.005937422314108887,0.7853791158472673,0.8102957088958135
Eefsec,0.005912906776931355,0.7862437408952065,0.8109785878238335
Fars2,0.00585120670664512,0.7884209707198963,0.8128051244535013
Phtf1,0.005796345988395173,0.7903582469019859,0.8145923699067105
Metap1d,0.005700639115181682,0.7937410025565349,0.8176574839624362
Plek,0.005581405247668235,0.7979607423620279,0.8210384958948985
Paip2,0.005578901410661211,0.7980494180098414,0.8210384958948985
Mbd5,0.005441258957238463,0.8029281254108983,0.8256330338415407
Dag1,0.00538147161508655,0.8050496802988745,0.8273440468804372
Knl1,0.005376882246681362,0.8052125936263854,0.8273440468804372
Ints3,0.005349742119533209,0.8061761859634226,0.828121403146813
Vrk2,0.005304924025220939,0.8077680661295373,0.8295435852421437
Ttc3,0.0052968640581172,0.8080544302406278,0.8296246717049568
Ssh2,0.005279592738571676,0.8086681527461238,0.829828786809773
Elovl6,0.005145561001432656,0.813434834444805,0.8340782716686029
Gmds,0.004902372826675501,0.8221010753632456,0.8423166755770959
Hmgxb4,0.004799844802752071,0.8257613342547716,0.8458502783659632
Gsr,0.004778080194226014,0.8265388226214522,0.8464299258796233
Oasl2,0.0046493855458241955,0.8311395791959982,0.8506405403398968
Tbc1d32,0.004645223479745825,0.831288468047164,0.8506405403398968
Supt16,0.0046104450781136366,0.8325328256731249,0.8516959853433502
Ifit2,0.004595076800693424,0.8330828304538396,0.8520407368487237
Col5a1,0.00456743937822043,0.834072132557473,0.8528344913675594
Cbx5,0.00428458597588771,0.8442119044951931,0.8628660497330081
Adk,0.0042757203841804585,0.8445301461761817,0.8628660497330081
Eif5b,0.004240220000565344,0.8458047311330678,0.8638636038442138
Nars,0.004236496691539884,0.8459384340644464,0.8638636038442138
Umad1,0.004178723691729926,0.8480136112410994,0.8657617266371612
Dnmt1,0.00408581528039788,0.851353037876031,0.868949260399113
Chchd3,0.0040326587639363375,0.8532648564115718,0.8704563697134117
Kpna3,0.003921872868070313,0.8572521202530695,0.8743009895492805
AI662270,0.0038895743729640436,0.8584152565905094,0.8751055024391874
Ptpn1,0.003881047156678561,0.8587223908360614,0.8751310989412091
Rbm28,0.003867176035158576,0.8592220480955445,0.8754172675451294
Trim37,0.0038202071752704812,0.8609143495692471,0.8769181049852275
Ncam1,0.0036556046199334325,0.8668500155323816,0.8822900921449176
Rad51ap1,0.0035080030800539452,0.872179012965409,0.8863607855339523
S100a9,0.0034431827826650083,0.8745211291451487,0.8882980981224017
Ilf2,0.0034429517859021694,0.8745294776015045,0.8882980981224017
Maea,0.0033492012008815636,0.8779188605453272,0.8912881832947485
Isy1,0.003327405653995694,0.8787071619872422,0.8918621283808599
Vcp,0.0032260096066014897,0.8823760224490489,0.8951316484393091
Arfip1,0.0031922317039734943,0.8835987882272208,0.8960957009801525
Brd3,0.0031604772411283656,0.8847485579637654,0.8968561155233303
Rras2,0.0031340569397851,0.8857053726635304,0.8975985534973706
Sdcbp,0.003033936011943619,0.8893327651354312,0.9006759181460046
Pam,0.002692774735744568,0.9017100218605648,0.9122003256050225
Gab2,0.002684158403606696,0.9020229428079041,0.9122861621318878
Puf60,0.0024690809368153772,0.9098387561536418,0.9197258085960494
Kpnb1,0.0024217206826461155,0.9115610043258149,0.9212339609154269
Pole3,0.002181889690320719,0.9202886294219506,0.9295844741635864
Clec4d,0.002103348902097766,0.923148924872192,0.9318918625627701
Lonp2,0.002079141229006456,0.9240307209812061,0.9324225236944562
Uhrf1,0.0020067497524224615,0.9266682274578517,0.9348481487594973
Nfia,0.0018564057777330067,0.9321483908831265,0.9401395772900922
Nfyc,0.0017117641576123114,0.9374237371284517,0.9452218171196892
Tada2a,0.0015058104296864737,0.9449399316553563,0.9520805356729031
Smc4,0.0014277221882257407,0.9477910467042273,0.9547127138798563
Tor3a,0.0013620547108077058,0.9501891803738005,0.9565409851927785
Luc7l,0.0012212890918465898,0.955331340905358,0.9610979284762152
Kif4,0.0011799851432199929,0.9568405341609786,0.9621322615997774
Gm1976,0.0011674054269524888,0.9573002118090254,0.9623525627635339
Il1b,0.001054736846717066,0.9614178690788261,0.9662491146520865
Atp11c,0.0009728001893686304,0.9644130303695693,0.968772506649492
Eif5,0.0009252243763213167,0.9661523779382922,0.970276051155704
Ehd1,0.0008998697594651845,0.9670793961232642,0.9709632491197432
Mctp1,0.0007977665565643,0.9708129414784953,0.9742227210020024
Vapa,0.0005908469540360714,0.9783811188231085,0.9808332018276777
Morc3,0.00037506446849924074,0.9862755216469443,0.9880045295736982
Usp3,0.0002688743320559588,0.9901610292123088,0.991400279561761
Ccl3,0.0001848731433645879,0.9932348107325679,0.9942290397723402
Bnip3,0.00013971384763095812,0.9948873294463055,0.9953850219572842
Nusap1,-7.022746342129696e-05,0.9974300921106114,0.9974300921106114
Rasa1,-0.00010483525433708368,0.9961636607354906,0.9964127639264722
Pitpnc1,-0.00015971698431561758,0.994155349501635,0.9949015256458694
Mlkl,-0.00033271466460197546,0.9878250713004262,0.9893090348527053
Neil3,-0.0004214510085920574,0.9845783302247254,0.9865514330909072
Ctnna1,-0.0004840218336200136,0.9822890998433155,0.9845042343706495
Mms22l,-0.000624962858244836,0.9771331622010411,0.979827688343987
Ccl5,-0.0006690523697355788,0.9755204552311202,0.9784558226992178
Med21,-0.0006834262760941233,0.9749947075114411,0.978173772271323
Slf1,-0.0008766083506343038,0.9679299213508084,0.9715733213057048
Samhd1,-0.0009819240708591609,0.9640794849765867,0.9686807183889342
Tpr,-0.0012050258663433254,0.9559255594864242,0.9614539195236853
Cdca7,-0.0013051847140304299,0.9522664008855352,0.9582554977464505
H1f1,-0.001358377896215725,0.9503234687890255,0.9565409851927785
Trip13,-0.001397942016773783,0.9488785419842078,0.955567514586312
Sgo2a,-0.0016009804689362406,0.9414660916291914,0.9488194423070712
Usp1,-0.0016372040047675299,0.9401441704322892,0.9477259782583559
Parva,-0.0020999737698850357,0.9232718628340645,0.9318918625627701
Tln2,-0.0021436568222685456,0.9216808661580237,0.930755734570082
Las1l,-0.0023632643957277495,0.913687329710235,0.9231496132460066
Arl6ip6,-0.0026363191190604904,0.9037606064455667,0.9138125444343445
Zeb1,-0.0027183843523142385,0.900780042895564,0.9114900509947524
Niban1,-0.0029102069134082954,0.8938186768742539,0.9046747741642246
Ttc1,-0.002935054149228032,0.8929175404739493,0.9039914355595539
Ncln,-0.0030315988381561824,0.8894174691691795,0.9006759181460046
Mef2a,-0.003056889651544498,0.8885009447838393,0.9002035914729882
Cep57l1,-0.003187381614984499,0.8837743850916754,0.8960957009801525
Dhx29,-0.003264656876926987,0.8809773284192021,0.8939394504507377
Ddx27,-0.003429109455209566,0.8750297788600121,0.8885806335212106
Amotl1,-0.003508732013593906,0.8721526811364967,0.8863607855339523
Calu,-0.0035524289895601316,0.870574441178113,0.8851799096879645
Trmt6,-0.0035574997097678907,0.8703913309905782,0.8851799096879645
Ptp4a2,-0.0035775121893972077,0.86966872264109,0.8847087717610275
Xrcc4,-0.0036050583263237106,0.8686742678159075,0.8839219209523352
Txnrd1,-0.003697819649728727,0.8653269870742568,0.8809640998465328
Slc3a2,-0.003801227226128398,0.8615983841136013,0.8773914298509179
Mcm5,-0.003887818505014154,0.8584784978928428,0.8751055024391874
Cdin1,-0.004064668298904721,0.8521135028267959,0.869503574313057
Mphosph6,-0.004275892532736898,0.8445239664433936,0.8628660497330081
Snx27,-0.0047398991361056984,0.8279031594149829,0.8476100941028748
Ash2l,-0.004943340413237103,0.8206396056379397,0.8410346970411885
Ccl6,-0.004957570662734232,0.8201321037869691,0.8407299885053502
Srsf2,-0.005167951100075888,0.8126380710981957,0.8334749447160982
Gnb1,-0.00523784045584302,0.8101522719311575,0.8311385195497896
Grem1,-0.005282644338170923,0.808559708031392,0.829828786809773
Supt3,-0.005387601955202968,0.8048320787769623,0.8273440468804372
Eda,-0.005564448048207663,0.7985613477512831,0.8213539190036339
Fkbp5,-0.005599362182206966,0.7973248577132939,0.8207152421135295
Flna,-0.0056501226562422,0.7955280738439858,0.8190765239062917
Fxr1,-0.0056682899742340545,0.7948852624632878,0.818625399035312
Cyb5r1,-0.00571206861371009,0.7933368220857578,0.8174516456318989
Galnt2,-0.005861104240177013,0.7880716016062446,0.8126543971190973
Ifi203,-0.006047973378176082,0.7814834514655714,0.806692595061235
Septin11,-0.006072903841636869,0.7806056896722434,0.805994516956369
Cda,-0.006134862602864548,0.778425432585461,0.8039508727967581
Bnc2,-0.006306837549487718,0.7723830080127508,0.7981224572593654
Saraf,-0.0063085158487798726,0.772324107380548,0.7981224572593654
H13,-0.006662495718020658,0.759930825925888,0.787289122948343
Suds3,-0.0067808856501943,0.7557993757663357,0.7836178079485078
Fut8,-0.006836878449853761,0.7538478162942971,0.7817970612333909
Ifih1,-0.00697474277372301,0.7490494415745286,0.7770222422972288
Klra4,-0.006980628887733843,0.7488447895303901,0.7770114547656447
Tfdp1,-0.007123083898354822,0.7438972477839764,0.7720780983746511
Exoc4,-0.007364028585506555,0.7355531976632612,0.7638143277915486
Larp7,-0.007415351737594427,0.7337798306329598,0.7621706887904023
Col4a5,-0.007831744178757503,0.7194454214442075,0.748447772633766
Col4a2,-0.007863232985070957,0.718365337700122,0.7475185616026244
Akirin2,-0.007869774960700984,0.7181410147084452,0.7474795885594017
Kmt5a,-0.007965380505221064,0.7148654992060227,0.7448455318635298
Hnrnpl,-0.007978672383308998,0.7144105234033961,0.744565423036369
Kif5b,-0.007982925184717826,0.7142649730787544,0.744565423036369
Top2a,-0.008100554454639895,0.7102432949544741,0.7411878893341759
Cdca8,-0.008116802001943786,0.7096884307889538,0.7408021198214549
Dnaja1,-0.00831299299157039,0.7030006010597853,0.7342042830911597
Cep112,-0.00835667840906475,0.7015145362250098,0.7328436001305927
M6pr,-0.008459224620315408,0.69803066729745,0.7299667108992941
Lyz2,-0.008645544401642377,0.6917169929491325,0.724690406442255
Lgals8,-0.008651590860111028,0.6915124567469111,0.7246659227109364
Usp15,-0.008682886779042952,0.6904541557401821,0.723746494486564
Ccdc47,-0.008685048002976547,0.690381094203392,0.723746494486564
Hipk2,-0.00868719757583301,0.6903084293981582,0.723746494486564
Tnfaip8,-0.008783993312429104,0.6870392824960385,0.7213010839853422
Alcam,-0.008794567306799948,0.6866825126725238,0.7211157917275125
Isg20,-0.008859351500258426,0.6844981991681369,0.7191995788475303
Ube2b,-0.008909660898763487,0.682803744980174,0.7177963153536653
Elavl1,-0.008929640033734771,0.6821312766604793,0.7172778934389898
Nob1,-0.008933507737269386,0.6820011245612155,0.7172778934389898
Ppm1e,-0.009227184011378418,0.6721464807269434,0.7078951877061016
Srsf7,-0.009246989759771465,0.6714838746304452,0.7073835919204059
Llph,-0.009286369705314674,0.6701671672053316,0.7061824733459765
Aplp2,-0.009457309428348801,0.6644634026054177,0.7003566825880556
Norad,-0.009519856849796733,0.662381196613581,0.6987143424193892
Epc2,-0.009668074382596922,0.6574574541188914,0.6938864951122864
Plcb4,-0.009689276155561663,0.6567543440085524,0.6933273623737687
Csnk2a1,-0.009856857414716398,0.6512076063411145,0.6878348099721305
Hoxa7,-0.010008877815141223,0.6461925396239336,0.6834400207550858
Cacna2d1,-0.010096452992765051,0.6433107425219015,0.6807521084887846
Ankrd26,-0.010148988449223375,0.6415845476139962,0.6792848571879261
H2ac24,-0.010226879892419456,0.6390287742526275,0.6771165819895391
H3c6,-0.01025937490042016,0.6379638110036117,0.6761672612650892
Ldlrad4,-0.0103009485250736,0.6366024011806727,0.6752610991043996
Ddx6,-0.01048282119918501,0.6306610772733998,0.6696693148642419
Oas3,-0.01053780870550712,0.6288694376415589,0.6679441716851395
Scpep1,-0.010810548146134667,0.6200152676190251,0.6590648606101782
Tln1,-0.010826301027625714,0.6195055298405048,0.658698064689532
S100a8,-0.010858088204621447,0.6184775047458403,0.6577798508331192
Aifm1,-0.010929111966887905,0.6161832309087029,0.6556884606636902
Fam114a2,-0.011062764119303539,0.6118760356763946,0.6512783775161198
Mapre1,-0.011070352151137329,0.6116318967677391,0.6511917985283355
Il33,-0.01128467401738116,0.6047541470647524,0.6440406252020792
Ccl4,-0.011577382565943317,0.5954173541900558,0.6346041611404805
Pcdh9,-0.011736607152450841,0.5903661783737317,0.6295560419874505
Orc2,-0.011820920291567002,0.5876994710131057,0.6268794357473128
Thbs1,-0.01193185489038273,0.584199271790491,0.6236448057544607
Grb2,-0.01200239394739717,0.5819786840146326,0.6214401324235265
Mtif2,-0.012162076329803888,0.5769664540874809,0.6169114718925217
Gbp7,-0.012177336784608618,0.5764885137282537,0.6165652553243355
Macrod2,-0.01229874262560689,0.5726928822846893,0.6131615442020228
Ifi205,-0.012338334995644401,0.5714576351023561,0.6121394511820646
Exosc1,-0.01236372027057656,0.5706663037384587,0.6114827792536391
Dis3l2,-0.01260321303085893,0.5632264234724303,0.6041581372726526
Ik,-0.012647779193671101,0.5618471442761945,0.6028402835581487
Lactb2,-0.012768433810019493,0.5581212102241674,0.5990031770584034
Gm12648,-0.012831977976990802,0.5561637421866424,0.5972228104017637
Ndc80,-0.012901026020044868,0.5540405293457082,0.5951026093938864
Cenpa,-0.012983643287419794,0.5515052871436037,0.5926977830667423
Ica1,-0.013137595228779862,0.546796281122507,0.5879529904543086
Rnps1,-0.01320451789914434,0.5447555053765826,0.5860737013196156
Ggta1,-0.013385673451681339,0.5392502901424624,0.5806194241103229
Lig1,-0.013444507361579797,0.5374683715162767,0.578856619834439
Ssbp3,-0.01348944084582462,0.536109452577107,0.5775485618929243
Maml2,-0.013608699374781005,0.532511130085417,0.574290784670172
Hnrnpa0,-0.013638121214177332,0.5316252833707594,0.5736447622020604
Ebf1,-0.013759774034342297,0.5279704430440405,0.5700085754861436
Mob1a,-0.013817916246539034,0.526228195266725,0.5682809884089903
St13,-0.013841950437721916,0.5255088624572598,0.5679641853091163
Kif26b,-0.013846171208246324,0.5253825885483759,0.5679641853091163
Irf7,-0.013988450308173712,0.5211350808861851,0.5639990052880791
Socs5,-0.014128038630346895,0.5169851372254826,0.5598106521120547
Atxn10,-0.014190280026466967,0.5151402374387798,0.5579639723138692
Phkb,-0.01423785956061876,0.5137322382647287,0.5567404370249024
Ttc28,-0.014575134821510542,0.5038090784335866,0.5465788754364921
Ncoa7,-0.014576744719460858,0.5037619563714393,0.5465788754364921
Hibadh,-0.014629475312124506,0.502219806478029,0.5452983783691955
Eif3b,-0.014723217713953055,0.49948440602437594,0.5424755970940819
Stag2,-0.014813066610339154,0.4968700566560356,0.5397827883281212
Pfkl,-0.014848349514909553,0.4958454200088253,0.5391089100394948
Basp1,-0.014934127610667813,0.4933590802785824,0.5366973949182294
Mcm6,-0.014978146455501721,0.4920857576110304,0.5356035456990808
Tinagl1,-0.014990230857525945,0.4917365034501395,0.5353690837780506
Tyrobp,-0.015093172479240701,0.488766760770988,0.5322807087078552
St7,-0.015289713747462505,0.4831237073655884,0.5268524616854835
Atp1b3,-0.015310499195342242,0.4825289937932917,0.52634741619121
Spred1,-0.0156979358608026,0.4715167506664628,0.5161650253601126
E2f4,-0.01574003660501304,0.47032850540585514,0.515005207123849
Kiz,-0.015754910193031123,0.46990911079910364,0.51468686834513
Cyba,-0.015779876393036907,0.4692055965185723,0.5140570764377675
Thumpd1,-0.0157879307305833,0.468978760258262,0.5139493263104241
Tma16,-0.015807820702259903,0.46841885396603644,0.5134764088419145
Chic1,-0.01600416983168345,0.46291148098952656,0.5081355444451444
Dock7,-0.016015971223625924,0.4625816185351464,0.5079128394566527
Lmnb1,-0.016017245761853247,0.4625460015691839,0.5079128394566527
Racgap1,-0.01608739340566745,0.4605880849326103,0.5061407526731981
Clpp,-0.01613973682772985,0.4591301309210625,0.5046772530047403
Efr3a,-0.016375066545109274,0.45260736520662065,0.49778099005402326
Ghr,-0.016385779404421763,0.4523116809733293,0.4975926083314954
Ssr1,-0.016402983981133816,0.4518370480299621,0.4972871578023715
Vps35,-0.01670818254098123,0.4434642662837942,0.48851642092193315
Rbl1,-0.016982698357107563,0.4360094884648844,0.4808486225143473
Tmod3,-0.01701360852568339,0.43517463527269384,0.4800602705710908
Pcca,-0.017234585467532936,0.4292331794617844,0.47415982265869583
Brd7,-0.017282869045676837,0.42794126859191994,0.4729939415218789
Col6a3,-0.017341193698918102,0.42638371181308143,0.47140266646001266
Atg3,-0.017454381059546907,0.4233704943389642,0.4683301928528365
Ppm1g,-0.01757241833416969,0.4202414705509052,0.46512614338783087
Csmd3,-0.01769378800380129,0.4170383083421665,0.46183644334680674
Gbp3,-0.017723288694897713,0.4162619112941339,0.46123203467494067
Trps1,-0.017749827937245916,0.4155641823500642,0.46058651410370094
Antxr1,-0.017838382561610973,0.41324104013074614,0.45826563918020086
Nav1,-0.01783953699283409,0.41321080561972423,0.45826563918020086
Actr3,-0.01800083436962366,0.4089993166100578,0.4540652973744744
Lnpk,-0.018030764050213283,0.40822066725250455,0.45332667101888346
Smarca2,-0.018046750305373067,0.4078051312506844,0.45299098167251806
Cd2ap,-0.01815594835063891,0.4049734537509079,0.4499705041676754
Hat1,-0.018163785556073044,0.404770675467537,0.4498701588969569
Septin8,-0.018175011497117748,0.40448032344175827,0.4496723996017324
Frk,-0.018270196707621023,0.4020234239505108,0.4470652476513882
Gpatch4,-0.01846614588921601,0.39699387515291595,0.4418407069036349
Ccdc34,-0.018602623418136358,0.39351333770355335,0.43808888138441787
Plin2,-0.018660223334735555,0.3920499465149509,0.43670280870504136
Tomm70a,-0.018751579136765256,0.38973572491143815,0.43460911615437764
Csnk1a1,-0.01903489984677731,0.38261162114859504,0.42702189860334266
Map2,-0.019134071562899493,0.3801369127588816,0.4243783564151623
Wbp4,-0.019146088168289603,0.37983772228406987,0.42416272728539345
Glud1,-0.01926179251196573,0.37696431344300263,0.42107155927729983
Nsf,-0.019370850545429336,0.3742682582171522,0.418293666629955
Ms4a4c,-0.0195586770839336,0.36965296519063323,0.4138292361496034
Smndc1,-0.019728213540413753,0.3655175922125503,0.4095435206863309
Utp14a,-0.01980000483937735,0.3637751743916929,0.40793403352026114
Pak2,-0.02006428368447226,0.3574058019399465,0.4011288461727794
Ctdspl,-0.020134694393211507,0.3557207457305033,0.3993497005113705
Ssrp1,-0.020155561642701547,0.35522231798329973,0.3989020976791687
Nucb1,-0.02114262399337708,0.3321500723482975,0.37362212862575644
Ust,-0.021203394868586394,0.3307619140809875,0.3722700214755065
Tomm40,-0.021418824904233743,0.32587122025109877,0.36697209487736343
Syncrip,-0.021433787188225317,0.32553330015990084,0.36669479038006286
Reep3,-0.021642663155559023,0.3208396717227979,0.3617132713898511
Mrps10,-0.02186897603653585,0.3158043459288793,0.35674029475162866
Platr3,-0.02197159021633346,0.31353842140712346,0.3546814721800039
Zmynd11,-0.02198270645158252,0.3132935963602224,0.35450477664523045
Nfix,-0.021987191256561706,0.3131948581894248,0.3544933312840122
Resf1,-0.021989802070005487,0.31313738753915143,0.3544933312840122
Copg2,-0.022000352876420014,0.3129052081067296,0.3543660340959565
Dnttip1,-0.022163453058087305,0.3093304644901458,0.35061543155584673
Lrp1,-0.022194026183393376,0.30866339209679045,0.3499584944408055
Phf14,-0.022420060283354505,0.3037610833976159,0.3446934279689259
Hdac8,-0.022457362199844108,0.30295706269644856,0.34387861827065674
Capn2,-0.02249224715474857,0.3022064188223625,0.3431239498408884
Cstpp1,-0.022575305704810544,0.30042417131152965,0.34148811743282714
Stk3,-0.02269487216266381,0.2978708631727867,0.33887470213058785
Tmx3,-0.022853754704555296,0.2945004517378781,0.3352310207602483
Tgfb1,-0.02289486320919245,0.29363258359832983,0.3344334665129042
Sec31a,-0.023287560539353526,0.2854285478848585,0.3252746984442832
Wfdc2,-0.023416458386035816,0.28276976369603657,0.3223365787358639
Itgb5,-0.023529741207221618,0.2804469628208991,0.3199623078390178
Rbmxl1,-0.023747710629270877,0.2760141422494404,0.31517458435562706
Fggy,-0.02378784982911883,0.27520307121875476,0.31442795911882865
Ftsj3,-0.023834144779867474,0.2742696348201658,0.3135405942499752
Ctsa,-0.023837260380574928,0.27420689326380326,0.3135405942499752
Plpp1,-0.02384084110012888,0.27413479730837453,0.3135405942499752
Ciapin1,-0.023872038633952493,0.2735071985392175,0.3130268366686323
Tafa1,-0.024460173016082644,0.261859242928598,0.3002972969364656
Ppid,-0.02462078967884563,0.25873867943156237,0.29714462179909545
Eftud2,-0.02467725289954295,0.257647818451924,0.2959768161423596
Atp6v0d1,-0.025276296353042904,0.24627055899688496,0.28413101701400056
Tdg,-0.02529793126485381,0.24586635022898265,0.28374650920828925
Dnajc3,-0.025348061982511473,0.24493153645716123,0.28274924843539534
Tmem238,-0.025535201982400092,0.2414638680824274,0.27922968266253534
Ube2q1,-0.025807267540842817,0.23648437723303958,0.2737087699456477
Rnf126,-0.025959785327142083,0.23372486573788723,0.27090682786193826
Vps13c,-0.025994268960488343,0.23310412591514215,0.27026565323494744
Ube2c,-0.02603518511975225,0.23236911094410995,0.26956973427390946
Eps15,-0.026121543735561165,0.23082316991449156,0.2680094861126172
Nln,-0.026331629498770166,0.22709287314728385,0.26406148040381844
Slc39a7,-0.026564076316273035,0.22301581405082052,0.25969818230080993
Sf3b2,-0.026581261531742038,0.2227164810208864,0.2595763182061613
H1f5,-0.02663467707478074,0.22178792123914806,0.2586448061097937
Gm4951,-0.02685838201063204,0.21792921346916358,0.25436733407547546
Dusp11,-0.02693067048185247,0.2166926730078358,0.25299786690932374
Mipol1,-0.026972978190087142,0.21597131735236677,0.2523766489656638
Lamb1,-0.027027286569156622,0.21504788241067133,0.2514444693489288
Gspt1,-0.027245426895854352,0.21136737455941768,0.24735795735449698
Ergic2,-0.027291686393673742,0.2105927586075813,0.24659573607445118
Akap7,-0.027470891139331176,0.20761134979083495,0.24353237512121403
Ube2d2a,-0.027535580857542603,0.2065426655904975,0.24249212279483123
Rab10,-0.027685397752496232,0.20408300493235598,0.23974508655783375
Apoe,-0.028059588591412863,0.19803279988974193,0.23304830819622468
Skap2,-0.028068066709544925,0.19789725470198244,0.23295733337490576
Rrm1,-0.028252441988625518,0.19496628300571164,0.22997376226622457
Rbm42,-0.028281738530565995,0.1945035072404236,0.22950266341052933
Ctsb,-0.028364515184546888,0.19320029943492092,0.22809101789534217
Gtf2f2,-0.028638337793045022,0.1889350088969427,0.2231955214376169
Pgrmc1,-0.02881921150243458,0.18615587211926393,0.22004782489154903
Cd52,-0.028860288691920977,0.18552894676319318,0.2195608837434239
Wdpcp,-0.029030175956087936,0.1829526716088663,0.2167685682569506
Cs,-0.029051718791839272,0.18262788507890165,0.2165120155055147
Marchf5,-0.029175085753132286,0.18077618961502076,0.2144438785468811
Psd3,-0.029180754916777674,0.18069143347595176,0.2144069219530724
Prkg2,-0.029212932389971323,0.18021092671667438,0.21390020975272922
Hnrnpr,-0.029251730236234567,0.17963282009274906,0.21327731682131085
R3hdm2,-0.02934468173894044,0.17825340315887747,0.21176525471800114
Rtp4,-0.029347820344917702,0.17820696355568466,0.21176525471800114
Ncl,-0.029495812689058112,0.17602743335046944,0.2092450916498894
Scd2,-0.029515547935955226,0.175738293544427,0.20896348816221996
Slfn2,-0.029546524613994783,0.1752851703219443,0.20854868568940427
Sumo1,-0.029731408127391494,0.17259881639178032,0.20565840499467422
Zwint,-0.030015092064814928,0.16853689365485044,0.20099808426338753
Aim2,-0.03006498229776229,0.1678300154074221,0.2002744813931051
Fyb,-0.03009911033156325,0.16734774963779853,0.199877873559628
Cenph,-0.03024036844324038,0.16536268188466624,0.19765478105932063
Phc2,-0.030313109179038088,0.16434740554677837,0.19652903503351674
Trim30d,-0.03032759443911086,0.16414578941138908,0.1963466380519008
U2af2,-0.030425388105210043,0.1627894971272332,0.19484081044552148
Magt1,-0.030533968088745665,0.1612935249977332,0.19322374962292085
Psmd7,-0.030628906818226543,0.15999401904157637,0.1918393513687966
Gtf2e2,-0.030743424444054944,0.15843706477202296,0.19002946299493007
Ifi211,-0.030751266498801243,0.15833086691707646,0.1899590484907936
Hdgfl3,-0.030894658530497013,0.1563985223883653,0.18769699656569494
Mrpl38,-0.030913181716916156,0.15615021403396798,0.18745523893633612
Pdgfa,-0.031242043038305356,0.15179134322780113,0.1826061271913397
Pf4,-0.031415774117091386,0.14952633108608868,0.18004374603984188
Sp100,-0.03167486110631492,0.14619649063182877,0.17629965707787612
Ddx52,-0.03175821696712799,0.14513732856924255,0.1752337199749382
Gclm,-0.03176109075424309,0.14510091777634015,0.1752337199749382
Epsti1,-0.032057787211885125,0.14137927783891657,0.17100608145015614
Ank,-0.0321033321958613,0.14081452863059948,0.1704260558312853
Trim30a,-0.03222919368224975,0.13926288242750048,0.16880349385151572
Xrn2,-0.032232687067961764,0.13922000363005166,0.16880267187638878
Rims2,-0.03225945579625,0.13889177379343892,0.16845575960392833
Ptpa,-0.03242436910488794,0.1368827789831595,0.16622073950596175
Fam76a,-0.0325471794123827,0.13540129823089933,0.164471665023868
Nmt1,-0.0325931428072302,0.13485002840172225,0.16385179635689218
Rad21,-0.03268372420215832,0.13376870103558647,0.1625872999520954
Commd10,-0.032716474807734375,0.13337939051801992,0.16216339272707592
Brinp3,-0.0329024639031441,0.1311851103858131,0.15968972658041763
C1qa,-0.033135168875844,0.12847919505517483,0.15649110238145536
Pxk,-0.03321116405355122,0.12760496904836963,0.1555209860431074
Gulp1,-0.033215361274233385,0.1275568205350509,0.15550968672362195
Ccdc50,-0.03335347028289988,0.1259803640411019,0.1538691469204298
Cp,-0.03337602689694478,0.12572433667801441,0.15360334352842323
H2ac20,-0.03338251983127349,0.1256507141929829,0.15356029843322078
Rbms3,-0.03339761315236658,0.12547970282549817,0.15339816971332293
Zdhhc2,-0.033674934957066145,0.12236972851634745,0.14977934946921354
Ms4a6c,-0.033768782080836134,0.12133103740963182,0.14873556531980608
Mphosph10,-0.033814520299542856,0.12082731514573487,0.14816347657355594
Uchl5,-0.03400746620305458,0.11872035088263577,0.14571383968411877
Eri1,-0.03425291570144079,0.11608177511942283,0.14265041489329994
Khdrbs1,-0.03439750590052417,0.11454912372295355,0.14089683114754434
Acot7,-0.03446466373217928,0.11384268635956275,0.14015720081201938
Sp110,-0.03474257834359186,0.11095566893374621,0.1367291052788
Dlg2,-0.034897629077316826,0.10937026246855862,0.1350667026471857
Mapkap1,-0.034931187028169414,0.10902949703591994,0.13468745773430504
Rad50,-0.034970574061075996,0.10863061095809799,0.1342776402448677
Lpcat3,-0.035008593251617065,0.10824667268526701,0.13388580418709586
Adgrg6,-0.035265790792232445,0.10567746810877897,0.1308294250805063
