gene,r_vres,pval,padj
Bbx,0.10410787430089385,1.6861022346741786e-06,3.715927789915545e-06
Zfp638,0.10405551295747544,1.7065570117188033e-06,3.7589361491603597e-06
Ipo7,0.10404714710774013,1.7098471028047742e-06,3.764110297864115e-06
Itgav,0.10381499032029687,1.8036175793686996e-06,3.968355510162155e-06
Epb41,0.10366466397908244,1.8669489272649735e-06,4.100931196628168e-06
D5Ertd579e,0.1036305184131941,1.8816289243444076e-06,4.130908725234704e-06
Pik3c2a,0.10356620994864404,1.909578132502924e-06,4.1876713432081665e-06
Sf1,0.10350864123447755,1.934935908555113e-06,4.240955416011206e-06
Tmx4,0.10349236329152811,1.942164417065692e-06,4.25446750726329e-06
Peak1,0.103400481555277,1.9834547932711704e-06,4.342539229931408e-06
Slc23a2,0.10336171210189454,2.001128891440704e-06,4.374052221728315e-06
Pkn2,0.10327564617183264,2.040906278710739e-06,4.458560958406857e-06
Mrtfa,0.10325410960049786,2.050977997671019e-06,4.478117898845019e-06
Aak1,0.1032112274926896,2.0711743476554544e-06,4.519747621724941e-06
Gja1,0.10286637857484951,2.2406750408927813e-06,4.878987568628811e-06
Kidins220,0.10286302277560963,2.2423881228698874e-06,4.880061203198885e-06
Usp33,0.10281443947979393,2.267330364775791e-06,4.931659303481873e-06
Nr6a1,0.10276488396912642,2.2930458837739836e-06,4.9848823560303994e-06
Axin1,0.10274008797726039,2.3060179245702207e-06,5.010359423292169e-06
Pcm1,0.10262107727425049,2.36926466441303e-06,5.14498298461027e-06
Mgat4b,0.10253875627647839,2.4139832882736853e-06,5.239247505748638e-06
Camta1,0.10247234985950443,2.450645702709012e-06,5.313053014003278e-06
Crim1,0.10240902781703348,2.4861023611360007e-06,5.387004032797401e-06
Ikbkb,0.10232964223756841,2.531249218214334e-06,5.481860786603863e-06
Usp10,0.10222333642911363,2.592938735420719e-06,5.612421505239651e-06
Tcirg1,0.1021868017813077,2.61447089307803e-06,5.652910039087632e-06
Trim25,0.10213251832699424,2.646780517112934e-06,5.719676968369387e-06
Ppp2r5e,0.10205600991596281,2.692969363437613e-06,5.816348517143872e-06
Ttc19,0.10202108064452453,2.7143125843015123e-06,5.8592824269865346e-06
Fnbp1,0.10191795525372416,2.778277074076487e-06,5.993151753759724e-06
U2surp,0.1019162861782465,2.7793241258060717e-06,5.993151753759724e-06
Dip2b,0.1018452846259873,2.8242172193568832e-06,6.086675041717421e-06
Atf2,0.10183105975793527,2.833294588746505e-06,6.102950110385578e-06
Tmem259,0.10174260141019333,2.890373880310311e-06,6.221420498379401e-06
Ubtd2,0.10163034022734495,2.964401110343163e-06,6.371630543456557e-06
Zeb2,0.10156864425988611,3.0058551105894632e-06,6.457261247238374e-06
Plat,0.1015395642047982,3.025586384984185e-06,6.4926746458888085e-06
Abi1,0.10141560770639815,3.1110942026848758e-06,6.669012224404879e-06
Jph1,0.10124945522410594,3.229349472599395e-06,6.907699406629721e-06
Aopep,0.10121679391411917,3.2530966757152737e-06,6.9547764312459085e-06
Foxo3,0.10116591605345537,3.290422394435576e-06,7.030817082127299e-06
Taok1,0.10115798515000751,3.2962776243112438e-06,7.039567804188454e-06
Mdm4,0.1011495174216134,3.302540203253912e-06,7.049178662228201e-06
Kif3b,0.10108174632724032,3.353074952394373e-06,7.145604586881988e-06
Sec24b,0.10106411939019014,3.36633974134169e-06,7.170052697213397e-06
Rnf114,0.100993243897243,3.420185006728854e-06,7.276989376018838e-06
Ppp1cb,0.10075020832813256,3.6111603707667625e-06,7.67515487941926e-06
Safb,0.10065365185633005,3.6898345567756452e-06,7.834043644958907e-06
Mdc1,0.10047298288589335,3.841475628367956e-06,8.147350219232143e-06
Gstcd,0.10045568542085834,3.856303045057881e-06,8.174463264563606e-06
Nasp,0.10043159185095499,3.8770474793182475e-06,8.214083642623406e-06
Relb,0.10033488877570881,3.961388813362655e-06,8.388329938301018e-06
Clic4,0.10001423249981817,4.253810800333259e-06,8.998013326987328e-06
Cbfb,0.10001009627644672,4.257714560134906e-06,9.001510697959634e-06
Ankib1,0.09998510065966884,4.281378477228239e-06,9.041982000482026e-06
Sbno1,0.09990417172191633,4.358862733317047e-06,9.200765663993768e-06
Alkbh5,0.0997964447818585,4.464089642167579e-06,9.409909235866518e-06
Tlk2,0.09979552148958154,4.465001932418662e-06,9.409909235866518e-06
Dyrk1a,0.09972293162262105,4.537288160919944e-06,9.552185601936724e-06
Supt5,0.09963386450382905,4.627513993465009e-06,9.7267766546821e-06
Trim44,0.0995227564474346,4.742476598391213e-06,9.957956112107534e-06
Haus6,0.0995187146347297,4.746709735912805e-06,9.961615395409875e-06
Cluh,0.09941669707870707,4.854761974280101e-06,1.0183035079769483e-05
Sox4,0.09938800488494565,4.885573055931909e-06,1.024229152186983e-05
Ank2,0.099074016945023,5.235212254710925e-06,1.0958691349452928e-05
Styk1,0.09907375404904648,5.235514792201136e-06,1.0958691349452928e-05
Erc1,0.09887875275850874,5.4645882905102686e-06,1.1426217021453777e-05
Celf4,0.09881681660393427,5.539331265555608e-06,1.157163051829137e-05
Strn3,0.09881633348213084,5.539918110631992e-06,1.157163051829137e-05
Thada,0.09869862551028749,5.68468359195982e-06,1.1861624605028315e-05
Foxp4,0.09861669825728939,5.787571674039178e-06,1.2070013918746982e-05
Matr3,0.09853434016617521,5.892794649566612e-06,1.2283052943338431e-05
Prkca,0.09845713981376342,5.99308741671151e-06,1.2484225135162697e-05
Ccl25,0.09845526049383076,5.995549121161885e-06,1.2484225135162697e-05
Zfp462,0.09838760606820575,6.0848158620940434e-06,1.2663508557948062e-05
Magi2,0.09836374546212887,6.116600873048963e-06,1.2723038737491342e-05
Coro1c,0.09833018653323317,6.16157394121375e-06,1.280992503370842e-05
Papola,0.0982467294411319,6.274791703440384e-06,1.3031758470281172e-05
Gm16001,0.09817762305734527,6.370044195957951e-06,1.3222717583721747e-05
Camsap1,0.09816921828955538,6.3817227268827116e-06,1.3240088644984879e-05
Ralgapa2,0.09800835879167945,6.60922394073818e-06,1.3690779784025231e-05
Setx,0.09790827277727177,6.754665029984034e-06,1.39703516649101e-05
Gnl3,0.09787205767932709,6.8080412896439534e-06,1.4073470366189051e-05
Apc,0.0977939384914597,6.924554787712535e-06,1.4306931379571354e-05
Vps13b,0.09773408198690411,7.015116921245783e-06,1.4479085492767355e-05
Hdac4,0.09771498809475915,7.04424311308828e-06,1.4531703172951582e-05
Arhgef2,0.09763094377452974,7.173825573218926e-06,1.4783772433217776e-05
Utrn,0.09760287318453503,7.217611016819018e-06,1.4866346069658122e-05
Stag1,0.09759549113294684,7.2291681321493075e-06,1.4882487148017101e-05
Zc3hav1,0.09755008656420097,7.30064199572053e-06,1.5014173770119342e-05
Ogfod1,0.09744196694590476,7.473567744470446e-06,1.536190697732877e-05
Mxd1,0.09743777139022108,7.480356352537371e-06,1.5367963744298657e-05
Ccdc86,0.09739520122822859,7.5495709169211785e-06,1.55021990080517e-05
Gm11290,0.09731824147220113,7.676255287578775e-06,1.5754243791849716e-05
Slc4a7,0.09715122153063852,7.958211994545063e-06,1.6316170157960148e-05
Strada,0.09714171085745958,7.974561738671304e-06,1.634131503826087e-05
Dennd5a,0.09713073557948468,7.993469157450968e-06,1.6371672621507357e-05
Glyr1,0.0970560015964984,8.123358724987488e-06,1.662918879219547e-05
Zfand3,0.09698393638295494,8.250517608640915e-06,1.688085444223205e-05
Qrich1,0.0969110909681379,8.380984129413596e-06,1.713026904325722e-05
Magi3,0.09685412205962712,8.484386430768295e-06,1.7332760839158927e-05
Arhgap17,0.09683605347678956,8.517435811381024e-06,1.739139522487192e-05
Dis3,0.0967966479969519,8.589939651553304e-06,1.7530489084802663e-05
Ttc7,0.096726402539275,8.72065155108999e-06,1.7788172465252403e-05
Swt1,0.09668052619622997,8.807040694175596e-06,1.795523077303893e-05
E230016M11Rik,0.09658088974933077,8.997488196366427e-06,1.8334158321684008e-05
Ddx17,0.09652287841825777,9.110177072356624e-06,1.8554332122925914e-05
Ppp2cb,0.09650386988463255,9.147393973982578e-06,1.862064931090601e-05
Atl3,0.09629429128399306,9.56747037358975e-06,1.944607799510112e-05
Gak,0.09616918687621101,9.826939032655603e-06,1.994305232400934e-05
Nvl,0.0959999485185406,1.0188648452495342e-05,2.0645690886515383e-05
Camsap2,0.09592180939159788,1.0359908748256196e-05,2.098209366735432e-05
Tmem131,0.0958183781118898,1.0590831244979357e-05,2.14389296457072e-05
Phf6,0.0957959130594727,1.0641632323050786e-05,2.1530869647042562e-05
Kirrel,0.09573437748597845,1.0781978524851654e-05,2.1803798836909312e-05
Cpe,0.09564665345319603,1.0985110305528914e-05,2.2203355847456117e-05
Copa,0.09556894917256722,1.1168085441796384e-05,2.255039968055807e-05
Kif23,0.09553470390979857,1.1249644693660924e-05,2.2703621985188542e-05
Atad2,0.09545444357427245,1.1443026643203987e-05,2.308225243208066e-05
Zfp407,0.09544974168507002,1.1454453305610865e-05,2.309365585808642e-05
Cdk19,0.095333909630589,1.1739412865298128e-05,2.3644336083178505e-05
Gpbp1,0.09532565251046002,1.1759982400581088e-05,2.3673844792312204e-05
Plekha1,0.09528555310711692,1.1860364901182785e-05,2.3851915336717517e-05
Dnah12,0.09525486393690244,1.1937741891939676e-05,2.3995461089325985e-05
Samd4,0.09520188691026403,1.2072447705899254e-05,2.4254038585432957e-05
Dhx9,0.09519391511226065,1.2092842821024843e-05,2.428281690968844e-05
Glrp1,0.09518140607136051,1.212491230602223e-05,2.4334997101901115e-05
Zfp608,0.0949852352243743,1.2638569800176928e-05,2.5327795190735324e-05
