sample,B,C1qc+ TAM,CAF,CD4 T,CD8 Exhausted Proliferating,CD8 Terminally Exhausted,Hypoxic Tumor,Il1b+ TAM,Monocyte,NK,NK T,Neutrophil,Regulatory CD4 T,Regulatory CD8 T,Resident Macrophage,Spp1+ TAM,Stromal,Tumor,Tumor Proliferating,cDC,mDC
E14S,0.006048006048006048,0.09922509922509923,0.00189000189000189,0.005292005292005292,0.008127008127008128,0.02268002268002268,0.06161406161406161,0.16065016065016066,0.21980721980721982,0.04158004158004158,0.006237006237006237,0.09355509355509356,0.002457002457002457,0.006615006615006615,0.12776412776412777,0.04914004914004914,0.00567000567000567,0.013419013419013418,0.002079002079002079,0.03402003402003402,0.03213003213003213
E15S,0.004807692307692308,0.12598339160839161,0.042395104895104896,0.0014204545454545455,0.001966783216783217,0.0003277972027972028,0.054960664335664336,0.04403409090909091,0.07856206293706294,0.019340034965034964,0.0022945804195804195,0.1437937062937063,0.00010926573426573427,0.001638986013986014,0.09178321678321678,0.05517919580419581,0.12609265734265734,0.1348339160839161,0.059549825174825176,0.007102272727272727,0.0038243006993006995
