state,n,hypoxia_mod,ifn,emt,oxphos,glycolysis,prolif_score
entering_hypoxia,521,-0.3534479637292089,-0.5370062305651722,0.07204339044011596,-0.21194314920087085,-0.5284106543048136,0.6841866843615402
entering_deep_hypoxia,236,0.42336856898886505,-0.5617050741807079,0.1381457997631224,0.031233055003139477,0.3348886089241892,0.6857203974022769
persistent_hypoxia,321,0.3909677865679321,-0.4929074717765589,0.17363791931718997,0.42339100500646737,0.3626857973338768,0.8310985829760921
exiting_hypoxia,635,0.17908740291566724,-0.5666801711618831,0.13189333863780112,0.41103645315818316,0.14769395831043466,0.824917105079909
reverted_posthypoxic,148,-0.8782513794999095,-0.8740326987035918,-0.27789800722725155,-0.8859044354451292,-1.204001837834236,0.1105243599989921
reverted_stable,222,-0.526543081253507,-0.5710093551212815,0.10628662977013541,-0.34602326454771315,-0.7441306180617385,0.48392578865389424
normoxic_stable,284,-0.2990588115290859,-0.24720789202316196,0.33151272174993074,-0.17412524286824124,-0.47158772191030524,0.834838560905365
transitional,323,-0.08854541920915515,-0.4968318174638018,0.13835828382590684,0.2245832418231597,-0.13713212845169467,0.8963411250108402
